# Z1 Z2 a b c d rms_err(%) max_err(%)
13 40  0.19181 -1.77807  8.81616 -1.04345  4.03  6.47
13 41  0.16461 -1.80196  8.84134 -1.04845  4.09  6.70
13 42  0.15054 -1.81663  8.85903 -1.05116  4.18  6.76
13 43  0.15052 -1.82072  8.86489 -1.04858  4.12  6.59
13 44  0.14844 -1.82537  8.88500 -1.04607  3.97  6.38
13 45  0.14628 -1.82879  8.90651 -1.04335  3.73  6.13
13 46  0.17047 -1.80602  8.90286 -1.03555  3.54  5.62
13 47  0.27454 -1.74115  8.85307 -1.00862  2.70  5.01
13 48  0.45053 -1.67269  8.73431 -0.97411  1.68  3.62
13 49  0.33519 -1.70858  8.84864 -0.99666  2.73  5.32
13 50  0.29063 -1.72692  8.86944 -1.00393  3.05  5.96
13 51  0.25798 -1.74225  8.89191 -1.00721  3.25  6.51
13 52  0.20267 -1.76615  8.92612 -1.02276  3.89  7.28
13 53  0.17238 -1.77516  8.79056 -1.04128  4.07  7.77
13 54  0.38384 -1.66865  8.79338 -0.99136  2.39  4.14
13 55  0.38830 -1.66786  8.73390 -1.00163  3.66  5.80
13 56  0.26315 -1.71778  8.81279 -1.03050  4.41  7.36
13 57  0.20976 -1.74574  8.80324 -1.02276  3.88  6.96
13 58  0.77201 -1.59176  8.46834 -0.94880  2.65  4.51
13 59  0.81224 -1.58884  8.44558 -0.94427  2.65  4.57
13 60  0.84294 -1.58712  8.43198 -0.94086  2.57  4.45
13 61  0.87222 -1.58520  8.41889 -0.93770  2.46  4.24
13 62  0.90162 -1.58336  8.40582 -0.93439  2.35  4.01
13 63  0.92966 -1.58167  8.39171 -0.93112  2.23  3.76
13 64  0.56022 -1.64994  8.63960 -0.99178  3.62  5.99
13 65  0.96783 -1.58003  8.38176 -0.92666  1.99  3.27
13 66  0.97514 -1.58057  8.38891 -0.92518  1.87  3.10
13 67  0.97644 -1.58137  8.40159 -0.92418  1.74  2.88
13 68  0.96464 -1.58347  8.42786 -0.92445  1.62  2.68
13 69  0.92947 -1.58711  8.47795 -0.92930  1.69  2.83
13 70  0.98036 -1.57118  8.13717 -0.95373  1.55  2.75
13 71  0.47832 -1.67049  8.76592 -0.99969  3.48  5.97
13 72  0.39263 -1.69777  8.97108 -1.00905  3.89  6.66
13 73  0.32350 -1.72269  9.02518 -1.02144  4.33  7.19
13 74  0.28752 -1.73773  9.05127 -1.02789  4.55  7.62
13 75  0.27112 -1.74600  9.07248 -1.02910  4.54  7.58
13 76  0.24568 -1.75809  9.09579 -1.03290  4.54  7.44
13 77  0.22189 -1.76948  9.11829 -1.03669  4.49  7.08
13 78  0.25711 -1.74720  9.08982 -1.02786  4.23  6.66
13 79  0.36945 -1.69863  9.03236 -1.00249  3.31  5.43
13 80  0.53675 -1.64840  8.88078 -0.97336  2.30  4.01
13 81  0.44707 -1.66893  8.97191 -0.98871  2.83  4.86
13 82  0.39393 -1.68301  9.00636 -0.99620  3.01  5.24
13 83  0.36207 -1.69312  9.01104 -1.00029  3.05  5.53
13 84  0.30935 -1.70660  9.02533 -1.01373  3.76  6.63
13 85  0.32393 -1.69377  9.02258 -1.01354  4.01  7.02
13 86  0.49788 -1.63363  8.78441 -0.99119  2.75  4.87
13 87  0.62226 -1.60365  8.64568 -0.97371  1.78  2.95
13 88  0.32989 -1.67999  8.90127 -1.02068  3.64  6.25
13 89  0.27002 -1.70394  8.84927 -1.03520  3.68  6.36
13 90  0.24143 -1.71911  8.93426 -1.03770  3.96  6.51
13 91  0.37179 -1.68529  8.78905 -1.01646  4.22  8.43
13 92  0.39667 -1.68109  8.86000 -1.00738  4.14  8.32
14 14  0.09217 -1.90100  8.36840 -1.07440  4.52  8.19
14 15  0.06947 -1.94040  8.44540 -1.07655  4.04  7.72
14 16  0.06289 -1.95577  8.56057 -1.07105  3.55  6.71
14 17  0.06641 -1.93645  8.63116 -1.06832  3.34  6.37
14 18  0.21118 -1.76851  8.44075 -1.03305  1.32  2.61
14 19  0.19912 -1.76951  8.40567 -1.04522  1.86  4.19
14 20  0.14751 -1.81403  8.41722 -1.06101  1.92  3.92
14 21  0.10582 -1.87157  8.73231 -1.06050  2.80  5.11
14 22  0.10448 -1.87956  8.73672 -1.06465  3.18  5.34
14 23  0.11194 -1.87745  8.76691 -1.06362  3.32  5.52
14 24  0.11989 -1.87432  8.78339 -1.06309  3.54  5.82
14 25  0.13104 -1.86831  8.77363 -1.06119  3.75  6.51
14 26  0.14699 -1.85859  8.78712 -1.05593  3.84  6.93
14 27  0.17046 -1.84275  8.79719 -1.04756  3.86  7.20
14 28  0.18560 -1.83031  8.79121 -1.04431  4.08  7.81
14 29  0.24493 -1.78744  8.75732 -1.03085  4.17  8.21
14 30  0.33329 -1.73649  8.62883 -1.02084  4.08  8.11
14 31  0.25898 -1.76790  8.67770 -1.03658  4.45  8.73
14 32  0.22195 -1.79003  8.79866 -1.03791  4.73  9.15
14 33  0.13754 -1.84286  8.73460 -1.06741  5.08  8.99
14 34  0.10643 -1.86961  8.75806 -1.07517  5.01  8.90
14 35  0.11604 -1.84633  8.76780 -1.07172  4.93  8.85
14 36  0.30206 -1.71667  8.78486 -1.01989  3.23  5.47
14 37  0.30515 -1.71224  8.78009 -1.01909  3.16  5.32
14 38  0.24093 -1.74340  8.80902 -1.03161  3.36  5.59
14 39  0.13078 -1.82348  8.84289 -1.06092  4.30  7.22
14 40  0.12203 -1.83688  8.83119 -1.06289  4.36  7.34
14 41  0.11952 -1.84408  8.84160 -1.06214  4.34  7.25
14 42  0.12057 -1.84769  8.86189 -1.05976  4.26  7.06
14 43  0.12090 -1.85180  8.87693 -1.05650  4.13  6.85
14 44  0.12519 -1.85034  8.90007 -1.05169  3.90  6.48
14 45  0.13039 -1.84549  8.91728 -1.04792  3.77  6.24
14 46  0.16763 -1.81056  8.91227 -1.03583  3.46  5.65
14 47  0.24136 -1.75945  8.88118 -1.01673  2.97  5.43
14 48  0.32721 -1.71573  8.85156 -0.99838  2.42  4.81
14 49  0.27744 -1.73606  8.89570 -1.00750  2.93  5.68
14 50  0.23682 -1.75628  8.92652 -1.01523  3.37  6.44
14 51  0.17549 -1.78844  8.95215 -1.03205  4.06  7.35
14 52  0.14374 -1.80780  8.97023 -1.04176  4.17  7.68
14 53  0.14797 -1.79294  8.82427 -1.05011  3.88  7.19
14 54  0.27581 -1.70911  8.89951 -1.01461  2.78  4.72
14 55  0.23136 -1.73198  8.87169 -1.03408  4.11  6.83
14 56  0.16155 -1.77974  8.90047 -1.05378  4.65  8.09
14 57  0.13282 -1.80284  8.85779 -1.04566  4.07  6.98
14 58  0.43433 -1.66631  8.82553 -0.99907  3.53  5.34
14 59  0.47655 -1.65809  8.80786 -0.99331  3.46  5.29
14 60  0.51355 -1.65166  8.79321 -0.98832  3.37  5.24
14 61  0.54454 -1.64684  8.78237 -0.98438  3.26  5.11
14 62  0.57296 -1.64266  8.77116 -0.98088  3.14  4.96
14 63  0.59736 -1.63930  8.76272 -0.97805  3.04  4.79
14 64  0.29346 -1.72977  8.83212 -1.04199  4.38  7.44
14 65  0.63437 -1.63474  8.75025 -0.97392  2.88  4.49
14 66  0.65213 -1.63241  8.74224 -0.97137  2.79  4.36
14 67  0.67000 -1.62993  8.73544 -0.96822  2.67  4.17
14 68  0.68535 -1.62739  8.73008 -0.96534  2.55  4.00
14 69  0.70170 -1.62307  8.72051 -0.96309  2.51  3.99
14 70  0.80433 -1.60072  8.57581 -0.95770  2.15  3.56
14 71  0.29319 -1.73189  8.89947 -1.03549  4.27  6.91
14 72  0.26836 -1.74566  9.04812 -1.03550  4.67  7.69
14 73  0.24569 -1.75757  9.06221 -1.03955  4.79  7.92
14 74  0.23073 -1.76671  9.07485 -1.04140  4.84  8.03
14 75  0.21191 -1.77787  9.09175 -1.04369  4.83  7.88
14 76  0.20090 -1.78474  9.10732 -1.04385  4.68  7.41
14 77  0.19591 -1.78607  9.11512 -1.04392  4.64  7.21
14 78  0.24940 -1.75273  9.08853 -1.02947  4.15  6.47
14 79  0.33785 -1.71125  9.04185 -1.00941  3.45  5.68
14 80  0.41656 -1.68125  8.95635 -0.99635  2.92  4.85
14 81  0.38497 -1.68972  9.02532 -0.99895  3.03  5.25
14 82  0.33655 -1.70473  9.05891 -1.00647  3.36  5.99
14 83  0.27173 -1.72656  9.10374 -1.02178  4.05  6.88
14 84  0.23187 -1.74011  9.11521 -1.03314  4.52  7.37
14 85  0.26967 -1.71481  9.05088 -1.02884  4.30  7.05
14 86  0.39274 -1.66246  8.93251 -1.00902  3.52  5.88
14 87  0.46527 -1.64209  8.96251 -0.99053  2.88  4.81
14 88  0.22575 -1.72594  9.03240 -1.04160  4.23  7.15
14 89  0.17816 -1.75386  8.95426 -1.05626  4.25  7.52
14 90  0.16627 -1.76329  8.99812 -1.05764  4.56  7.78
14 91  0.24295 -1.73754  8.88534 -1.04337  4.63  8.61
14 92  0.26486 -1.73116  8.96009 -1.03445  4.54  8.62
15 15  0.05839 -1.96677  8.23263 -1.08304  2.93  5.73
15 16  0.05866 -1.96177  8.35358 -1.07772  2.61  4.99
15 17  0.06319 -1.94257  8.43454 -1.07382  2.38  4.64
15 18  0.22336 -1.76988  8.51633 -1.01661  1.65  3.08
15 19  0.17275 -1.79919  8.46137 -1.04059  1.78  3.48
15 20  0.09960 -1.86723  8.32621 -1.07598  2.18  3.91
15 21  0.08677 -1.89665  8.54970 -1.07328  2.89  4.84
15 22  0.09196 -1.89747  8.57892 -1.07319  3.10  5.24
15 23  0.09733 -1.89667  8.59409 -1.07399  3.35  5.77
15 24  0.10458 -1.89345  8.61464 -1.07323  3.55  6.15
15 25  0.12489 -1.87638  8.59662 -1.06798  3.75  6.83
15 26  0.14685 -1.85981  8.59970 -1.06155  3.95  7.46
15 27  0.16727 -1.84547  8.60843 -1.05506  4.01  7.69
15 28  0.18109 -1.83347  8.60284 -1.05268  4.13  8.26
15 29  0.21916 -1.80263  8.58852 -1.04412  4.41  8.78
15 30  0.27880 -1.76335  8.55440 -1.03306  4.33  8.44
15 31  0.22022 -1.79174  8.47345 -1.05231  4.04  8.03
15 32  0.14533 -1.83970  8.62309 -1.06839  5.03  9.08
15 33  0.10815 -1.87332  8.66695 -1.07767  4.94  8.70
15 34  0.10204 -1.87203  8.68253 -1.07901  4.90  8.85
15 35  0.10954 -1.85269  8.68429 -1.07457  4.74  8.62
15 36  0.26027 -1.73834  8.70030 -1.02677  2.63  4.53
15 37  0.22190 -1.75590  8.71923 -1.03495  3.04  5.19
15 38  0.15460 -1.79654  8.71991 -1.05634  4.00  6.62
15 39  0.10726 -1.84592  8.71768 -1.07179  4.46  7.54
15 40  0.10326 -1.85687  8.71703 -1.07179  4.41  7.55
15 41  0.10031 -1.86502  8.73249 -1.07145  4.44  7.56
15 42  0.10455 -1.86530  8.77615 -1.06637  4.22  7.19
15 43  0.11541 -1.85778  8.78848 -1.05945  4.03  6.79
15 44  0.12605 -1.84916  8.80727 -1.05291  3.80  6.31
15 45  0.13669 -1.83894  8.81798 -1.04802  3.70  6.00
15 46  0.17478 -1.80485  8.81101 -1.03617  3.44  5.74
15 47  0.22923 -1.76595  8.79459 -1.02204  3.16  5.75
15 48  0.28201 -1.73609  8.79210 -1.00850  2.79  5.18
15 49  0.24497 -1.75343  8.81372 -1.01617  3.21  6.12
15 50  0.17661 -1.79010  8.84995 -1.03520  3.92  7.21
15 51  0.13609 -1.81821  8.88071 -1.04628  4.15  7.51
15 52  0.11835 -1.82527  8.55444 -1.06799  3.33  6.23
15 53  0.12131 -1.81337  8.44035 -1.07321  2.67  5.56
15 54  0.21313 -1.74149  8.86195 -1.02937  3.02  5.10
15 55  0.16587 -1.77468  8.81505 -1.05049  4.14  7.24
15 56  0.12681 -1.80844  8.78597 -1.06676  4.88  8.76
15 57  0.12112 -1.81290  8.78014 -1.05002  4.26  7.47
15 58  0.30443 -1.70927  8.81805 -1.02577  4.08  6.45
15 59  0.34074 -1.69898  8.81045 -1.01969  4.01  6.53
15 60  0.37686 -1.68964  8.80194 -1.01354  3.90  6.48
15 61  0.41054 -1.68172  8.79289 -1.00804  3.79  6.38
15 62  0.43923 -1.67557  8.78710 -1.00362  3.68  6.18
15 63  0.46819 -1.66961  8.77921 -0.99907  3.57  6.03
15 64  0.26411 -1.74475  8.75447 -1.04649  4.33  7.00
15 65  0.53073 -1.65745  8.75403 -0.98839  3.27  5.65
15 66  0.56234 -1.65168  8.73600 -0.98258  3.10  5.43
15 67  0.59047 -1.64662  8.71788 -0.97732  2.95  5.25
15 68  0.61936 -1.64094  8.69635 -0.97176  2.77  5.03
15 69  0.63647 -1.63637  8.68303 -0.96893  2.70  4.90
15 70  0.68687 -1.62239  8.57351 -0.97080  2.43  4.15
15 71  0.27468 -1.73930  8.76590 -1.03916  4.55  7.69
15 72  0.24750 -1.75618  8.95472 -1.03969  4.95  8.44
15 73  0.22378 -1.76967  8.95779 -1.04513  5.11  8.69
15 74  0.20662 -1.78062  8.97286 -1.04747  5.06  8.39
15 75  0.19983 -1.78554  8.98778 -1.04676  4.90  7.92
15 76  0.20150 -1.78478  8.99940 -1.04376  4.68  7.35
15 77  0.21079 -1.77747  8.99927 -1.04028  4.55  7.10
15 78  0.26419 -1.74507  8.96883 -1.02735  4.24  6.63
15 79  0.33255 -1.71264  8.93125 -1.01205  3.79  6.18
15 80  0.38359 -1.69242  8.85119 -1.00251  3.15  5.19
15 81  0.35426 -1.70095  8.87486 -1.00680  3.30  5.79
15 82  0.25963 -1.73284  8.92236 -1.02965  4.27  6.94
15 83  0.21273 -1.75328  8.94702 -1.04186  4.65  7.46
15 84  0.22153 -1.74330  8.94713 -1.04088  4.65  7.42
15 85  0.23601 -1.72930  8.90494 -1.04089  4.40  7.34
15 86  0.31659 -1.68873  8.89517 -1.02381  4.23  6.42
15 87  0.40651 -1.65968  8.86368 -1.00191  2.98  5.47
15 88  0.19317 -1.74327  8.95378 -1.05130  4.76  8.00
15 89  0.15776 -1.76635  8.82385 -1.06509  4.63  8.20
15 90  0.13928 -1.78183  8.85086 -1.06895  4.92  8.61
15 91  0.21653 -1.75177  8.77751 -1.05026  4.73  8.26
15 92  0.24567 -1.74139  8.89349 -1.03700  4.69  8.37
16 16  0.05970 -1.95690  8.37428 -1.07500  2.20  4.39
16 17  0.06703 -1.93604  8.47420 -1.06840  2.04  4.11
16 18  0.27625 -1.75362  8.65377 -0.98470  1.91  3.44
16 19  0.12256 -1.83306  8.37931 -1.06495  2.64  4.96
16 20  0.08553 -1.88302  8.46641 -1.07662  3.24  5.86
16 21  0.07469 -1.91279  8.52233 -1.07987  3.20  5.34
16 22  0.08711 -1.90322  8.56945 -1.07599  3.29  5.59
16 23  0.10045 -1.89241  8.59942 -1.07301  3.51  6.13
16 24  0.11636 -1.87927  8.61494 -1.06964  3.76  6.79
16 25  0.13710 -1.86355  8.57827 -1.06603  4.05  7.61
16 26  0.15910 -1.84857  8.58064 -1.06026  4.22  8.14
16 27  0.17844 -1.83620  8.58549 -1.05462  4.28  8.35
16 28  0.18980 -1.82711  8.58038 -1.05275  4.48  8.82
16 29  0.21485 -1.80640  8.58258 -1.04582  4.49  8.93
16 30  0.24958 -1.78065  8.55572 -1.03933  4.42  8.45
16 31  0.17176 -1.81997  8.60965 -1.06280  5.02  9.09
16 32  0.12113 -1.86062  8.64451 -1.07583  5.02  8.63
16 33  0.10924 -1.86710  8.66950 -1.07832  4.93  8.77
16 34  0.08637 -1.88487  8.18087 -1.10611  2.94  5.21
16 35  0.11120 -1.85086  8.73125 -1.07172  4.53  8.07
16 36  0.24802 -1.74859  8.73202 -1.02464  2.16  3.50
16 37  0.19854 -1.76333  8.71694 -1.04652  3.89  6.12
16 38  0.13028 -1.81264  8.70383 -1.06723  4.53  7.34
16 39  0.09151 -1.86179  8.69988 -1.07981  4.73  7.94
16 40  0.09316 -1.86687  8.70551 -1.07701  4.50  7.68
16 41  0.09807 -1.86581  8.73174 -1.07213  4.32  7.37
16 42  0.11068 -1.85601  8.76672 -1.06443  4.09  6.89
16 43  0.12843 -1.84276  8.78346 -1.05543  3.88  6.32
16 44  0.14127 -1.83294  8.80388 -1.04849  3.67  5.97
16 45  0.15531 -1.82117  8.81384 -1.04285  3.58  5.97
16 46  0.19149 -1.79222  8.81184 -1.03202  3.35  5.83
16 47  0.22509 -1.76792  8.81074 -1.02282  3.31  5.93
16 48  0.25706 -1.74872  8.82570 -1.01341  2.91  5.45
16 49  0.20093 -1.77450  8.84378 -1.03026  3.87  6.77
16 50  0.14895 -1.80837  8.87348 -1.04497  4.13  7.45
16 51  0.11817 -1.82738  8.53076 -1.07038  3.17  5.87
16 52  0.11318 -1.82712  8.49909 -1.07384  2.96  5.67
16 53  0.12650 -1.81049  8.81436 -1.05708  3.69  6.19
16 54  0.16881 -1.77081  8.91261 -1.04029  3.16  5.56
16 55  0.18326 -1.76087  8.83085 -1.04740  4.15  6.80
16 56  0.12795 -1.80624  8.81745 -1.06724  4.98  8.78
16 57  0.11337 -1.81780  8.78904 -1.05585  4.43  7.76
16 58  0.31978 -1.70337  8.81054 -1.02295  4.09  6.80
16 59  0.36618 -1.69071  8.80394 -1.01405  3.94  6.86
16 60  0.40871 -1.68049  8.79501 -1.00647  3.80  6.81
16 61  0.44443 -1.67286  8.78748 -1.00051  3.65  6.67
16 62  0.47637 -1.66650  8.77616 -0.99540  3.49  6.49
16 63  0.50711 -1.66081  8.76282 -0.99042  3.34  6.31
16 64  0.29833 -1.73154  8.76878 -1.03529  4.11  6.87
16 65  0.56669 -1.65046  8.72883 -0.98067  3.09  6.01
16 66  0.60002 -1.64466  8.70241 -0.97503  2.95  5.86
16 67  0.62871 -1.63986  8.68032 -0.96964  2.80  5.66
16 68  0.64742 -1.63680  8.66692 -0.96560  2.67  5.41
16 69  0.63415 -1.63825  8.67992 -0.96795  2.68  5.31
16 70  0.59645 -1.63956  8.65042 -0.98667  3.15  6.07
16 71  0.25636 -1.74566  8.73683 -1.04644  5.00  8.84
16 72  0.23385 -1.76160  8.91882 -1.04557  5.21  9.05
16 73  0.21868 -1.77126  8.94145 -1.04720  5.13  8.67
16 74  0.21803 -1.77306  8.96796 -1.04438  4.94  8.16
16 75  0.22420 -1.77085  8.98853 -1.03960  4.69  7.59
16 76  0.22895 -1.76847  8.99262 -1.03626  4.45  7.03
16 77  0.24340 -1.75939  8.98426 -1.03185  4.28  6.75
16 78  0.28829 -1.73355  8.95571 -1.02210  4.08  6.51
16 79  0.32859 -1.71353  8.93337 -1.01270  3.69  6.23
16 80  0.36097 -1.70023  8.86528 -1.00663  3.22  5.40
16 81  0.31002 -1.71423  8.89550 -1.01932  3.95  6.73
16 82  0.21908 -1.74980  8.91613 -1.04282  4.66  7.50
16 83  0.21876 -1.74677  8.92443 -1.04326  4.62  7.36
16 84  0.21197 -1.74582  8.91708 -1.04646  4.63  7.36
16 85  0.21378 -1.73986  8.91395 -1.04724  4.41  7.49
16 86  0.24721 -1.71802  8.91801 -1.03962  4.35  7.06
16 87  0.34872 -1.67408  8.88555 -1.01803  3.89  5.92
16 88  0.19443 -1.74005  8.94771 -1.05404  4.88  7.99
16 89  0.15083 -1.76930  8.83650 -1.06942  4.78  8.44
16 90  0.13533 -1.78320  8.83860 -1.07301  4.76  8.61
16 91  0.22127 -1.75001  8.79233 -1.04880  4.51  7.70
16 92  0.26363 -1.73462  8.95980 -1.02968  4.47  7.60
17 17  0.07282 -1.92261  8.45696 -1.06620  1.75  3.46
17 18  0.21735 -1.75611  8.32244 -1.03811  1.03  2.12
17 19  0.08597 -1.86243  8.42260 -1.08103  3.71  6.68
17 20  0.08202 -1.87952  8.48228 -1.07952  3.41  5.79
17 21  0.08739 -1.88518  8.53094 -1.07718  3.37  5.66
17 22  0.10569 -1.87084  8.54827 -1.07347  3.54  6.20
17 23  0.12339 -1.85862  8.55204 -1.07086  3.83  6.96
17 24  0.13993 -1.84867  8.56465 -1.06767  4.04  7.48
17 25  0.16650 -1.83296  8.56447 -1.06148  4.31  8.28
17 26  0.18922 -1.82133  8.56257 -1.05570  4.45  8.74
17 27  0.20807 -1.81226  8.56464 -1.05034  4.48  8.88
17 28  0.21100 -1.81046  8.55344 -1.05033  4.57  8.89
17 29  0.21231 -1.80589  8.56282 -1.04924  4.59  8.92
17 30  0.24506 -1.77563  8.54908 -1.04537  4.71  8.91
17 31  0.16826 -1.81613  8.58615 -1.06726  5.04  8.80
17 32  0.14073 -1.83224  8.62962 -1.07370  4.99  8.54
17 33  0.12468 -1.84305  8.66904 -1.07521  4.76  8.43
17 34  0.11859 -1.84570  8.71522 -1.07288  4.51  7.92
17 35  0.12364 -1.83575  8.75246 -1.06673  4.24  7.06
17 36  0.29319 -1.71404  8.69842 -1.02779  3.52  5.37
17 37  0.16368 -1.77447  8.69813 -1.06525  4.77  7.41
17 38  0.12503 -1.80987  8.69658 -1.07311  4.68  7.86
17 39  0.10804 -1.83570  8.70980 -1.07601  4.64  7.91
17 40  0.11646 -1.83405  8.72835 -1.06928  4.33  7.29
17 41  0.12739 -1.82821  8.74878 -1.06249  4.12  6.84
17 42  0.14223 -1.81974  8.77122 -1.05501  3.88  6.29
17 43  0.16455 -1.80691  8.76810 -1.04600  3.66  5.96
17 44  0.17781 -1.79923  8.77991 -1.03958  3.45  5.80
17 45  0.19375 -1.78935  8.79407 -1.03344  3.29  5.69
17 46  0.21936 -1.77178  8.79858 -1.02571  3.14  5.69
17 47  0.22106 -1.76769  8.81711 -1.02489  3.23  5.92
17 48  0.21819 -1.75861  8.46021 -1.04680  2.30  5.30
17 49  0.16615 -1.78782  8.47342 -1.06155  2.86  6.04
17 50  0.14615 -1.79894  8.43476 -1.06970  2.75  5.79
17 51  0.14204 -1.80063  8.76211 -1.05591  3.66  6.37
17 52  0.13581 -1.80319  8.82289 -1.05508  3.60  6.05
17 53  0.13659 -1.79948  8.89897 -1.05144  3.50  6.10
17 54  0.26515 -1.71092  8.94067 -1.01831  2.84  4.35
17 55  0.21403 -1.73587  8.79076 -1.04524  4.46  6.86
17 56  0.16541 -1.77127  8.82229 -1.05896  4.84  8.09
17 57  0.14437 -1.78399  8.85517 -1.04749  4.26  7.28
17 58  0.38795 -1.67707  8.77373 -1.01228  4.07  7.22
17 59  0.45261 -1.66229  8.73962 -1.00090  3.93  7.34
17 60  0.50961 -1.65094  8.70352 -0.99184  3.82  7.51
17 61  0.55792 -1.64241  8.67707 -0.98428  3.71  7.63
17 62  0.60008 -1.63565  8.65835 -0.97773  3.58  7.68
17 63  0.63937 -1.62974  8.63863 -0.97165  3.47  7.73
17 64  0.42776 -1.68610  8.68627 -1.00968  3.57  6.92
17 65  0.70882 -1.62041  8.59246 -0.96085  3.27  7.76
17 66  0.73742 -1.61688  8.56929 -0.95596  3.20  7.78
17 67  0.75315 -1.61526  8.55896 -0.95286  3.12  7.63
17 68  0.74569 -1.61652  8.56952 -0.95365  3.13  7.44
17 69  0.68797 -1.62420  8.62634 -0.96481  3.49  7.21
17 70  0.51162 -1.65171  8.59289 -1.01410  4.30  8.32
17 71  0.30861 -1.72018  8.69462 -1.03749  4.83  8.72
17 72  0.29327 -1.73134  8.91572 -1.03174  4.91  8.52
17 73  0.28638 -1.73568  8.93290 -1.03057  4.73  8.01
17 74  0.28687 -1.73687  8.94386 -1.02766  4.50  7.46
17 75  0.29315 -1.73536  8.94666 -1.02376  4.23  6.92
17 76  0.30068 -1.73258  8.94556 -1.02009  3.98  6.56
17 77  0.31014 -1.72748  8.94843 -1.01686  3.87  6.37
17 78  0.33204 -1.71415  8.93017 -1.01271  3.68  6.21
17 79  0.33233 -1.71029  8.93122 -1.01236  3.68  6.24
17 80  0.37929 -1.68972  8.83743 -1.00713  3.48  5.94
17 81  0.32089 -1.70540  8.85096 -1.02198  3.98  6.92
17 82  0.26424 -1.72269  8.88607 -1.03496  4.50  7.14
17 83  0.24534 -1.72845  8.88664 -1.04049  4.26  7.02
17 84  0.22821 -1.73359  8.90201 -1.04463  4.44  7.19
17 85  0.22016 -1.73445  8.92356 -1.04617  4.42  7.24
17 86  0.36007 -1.67043  8.87006 -1.01856  3.79  6.13
17 87  0.36541 -1.66246  8.84327 -1.02149  4.28  6.26
17 88  0.23003 -1.71610  8.90610 -1.04997  4.77  7.80
17 89  0.19484 -1.73609  8.81254 -1.06101  4.60  7.74
17 90  0.18739 -1.74247  8.85035 -1.06020  4.48  7.47
17 91  0.34008 -1.69910  8.80084 -1.01942  3.66  6.17
17 92  0.38662 -1.68829  8.91646 -1.00223  3.52  6.17
18 18  0.20788 -1.73434  8.30853 -1.05329  2.30  3.53
18 19  0.23014 -1.72942  8.46208 -1.04081  2.20  3.30
18 20  0.29964 -1.70887  8.46804 -1.02156  1.09  2.01
18 21  0.30430 -1.71875  8.49010 -1.02089  1.35  2.20
18 22  0.32260 -1.72103  8.49604 -1.01897  1.60  2.78
18 23  0.33639 -1.72418  8.50019 -1.01766  1.87  3.25
18 24  0.33428 -1.73100  8.50801 -1.02054  2.48  4.27
18 25  0.35099 -1.73152  8.46485 -1.01945  2.89  5.12
18 26  0.35883 -1.73396  8.46904 -1.01786  3.19  5.84
18 27  0.35617 -1.73838  8.48710 -1.01661  3.41  6.50
18 28  0.34619 -1.74394  8.52293 -1.01569  3.41  6.52
18 29  0.42898 -1.70824  8.46567 -1.00041  2.87  5.28
18 30  0.64744 -1.64571  8.29866 -0.96603  2.07  3.50
18 31  0.51248 -1.66778  8.42796 -0.99363  2.86  4.72
18 32  0.39934 -1.69500  8.54075 -1.01211  2.85  4.56
18 33  0.35299 -1.71047  8.61196 -1.01322  1.97  3.18
18 34  0.30129 -1.72725  8.38153 -1.03351  0.74  1.34
18 35  0.36885 -1.68804  8.62980 -1.01512  2.84  4.88
18 36  0.39817 -1.66005  8.56636 -1.02289  3.70  6.05
18 37  0.34780 -1.67727  8.63526 -1.02753  3.49  5.71
18 38  0.35762 -1.67940  8.63892 -1.01845  2.45  4.76
18 39  0.31582 -1.70154  8.67370 -1.02152  2.33  4.33
18 40  0.29600 -1.71488  8.68345 -1.02217  2.56  4.40
18 41  0.27026 -1.72994  8.73327 -1.02483  2.88  5.00
18 42  0.26932 -1.73497  8.76306 -1.02197  2.84  4.73
18 43  0.28161 -1.73415  8.76052 -1.01667  2.74  4.37
18 44  0.27941 -1.73714  8.77605 -1.01472  2.58  4.35
18 45  0.28092 -1.73780  8.79505 -1.01179  2.50  4.25
18 46  0.27625 -1.73896  8.81948 -1.01133  2.37  4.15
18 47  0.36862 -1.69768  8.77340 -0.99305  1.85  2.98
18 48  0.43423 -1.67012  8.60424 -0.99102  1.52  2.54
18 49  0.40239 -1.67564  8.70046 -0.99624  2.05  3.41
18 50  0.35482 -1.68914  8.83587 -1.00065  2.22  3.62
18 51  0.31806 -1.70104  8.88882 -1.00226  1.56  2.89
18 52  0.32300 -1.69933  8.90787 -0.99742  1.06  2.16
18 53  0.34451 -1.67973  8.90670 -1.00313  2.15  3.70
18 54  0.39355 -1.65054  8.73443 -1.00864  2.40  4.10
18 55  0.43693 -1.64557  8.65509 -1.00481  3.39  5.66
18 56  0.41945 -1.65600  8.71503 -1.00675  3.38  5.56
18 57  0.30623 -1.68792  8.82607 -1.01071  3.04  4.83
18 58  0.66708 -1.60674  8.50683 -0.97302  2.96  5.39
18 59  0.73448 -1.59878  8.44690 -0.96359  2.89  5.41
18 60  0.79218 -1.59276  8.40346 -0.95533  2.87  5.45
18 61  0.83169 -1.58928  8.37183 -0.95004  2.82  5.39
18 62  0.86226 -1.58707  8.34865 -0.94601  2.78  5.31
18 63  0.89882 -1.58381  8.29338 -0.94249  2.64  5.00
18 64  0.70590 -1.62192  8.39868 -0.96762  2.24  4.05
