# Z1 Z2 a b c d rms_err(%) max_err(%)
11 19  1.02970  0.00301 -0.01578  0.31858  1.62  3.04
11 20  1.07447  0.00114 -0.08698  0.36432  1.72  2.82
11 21  1.04541  0.00254 -0.04469  0.34837  1.51  2.72
11 22  1.03911  0.00315 -0.03882  0.35140  1.44  2.63
11 23  1.03315  0.00358 -0.03946  0.35404  1.38  2.60
11 24  1.03029  0.00400 -0.03817  0.35648  1.36  2.56
11 25  1.03270  0.00444 -0.03692  0.36002  1.30  2.47
11 26  1.03117  0.00504 -0.03003  0.36097  1.29  2.39
11 27  1.02868  0.00584 -0.02016  0.35950  1.30  2.32
11 28  1.01301  0.00589 -0.02306  0.34569  1.32  2.41
11 29  1.01051  0.00453 -0.04417  0.34301  1.35  2.40
11 30  0.99840  0.01637  0.16423  0.31372  1.87  3.46
11 31  1.02599  0.00641  0.05173  0.34878  1.94  3.56
11 32  1.03778  0.00356 -0.02057  0.36161  1.95  3.36
11 33  1.04320  0.00262 -0.06182  0.36432  1.89  3.43
11 34  1.03655  0.00214 -0.08987  0.35661  1.72  3.28
11 35  1.03210  0.00125 -0.14876  0.34991  1.85  4.26
11 36  0.98319  0.00299  0.00692  0.30913  1.34  2.93
11 37  0.97281  0.00400  0.04615  0.29733  1.38  2.97
11 38  0.98035  0.00563  0.11334  0.30122  1.59  2.82
11 39  0.97920  0.00353  0.02359  0.30392  1.32  2.69
11 40  0.97980  0.00351  0.00407  0.30368  1.23  2.51
11 41  0.98074  0.00332 -0.01564  0.30479  1.18  2.42
11 42  0.97385  0.00371 -0.01304  0.29843  1.15  2.20
11 43  0.96546  0.00430 -0.00559  0.28893  1.15  2.11
11 44  0.95521  0.00488  0.00044  0.27743  1.22  2.22
11 45  0.95171  0.00514  0.00215  0.27160  1.30  2.26
11 46  0.94492  0.00420 -0.01773  0.26708  1.28  2.37
11 47  0.93668  0.00384 -0.01904  0.26000  1.34  2.47
11 48  0.90672  0.01576  0.16904  0.21597  1.70  2.72
11 49  0.91842  0.00942  0.10977  0.23440  1.71  2.71
11 50  0.92986  0.00605  0.06000  0.24835  1.78  2.94
11 51  0.93385  0.00452  0.02542  0.25209  1.90  3.29
11 52  0.93592  0.00353 -0.00392  0.25421  1.97  3.53
11 53  0.93627  0.00234 -0.04795  0.25590  1.89  3.44
11 54  0.93261  0.00578  0.09633  0.24136  2.43  5.00
11 55  0.96909  0.00536  0.11212  0.27559  1.97  4.34
11 56  0.99260  0.00232  0.01771  0.30263  1.90  4.33
11 57  0.95938  0.00442  0.05557  0.24995  2.17  4.78
11 58  0.98830  0.00449  0.09897  0.31193  1.71  3.89
11 59  0.99374  0.00430  0.09011  0.32208  1.64  3.70
11 60  0.99908  0.00395  0.07750  0.33202  1.61  3.58
11 61  0.99934  0.00404  0.07598  0.33675  1.57  3.49
11 62  0.99805  0.00424  0.07697  0.33982  1.54  3.40
11 63  0.99705  0.00442  0.07818  0.34278  1.51  3.30
11 64  0.99951  0.01178  0.17756  0.33174  1.45  3.32
11 65  0.99708  0.00457  0.07571  0.34957  1.47  3.15
11 66  0.99541  0.00485  0.07885  0.35063  1.42  3.01
11 67  0.99239  0.00512  0.08191  0.34990  1.36  2.84
11 68  0.98308  0.00575  0.09017  0.34198  1.33  2.80
11 69  0.96752  0.00647  0.09913  0.32777  1.26  2.69
11 70  0.96095  0.01607  0.22178  0.30795  1.55  3.49
11 71  0.98280  0.00643  0.09415  0.32799  1.16  2.43
11 72  0.96151  0.00547  0.06472  0.31888  1.21  2.57
11 73  0.96196  0.00446  0.03510  0.32028  1.21  2.58
11 74  0.95663  0.00405  0.01808  0.31540  1.16  2.49
11 75  0.94684  0.00414  0.01483  0.30511  1.08  2.25
11 76  0.93709  0.00429  0.01362  0.29419  1.05  1.99
11 77  0.93252  0.00417  0.00915  0.28793  1.08  1.98
11 78  0.93705  0.00283 -0.02702  0.29099  1.12  2.26
11 79  0.93605  0.00228 -0.04152  0.28808  1.12  2.27
11 80  0.91319  0.00832  0.12403  0.25575  1.26  2.35
11 81  0.91052  0.00620  0.09056  0.25766  1.27  2.37
11 82  0.92160  0.00452  0.05570  0.26383  1.20  2.21
11 83  0.92295  0.00347  0.02668  0.26633  1.25  2.17
11 84  0.92078  0.00282  0.00323  0.26461  1.32  2.17
11 85  0.92072  0.00190 -0.03742  0.26536  1.34  2.17
11 86  0.95681  0.00290  0.05174  0.27889  2.58  4.61
11 87  0.91094  0.00561  0.12615  0.24509  2.06  4.17
11 88  0.91786  0.00393  0.08677  0.25275  2.05  4.28
11 89  0.93073  0.00256  0.03245  0.26194  2.02  4.14
11 90  0.93084  0.00218  0.00960  0.26270  1.96  4.04
11 91  0.99407  0.00363  0.05500  0.31726  2.37  4.96
11 92  0.98052  0.00465  0.07490  0.31015  2.45  5.06
12 12  1.15255  0.00000 -0.76714  0.40644  2.35  5.35
12 13  1.09952  0.00036 -0.23711  0.37374  1.61  3.46
12 14  1.07236  0.00098 -0.18226  0.35190  1.59  3.34
12 15  1.08345  0.00160 -0.15905  0.35138  1.66  3.32
12 16  1.05138  0.00240 -0.13364  0.32615  1.74  3.12
12 17  1.01741  0.00194 -0.14696  0.30172  2.12  3.55
12 18  0.99068  0.00652  0.07403  0.27404  2.25  3.82
12 19  1.05298  0.00059 -0.09619  0.34061  2.07  3.12
12 20  1.13052  0.00145  0.05555  0.38356  3.37  6.09
12 21  1.01650  0.00206 -0.03325  0.32546  1.82  3.13
12 22  1.01673  0.00248 -0.03983  0.33248  1.78  3.05
12 23  1.01468  0.00300 -0.03898  0.33615  1.72  2.98
12 24  1.00848  0.00363 -0.03472  0.33568  1.67  2.89
12 25  1.01614  0.00434 -0.02728  0.34248  1.59  2.69
12 26  1.01303  0.00492 -0.02407  0.34323  1.49  2.59
12 27  1.01286  0.00511 -0.02719  0.34392  1.46  2.64
12 28  1.00463  0.00517 -0.02985  0.33622  1.48  2.68
12 29  1.01702  0.00445 -0.02566  0.34497  1.61  3.05
12 30  1.11317  0.00229 -0.00083  0.42135  2.81  4.84
12 31  1.08245  0.00181 -0.06174  0.39805  2.24  4.62
12 32  1.06519  0.00141 -0.11296  0.38395  2.00  4.45
12 33  1.04589  0.00155 -0.12039  0.36621  1.87  4.31
12 34  1.01738  0.00184 -0.11435  0.34082  1.72  4.03
12 35  0.99971  0.00114 -0.15160  0.32536  1.68  3.74
12 36  0.95497  0.00491  0.07582  0.28269  1.45  2.61
12 37  0.96545  0.00724  0.17126  0.28761  1.47  2.96
12 38  0.97738  0.02544  0.31119  0.26763  2.33  4.52
12 39  0.96880  0.00229 -0.00323  0.29822  1.27  2.46
12 40  0.96726  0.00235 -0.02634  0.29672  1.23  2.28
12 41  0.96304  0.00249 -0.03959  0.29298  1.22  2.30
12 42  0.95538  0.00276 -0.04274  0.28671  1.26  2.37
12 43  0.95311  0.00300 -0.04437  0.28298  1.29  2.35
12 44  0.95077  0.00306 -0.04932  0.27969  1.32  2.35
12 45  0.94495  0.00320 -0.04873  0.27316  1.37  2.40
12 46  0.93274  0.00322 -0.04884  0.26166  1.40  2.58
12 47  0.92827  0.00475  0.01903  0.25350  1.52  2.57
12 48  0.90510  0.02241  0.22946  0.20996  1.95  2.82
12 49  0.92135  0.00796  0.11088  0.24363  1.67  2.59
12 50  0.93385  0.00363  0.01562  0.26046  1.66  2.65
12 51  0.92647  0.00327 -0.00666  0.25191  1.74  2.84
12 52  0.91868  0.00311 -0.01934  0.24498  1.77  2.95
12 53  0.95112  0.00136 -0.09172  0.26722  2.54  5.09
12 54  0.92311  0.00381  0.07801  0.24320  2.34  4.84
12 55  0.95076  0.00525  0.14492  0.26564  1.90  4.14
12 56  0.96381  0.00117 -0.03854  0.28895  1.69  3.80
12 57  0.95219  0.00180 -0.02557  0.25621  2.20  4.81
12 58  0.99647  0.00168  0.08401  0.32711  1.77  4.10
12 59  0.99547  0.00226  0.10084  0.33082  1.67  3.81
12 60  0.99421  0.00302  0.11777  0.33269  1.63  3.70
12 61  0.99297  0.00377  0.13151  0.33424  1.59  3.63
12 62  0.99157  0.00466  0.14690  0.33542  1.57  3.57
12 63  0.99044  0.00601  0.16846  0.33585  1.57  3.57
12 64  1.00139  0.00977  0.18395  0.33673  1.53  3.56
12 65  0.98365  0.01024  0.21405  0.33048  1.53  3.46
12 66  0.97578  0.01348  0.23672  0.32248  1.48  3.32
12 67  0.96514  0.01855  0.26281  0.30877  1.46  3.27
12 68  0.94922  0.02620  0.28865  0.28681  1.46  3.22
12 69  0.93320  0.03203  0.30266  0.26646  1.46  3.09
12 70  1.13130  0.00002 -0.28216  0.45067  2.92  4.90
12 71  0.97241  0.00633  0.11174  0.32029  1.27  2.65
12 72  0.95661  0.00381  0.04091  0.31930  1.17  2.38
12 73  0.95366  0.00302  0.00204  0.31772  1.16  2.35
12 74  0.94883  0.00271 -0.02041  0.31307  1.17  2.36
12 75  0.94308  0.00259 -0.03279  0.30725  1.17  2.26
12 76  0.93928  0.00239 -0.04523  0.30323  1.21  2.29
12 77  0.93119  0.00227 -0.05343  0.29541  1.22  2.36
12 78  0.92581  0.00195 -0.06802  0.28843  1.29  2.46
12 79  0.91830  0.00294 -0.00278  0.27723  1.18  2.26
12 80  0.89533  0.01588  0.20925  0.23519  1.51  2.63
12 81  0.90995  0.00584  0.10051  0.26157  1.39  2.56
12 82  0.91675  0.00315  0.02857  0.26873  1.31  2.41
12 83  0.91278  0.00241 -0.00740  0.26585  1.35  2.48
12 84  0.90484  0.00237 -0.01439  0.25838  1.40  2.52
12 85  0.90808  0.00129 -0.06008  0.26336  1.44  2.59
12 86  0.94477  0.00134  0.00723  0.28133  2.52  4.68
12 87  0.94432  0.00317  0.12815  0.27438  2.81  4.80
12 88  0.93717  0.00078 -0.05966  0.27600  2.51  4.64
12 89  0.93920  0.00065 -0.09153  0.27639  2.39  4.48
12 90  0.92040  0.00074 -0.08826  0.26612  1.97  3.96
12 91  0.98337  0.00112 -0.04930  0.32180  2.16  4.79
12 92  0.97004  0.00167 -0.01461  0.31544  2.21  4.85
13 13  1.05638  0.00104 -0.18392  0.33677  1.74  3.19
13 14  1.03017  0.00195 -0.14216  0.31659  1.70  3.23
13 15  1.02441  0.00281 -0.12134  0.30763  1.74  3.31
13 16  0.98364  0.00278 -0.12899  0.27843  2.05  3.38
13 17  0.95032  0.00278 -0.12159  0.25466  2.23  3.58
13 18  0.94445  0.00517  0.03210  0.24880  1.96  3.26
13 19  0.97370  0.00197 -0.04465  0.28226  1.85  3.16
13 20  0.96671  0.00216 -0.04996  0.28217  1.86  3.23
13 21  0.95769  0.00243 -0.07818  0.28138  1.89  3.22
13 22  0.95900  0.00295 -0.07238  0.28721  1.83  3.14
13 23  0.95858  0.00352 -0.06588  0.29116  1.76  3.04
13 24  0.96138  0.00381 -0.06677  0.29802  1.64  2.89
13 25  0.97425  0.00383 -0.07307  0.31151  1.44  2.65
13 26  0.98351  0.00408 -0.07102  0.32130  1.33  2.43
13 27  0.98362  0.00452 -0.06356  0.32168  1.31  2.44
13 28  0.98176  0.00486 -0.05300  0.31941  1.33  2.57
13 29  1.00303  0.00425 -0.04256  0.33660  1.52  2.99
13 30  1.08179  0.00250 -0.05143  0.39417  2.42  4.68
13 31  1.04361  0.00187 -0.10051  0.36998  1.87  4.29
13 32  1.02680  0.00204 -0.10389  0.35410  1.79  4.18
13 33  0.99846  0.00236 -0.09690  0.33209  1.38  2.84
13 34  0.99075  0.00162 -0.13953  0.32165  1.71  3.77
13 35  0.96639  0.00138 -0.14622  0.30008  1.73  3.41
13 36  0.94727  0.00276  0.00121  0.28237  1.39  2.57
13 37  0.95264  0.00193 -0.01793  0.28753  1.32  2.46
13 38  0.94813  0.00201 -0.02204  0.28278  1.32  2.49
13 39  0.94504  0.00150 -0.09363  0.28183  1.35  2.54
13 40  0.94230  0.00186 -0.08844  0.27835  1.37  2.57
13 41  0.93728  0.00213 -0.08808  0.27407  1.43  2.64
13 42  0.93662  0.00217 -0.09484  0.27421  1.43  2.66
13 43  0.93694  0.00243 -0.08949  0.27312  1.38  2.61
13 44  0.93150  0.00275 -0.08119  0.26740  1.41  2.65
13 45  0.92272  0.00311 -0.07086  0.25855  1.47  2.73
13 46  0.92272  0.00316 -0.05868  0.25742  1.47  2.69
13 47  0.92412  0.00416 -0.00386  0.25521  1.57  2.60
13 48  0.92244  0.00602  0.06678  0.25035  1.70  2.66
13 49  0.92638  0.00332 -0.00635  0.25918  1.58  2.58
13 50  0.92603  0.00294 -0.02687  0.25741  1.63  2.70
13 51  0.92161  0.00285 -0.03680  0.25096  1.78  3.13
13 52  0.91712  0.00180 -0.08450  0.24975  1.68  2.97
13 53  0.93322  0.00105 -0.12930  0.25812  2.45  4.90
13 54  0.90876  0.00248  0.01459  0.23829  2.27  4.58
13 55  0.93465  0.00108 -0.06964  0.26699  1.64  3.29
13 56  0.93665  0.00072 -0.13516  0.27384  1.66  3.20
13 57  0.92297  0.00132 -0.09069  0.24054  2.10  4.48
13 58  0.96158  0.00126 -0.02057  0.30506  1.38  3.00
13 59  0.96787  0.00137 -0.01415  0.31436  1.36  3.00
13 60  0.97099  0.00161 -0.00047  0.32044  1.35  2.96
13 61  0.97241  0.00189  0.01435  0.32472  1.33  2.91
13 62  0.97338  0.00224  0.02998  0.32846  1.31  2.85
13 63  0.97383  0.00269  0.04660  0.33125  1.29  2.78
13 64  0.98998  0.00180 -0.04033  0.34436  1.22  2.63
13 65  0.96951  0.00397  0.08270  0.33101  1.22  2.58
13 66  0.96466  0.00501  0.10356  0.32718  1.20  2.50
13 67  0.95819  0.00626  0.12356  0.32098  1.20  2.47
13 68  0.94989  0.00773  0.14214  0.31216  1.21  2.48
13 69  0.94554  0.00715  0.13407  0.30934  1.22  2.49
13 70  1.01728  0.00131  0.00271  0.37080  2.06  4.39
13 71  0.97304  0.00191 -0.04773  0.33024  1.15  2.34
13 72  0.95055  0.00190 -0.06271  0.31786  1.15  2.29
13 73  0.94609  0.00181 -0.07888  0.31370  1.23  2.47
13 74  0.94537  0.00164 -0.09534  0.31271  1.27  2.65
13 75  0.94118  0.00173 -0.09435  0.30813  1.27  2.61
13 76  0.93337  0.00182 -0.09338  0.30018  1.27  2.56
13 77  0.92287  0.00191 -0.09030  0.28981  1.30  2.42
13 78  0.92237  0.00187 -0.08031  0.28708  1.23  2.31
13 79  0.91482  0.00263 -0.02210  0.27783  1.20  2.29
13 80  0.90879  0.00447  0.05909  0.26771  1.32  2.45
13 81  0.91260  0.00253 -0.00597  0.27396  1.34  2.47
13 82  0.90928  0.00218 -0.02633  0.26906  1.33  2.45
13 83  0.90917  0.00205 -0.03749  0.26640  1.38  2.44
13 84  0.91290  0.00111 -0.09834  0.26985  1.34  2.45
13 85  0.91155  0.00066 -0.13596  0.26935  1.41  2.64
13 86  0.91618  0.00094 -0.05200  0.26785  2.03  4.14
13 87  0.91541  0.00139  0.00977  0.26389  2.17  4.29
13 88  0.90924  0.00047 -0.14592  0.26230  2.10  4.08
13 89  0.91620  0.00044 -0.16307  0.26451  2.17  4.01
13 90  0.90691  0.00048 -0.16263  0.25932  2.01  3.69
13 91  0.96518  0.00061 -0.15071  0.31145  2.01  4.53
13 92  0.95819  0.00079 -0.12706  0.30973  2.05  4.66
14 14  1.01621  0.00299 -0.11936  0.30141  1.82  3.48
14 15  0.97677  0.00329 -0.12043  0.27074  2.13  3.53
14 16  0.94317  0.00362 -0.11463  0.24596  2.37  3.79
14 17  0.92563  0.00320 -0.10841  0.23637  2.40  3.81
14 18  0.96236  0.00496  0.00942  0.25477  3.13  5.54
14 19  0.98194  0.00273 -0.04637  0.27810  3.07  5.56
14 20  0.98038  0.00275 -0.06813  0.28094  3.19  5.81
14 21  0.92445  0.00336 -0.07775  0.25181  2.23  3.61
14 22  0.93699  0.00323 -0.09138  0.26757  2.00  3.39
14 23  0.94334  0.00356 -0.08772  0.27734  1.86  3.21
14 24  0.95284  0.00376 -0.08720  0.28948  1.68  2.99
14 25  0.96651  0.00403 -0.08475  0.30253  1.53  2.77
14 26  0.97399  0.00449 -0.07633  0.31031  1.43  2.61
14 27  0.97950  0.00503 -0.06351  0.31498  1.41  2.85
14 28  0.98781  0.00477 -0.06416  0.32299  1.39  2.98
14 29  1.00294  0.00421 -0.05679  0.33606  1.48  3.09
14 30  1.03922  0.00296 -0.06331  0.36478  1.89  4.30
14 31  1.02818  0.00261 -0.08657  0.35543  1.80  4.20
14 32  0.99750  0.00278 -0.08922  0.33341  1.33  2.69
14 33  0.99205  0.00202 -0.13005  0.32440  1.71  3.76
14 34  0.96709  0.00186 -0.13903  0.30240  1.79  3.47
14 35  0.95605  0.00148 -0.14114  0.29188  1.80  3.26
14 36  0.93664  0.00253 -0.02513  0.27454  1.46  2.67
14 37  0.93643  0.00207 -0.04211  0.27405  1.43  2.65
14 38  0.93241  0.00201 -0.05990  0.27003  1.48  2.71
14 39  0.92766  0.00162 -0.11365  0.26767  1.68  2.90
14 40  0.93247  0.00169 -0.12011  0.27122  1.56  2.79
14 41  0.93285  0.00191 -0.11505  0.27128  1.55  2.79
14 42  0.93201  0.00215 -0.10875  0.27089  1.51  2.77
14 43  0.92910  0.00251 -0.09896  0.26687  1.51  2.78
14 44  0.92346  0.00289 -0.08705  0.26098  1.52  2.80
14 45  0.91959  0.00307 -0.07933  0.25691  1.54  2.82
14 46  0.92152  0.00332 -0.05768  0.25722  1.51  2.72
14 47  0.92494  0.00373 -0.02364  0.25829  1.58  2.63
14 48  0.92333  0.00416  0.00960  0.25678  1.62  2.62
14 49  0.92246  0.00329 -0.02204  0.25704  1.67  2.76
14 50  0.92126  0.00277 -0.04738  0.25636  1.74  3.05
14 51  0.91370  0.00190 -0.08995  0.25143  1.65  2.87
14 52  0.90373  0.00151 -0.11295  0.24427  1.62  2.78
14 53  0.92071  0.00106 -0.13149  0.25276  2.50  4.68
14 54  0.89926  0.00174 -0.03827  0.23677  2.32  4.37
14 55  0.91769  0.00095 -0.10943  0.25817  1.74  3.07
14 56  0.91690  0.00086 -0.14270  0.26173  1.79  3.06
14 57  0.90639  0.00117 -0.12156  0.23323  2.24  4.33
14 58  0.93347  0.00161 -0.04172  0.28517  1.30  2.44
14 59  0.93995  0.00171 -0.03567  0.29426  1.27  2.36
14 60  0.94439  0.00186 -0.02693  0.30127  1.24  2.39
14 61  0.94696  0.00208 -0.01622  0.30645  1.22  2.38
14 62  0.94890  0.00231 -0.00574  0.31080  1.20  2.34
14 63  0.94990  0.00255  0.00400  0.31418  1.17  2.27
14 64  0.97641  0.00126 -0.11144  0.33508  1.47  2.90
14 65  0.95070  0.00303  0.02099  0.31879  1.12  2.11
14 66  0.95091  0.00329  0.02903  0.32001  1.11  2.11
14 67  0.94997  0.00362  0.03885  0.31963  1.13  2.16
14 68  0.94835  0.00387  0.04637  0.31828  1.15  2.23
14 69  0.94813  0.00354  0.04099  0.31855  1.16  2.27
14 70  0.96126  0.00227  0.01932  0.33239  1.32  2.78
14 71  0.96320  0.00152 -0.09715  0.32363  1.28  2.47
14 72  0.94766  0.00144 -0.11095  0.31734  1.19  2.36
14 73  0.94586  0.00146 -0.11479  0.31511  1.23  2.48
14 74  0.94369  0.00154 -0.11450  0.31233  1.25  2.53
14 75  0.93709  0.00165 -0.11185  0.30528  1.23  2.38
14 76  0.92856  0.00183 -0.10322  0.29632  1.20  2.25
14 77  0.92321  0.00183 -0.10179  0.29049  1.23  2.31
14 78  0.92156  0.00202 -0.07640  0.28654  1.16  2.25
14 79  0.91740  0.00246 -0.03596  0.28076  1.17  2.25
14 80  0.91809  0.00287 -0.00212  0.27837  1.32  2.48
14 81  0.91072  0.00241 -0.02311  0.27333  1.31  2.42
14 82  0.90976  0.00189 -0.05296  0.27138  1.32  2.37
14 83  0.90792  0.00117 -0.10449  0.27125  1.32  2.46
14 84  0.90451  0.00077 -0.14461  0.26868  1.37  2.59
14 85  0.90767  0.00057 -0.15510  0.26923  1.64  3.23
14 86  0.90530  0.00067 -0.10272  0.26482  1.87  3.58
14 87  0.88630  0.00144 -0.01490  0.24894  1.64  2.99
14 88  0.89259  0.00044 -0.16955  0.25450  1.99  3.57
14 89  0.90015  0.00040 -0.19187  0.25762  2.11  3.82
14 90  0.89553  0.00041 -0.19423  0.25555  1.99  3.59
14 91  0.94869  0.00063 -0.16812  0.30079  1.95  4.21
14 92  0.94291  0.00079 -0.14760  0.29974  1.96  4.38
15 15  0.99184  0.00370 -0.12123  0.26709  2.81  4.50
15 16  0.96288  0.00363 -0.11500  0.25007  2.93  4.64
15 17  0.94536  0.00338 -0.10629  0.24077  3.01  4.81
15 18  0.95201  0.00655  0.02628  0.23973  2.86  4.82
15 19  0.96681  0.00422 -0.02532  0.25890  3.04  5.38
15 20  0.98697  0.00246 -0.10168  0.27964  3.28  5.95
15 21  0.95412  0.00277 -0.10789  0.26745  2.49  4.26
15 22  0.96189  0.00309 -0.10546  0.27873  2.29  3.97
15 23  0.97216  0.00329 -0.10546  0.29190  2.11  3.73
15 24  0.98106  0.00357 -0.10265  0.30330  1.94  3.48
15 25  1.00105  0.00400 -0.09289  0.32011  1.74  3.17
15 26  1.01512  0.00439 -0.08378  0.33310  1.61  3.30
15 27  1.02225  0.00474 -0.07429  0.33995  1.55  3.34
15 28  1.03125  0.00443 -0.07631  0.34898  1.48  3.31
15 29  1.04208  0.00382 -0.07602  0.35908  1.50  3.30
15 30  1.05460  0.00324 -0.07023  0.36866  1.68  3.95
15 31  1.06440  0.00290 -0.09058  0.37214  2.05  4.41
15 32  1.01896  0.00220 -0.12647  0.34091  1.66  3.75
15 33  0.98816  0.00211 -0.13494  0.31591  1.75  3.43
15 34  0.97332  0.00180 -0.14048  0.30318  1.79  3.16
15 35  0.96214  0.00156 -0.13775  0.29050  1.85  3.21
15 36  0.93784  0.00337 -0.00981  0.26592  1.71  2.95
15 37  0.93805  0.00255 -0.04320  0.26586  1.66  2.94
15 38  0.94372  0.00140 -0.11499  0.27310  1.62  2.95
15 39  0.94166  0.00132 -0.14153  0.27315  1.70  3.01
15 40  0.94372  0.00156 -0.13443  0.27428  1.66  2.95
15 41  0.94340  0.00173 -0.13140  0.27444  1.63  2.91
15 42  0.93800  0.00211 -0.11670  0.27029  1.64  2.93
15 43  0.93835  0.00253 -0.10105  0.26878  1.54  2.80
15 44  0.93517  0.00292 -0.08652  0.26486  1.53  2.77
15 45  0.93426  0.00308 -0.07803  0.26340  1.51  2.73
15 46  0.93718  0.00329 -0.05777  0.26462  1.50  2.63
15 47  0.94036  0.00338 -0.03739  0.26647  1.54  2.54
15 48  0.93544  0.00382 -0.00975  0.26118  1.55  2.59
15 49  0.93698  0.00302 -0.04019  0.26341  1.65  2.81
15 50  0.93081  0.00199 -0.08967  0.26114  1.58  2.71
15 51  0.91662  0.00165 -0.11195  0.25039  1.58  2.76
15 52  0.95479  0.00118 -0.13870  0.26957  2.94  5.20
15 53  0.96001  0.00101 -0.14065  0.27014  3.29  6.00
15 54  0.90384  0.00154 -0.06481  0.23688  2.28  4.14
15 55  0.91918  0.00108 -0.11564  0.25442  1.81  3.08
15 56  0.92847  0.00076 -0.16534  0.26505  1.90  3.22
15 57  0.91488  0.00108 -0.13273  0.23440  2.12  4.02
15 58  0.94481  0.00110 -0.09973  0.28929  1.41  2.56
15 59  0.95202  0.00119 -0.09194  0.29856  1.36  2.58
15 60  0.95766  0.00130 -0.08297  0.30620  1.33  2.66
15 61  0.96194  0.00143 -0.07287  0.31253  1.30  2.68
15 62  0.96414  0.00158 -0.06217  0.31709  1.26  2.60
15 63  0.96578  0.00175 -0.05127  0.32086  1.21  2.48
15 64  0.98806  0.00140 -0.11228  0.33591  1.33  2.55
15 65  0.96737  0.00223 -0.02580  0.32545  1.12  2.25
15 66  0.96777  0.00253 -0.01232  0.32645  1.09  2.18
15 67  0.96815  0.00280 -0.00125  0.32697  1.09  2.17
15 68  0.96755  0.00303  0.00861  0.32604  1.10  2.14
15 69  0.96597  0.00300  0.01170  0.32425  1.12  2.16
15 70  0.97412  0.00233  0.00100  0.33285  1.17  2.10
15 71  0.98993  0.00121 -0.12615  0.33408  1.20  2.52
15 72  0.96472  0.00134 -0.12499  0.32289  1.19  2.46
15 73  0.96430  0.00135 -0.13005  0.32188  1.21  2.48
15 74  0.95765  0.00150 -0.12376  0.31516  1.19  2.36
15 75  0.95022  0.00170 -0.11350  0.30755  1.16  2.18
15 76  0.94280  0.00194 -0.09990  0.29964  1.13  2.14
15 77  0.93954  0.00197 -0.09379  0.29565  1.12  2.14
15 78  0.94021  0.00198 -0.07705  0.29428  1.09  2.09
15 79  0.93795  0.00212 -0.05333  0.29067  1.08  2.08
15 80  0.93763  0.00265 -0.01888  0.28554  1.24  2.35
15 81  0.93764  0.00212 -0.04507  0.28535  1.24  2.27
15 82  0.93622  0.00110 -0.11594  0.28515  1.26  2.39
15 83  0.92959  0.00082 -0.14707  0.28054  1.33  2.52
15 84  0.92579  0.00066 -0.15880  0.27732  1.42  2.65
15 85  0.92500  0.00052 -0.17025  0.27518  1.69  3.13
15 86  0.91392  0.00060 -0.12768  0.26635  1.73  3.04
15 87  0.90014  0.00147 -0.02611  0.25245  1.52  2.73
15 88  0.90269  0.00036 -0.19675  0.25774  1.82  3.13
15 89  0.91561  0.00033 -0.21410  0.26300  1.98  3.46
15 90  0.91038  0.00034 -0.21521  0.25968  1.99  3.41
15 91  0.96208  0.00068 -0.16730  0.30275  1.76  3.71
15 92  0.95151  0.00089 -0.14248  0.29895  1.70  3.79
16 16  0.95324  0.00369 -0.10868  0.24212  3.13  4.93
16 17  0.93619  0.00368 -0.09598  0.23303  3.09  4.94
16 18  0.92561  0.01114  0.07422  0.21108  2.55  5.14
16 19  0.98312  0.00208 -0.09981  0.27583  3.02  5.45
16 20  0.96227  0.00189 -0.12837  0.26845  2.56  4.49
16 21  0.95572  0.00237 -0.12602  0.26850  2.52  4.37
16 22  0.96452  0.00286 -0.11390  0.28085  2.30  4.06
16 23  0.97595  0.00323 -0.10640  0.29513  2.05  3.70
16 24  0.99026  0.00351 -0.10027  0.31081  1.84  3.36
16 25  1.01557  0.00381 -0.09452  0.33228  1.68  3.37
16 26  1.02965  0.00413 -0.08657  0.34598  1.59  3.51
16 27  1.03760  0.00442 -0.07886  0.35370  1.54  3.48
16 28  1.04567  0.00417 -0.08129  0.36169  1.50  3.42
16 29  1.04693  0.00382 -0.07871  0.36291  1.50  3.31
16 30  1.05431  0.00347 -0.07305  0.36707  1.62  3.84
16 31  1.03240  0.00228 -0.11877  0.35369  1.55  3.61
16 32  1.00232  0.00213 -0.13266  0.32847  1.66  3.42
16 33  0.98360  0.00192 -0.13675  0.31281  1.72  3.14
16 34  1.04175  0.00154 -0.15602  0.34013  3.07  5.53
16 35  0.95110  0.00168 -0.12849  0.28324  1.81  3.16
16 36  0.92640  0.00432  0.00665  0.25440  1.92  3.20
16 37  0.95025  0.00124 -0.11301  0.28052  1.49  2.80
16 38  0.94553  0.00093 -0.15622  0.27674  1.59  2.93
16 39  0.94010  0.00107 -0.16264  0.27296  1.81  3.14
16 40  0.94168  0.00141 -0.14457  0.27304  1.82  3.16
16 41  0.93989  0.00170 -0.13087  0.27105  1.76  3.11
16 42  0.93869  0.00206 -0.11399  0.27016  1.65  2.99
16 43  0.94064  0.00254 -0.09467  0.27054  1.54  2.82
16 44  0.93758  0.00292 -0.07980  0.26697  1.54  2.78
16 45  0.93740  0.00310 -0.07044  0.26627  1.53  2.72
16 46  0.93901  0.00329 -0.05254  0.26682  1.55  2.64
16 47  0.93906  0.00322 -0.04256  0.26650  1.60  2.66
16 48  0.93217  0.00359 -0.02151  0.26011  1.62  2.65
16 49  0.93554  0.00210 -0.07962  0.26635  1.58  2.69
