 1.000000000000000e+01 -7.657627419064283e-04 -8.570293915099114e-03 -9.647212390661004e-05 -1.079700553770919e-03
 7.906043210907701e+00 -1.334970651527101e-03 -1.408194116707762e-02 -1.329653587805069e-04 -1.402585410746353e-03
 6.250551925273976e+00 -2.224010339062943e-03 -2.278347984211848e-02 -1.751308990610920e-04 -1.794097463670806e-03
 4.941713361323838e+00 -2.834619545950545e-03 -3.328351038304334e-02 -1.764736776947261e-04 -2.072117047339634e-03
 3.906939937054621e+00 -2.514608729228485e-03 -4.857944757655730e-02 -1.237698206140145e-04 -2.391095458386954e-03
 3.088843596477485e+00 -2.982241186458623e-03 -7.792981942098720e-02 -1.160503060456086e-04 -3.032544595973460e-03
 2.442053094548650e+00 -5.576712111491133e-03 -1.024937393909653e-01 -1.715698356901049e-04 -3.153261935529681e-03
 1.930697728883250e+00  6.202639320150638e-03 -1.266915879374295e-01  1.508684476123091e-04 -3.081553224538315e-03
 1.526417967175233e+00  1.353237663912807e-01 -4.995251274804957e-02  2.602286772029346e-03 -9.605907862334839e-04
 1.206792640639329e+00  4.651457841340800e-01  2.595841621622554e-01  7.071789909993926e-03  3.946557662971552e-03
 9.540954763499944e-01  1.211191069037710e+00  9.931587538561786e-01  1.455834826995341e-02  1.193763015234140e-02
 7.543120063354622e-01  2.911462460642412e+00  2.706068113453640e+00  2.766749392249205e-02  2.571564088321031e-02
 5.963623316594643e-01  6.879293437275606e+00  6.684181249967551e+00  5.168465799060455e-02  5.021876519757822e-02
 4.714866363457395e-01  1.480973563101671e+01  1.458210107423714e+01  8.796791564648249e-02  8.661579579857172e-02
 3.727593720314942e-01  2.719151929954970e+01  2.705010226136768e+01  1.276937536175032e-01  1.270296468336196e-01
 2.947051702551809e-01  4.719784085821030e+01  4.709045627562786e+01  1.752336449713894e-01  1.748349531779198e-01
 2.329951810515372e-01  8.039849495940635e+01  8.029934302818619e+01  2.359948173980093e-01  2.357037753590410e-01
 1.842069969326716e-01  1.321576527610881e+02  1.320496538248900e+02  3.066945418210912e-01  3.064439117322356e-01
 1.456348477501244e-01  2.070131958365679e+02  2.068895037506203e+02  3.798139783269821e-01  3.795870363532520e-01
 1.151395399326448e-01  3.100349270580972e+02  3.099027984110845e+02  4.497205363077896e-01  4.495288773661342e-01
 9.102981779915217e-02  4.500809693393475e+02  4.499510811797867e+02  5.161571308358361e-01  5.160081738606793e-01
 7.196856730011521e-02  6.398646014311399e+02  6.397414484537627e+02  5.801476667396921e-01  5.800360073162489e-01
 5.689866029018299e-02  8.937520920471678e+02  8.936377501703216e+02  6.406586882381834e-01  6.405767257818348e-01
 4.498432668969444e-02  1.227579355298825e+03  1.227475784210576e+03  6.956942415097709e-01  6.956355456630454e-01
 3.556480306223128e-02  1.660645431367568e+03  1.660556153204582e+03  7.440548144555975e-01  7.440148132333373e-01
 2.811768697974231e-02  2.218322108658911e+03  2.218248960818709e+03  7.857996071936254e-01  7.857736959231777e-01
 2.222996482526196e-02  2.934050639905691e+03  2.933995921729619e+03  8.217013277051503e-01  8.216860034986364e-01
 1.757510624854793e-02  3.850566505472314e+03  3.850531606065291e+03  8.525702928277546e-01  8.525625656017418e-01
 1.389495494373137e-02  5.021369092589168e+03  5.021354646406440e+03  8.789959942539265e-01  8.789934654342927e-01
 1.098541141987558e-02  6.513404811133105e+03  6.513411168806239e+03  9.014299950684679e-01  9.014308749458021e-01
 8.685113737513529e-03  8.410639425876527e+03  8.410676377904942e+03  9.202633637221677e-01  9.202674068865745e-01
 6.866488450042998e-03  1.081876210468564e+04  1.081882104017826e+04  9.358793677255486e-01  9.358844659531490e-01
 5.428675439323859e-03  1.387134986256392e+04  1.387143130671875e+04  9.486810184468725e-01  9.486865885265343e-01
 4.291934260128779e-03  1.773750499336431e+04  1.773760622633071e+04  9.590763900291298e-01  9.590818637498137e-01
 3.393221771895330e-03  2.263135054385134e+04  2.263147207990643e+04  9.674539997578875e-01  9.674591952296460e-01
 2.682695795279727e-03  2.882398959601035e+04  2.882411629557832e+04  9.741663611196031e-01  9.741706431936260e-01
 2.120950887920190e-03  3.665859726737879e+04  3.665872729178132e+04  9.795217029972716e-01  9.795251772634382e-01
 1.676832936811008e-03  4.656947052387605e+04  4.656960270982879e+04  9.837816193750156e-01  9.837844118076798e-01
 1.325711365590109e-03  5.910610924224220e+04  5.910624286554930e+04  9.871632058382682e-01  9.871654375536341e-01
 1.048113134154685e-03  7.496368033140777e+04  7.496381494290817e+04  9.898438093271033e-01  9.898455867793274e-01
 8.286427728546842e-04  9.502156115988649e+04  9.502169646351026e+04  9.919667526072270e-01  9.919681650939790e-01
 6.551285568595509e-04  1.203921008416934e+05  1.203922366161049e+05  9.936470134404169e-01  9.936481340441572e-01
 5.179474679231213e-04  1.524823035068887e+05  1.524824395805289e+05  9.949763692855822e-01  9.949772571922663e-01
 4.094915062380428e-04  1.930718545570462e+05  1.930719908097669e+05  9.960278321797634e-01  9.960285350864730e-01
 3.237457542817643e-04  2.444118172378108e+05  2.444119535949863e+05  9.968593569309255e-01  9.968599130780375e-01
 2.559547922699536e-04  3.093494728731337e+05  3.093496092913221e+05  9.975168800939764e-01  9.975173199830263e-01
 2.023589647725158e-04  3.914862279502706e+05  3.914863644045676e+05  9.980367783032433e-01  9.980371261734805e-01
 1.599858719606057e-04  4.953773452418355e+05  4.953774817177904e+05  9.984478405669217e-01  9.984481156382865e-01
 1.264855216855296e-04  6.267845757782236e+05  6.267847122673403e+05  9.987728422635747e-01  9.987730597571575e-01
 1.000000000000000e-04  7.929957023867368e+05  7.929958388839267e+05  9.990297969786915e-01  9.990299689402288e-01
