 1.000000000000000e+01 -3.821541173729770e-02  5.167751498575512e-03 -6.943909800094399e-03  9.390033665498455e-04
 7.906043210907701e+00 -3.931960688058211e-02  3.894375213022272e-03 -5.648509694696540e-03  5.594515787594401e-04
 6.250551925273976e+00 -3.995362387300361e-02  2.452632693874079e-03 -4.537744842872776e-03  2.785584955563528e-04
 4.941713361323838e+00 -4.087898974168525e-02  4.969439874145110e-04 -3.670652172467352e-03  4.462215281063020e-05
 3.906939937054621e+00 -4.307019459267281e-02 -3.388298082242613e-03 -3.057588922925003e-03 -2.405380979076309e-04
 3.088843596477485e+00 -4.801090448520995e-02 -1.401676541551922e-02 -2.694643608620138e-03 -7.867001829155706e-04
 2.442053094548650e+00 -6.791036624534286e-02 -6.055706519582316e-02 -3.013399434412122e-03 -2.687110026052404e-03
 1.930697728883250e+00 -1.674454042372133e-01 -2.274608568121579e-01 -5.874258387895681e-03 -7.979698529998866e-03
 1.526417967175233e+00 -2.157840758171972e-01 -3.634081414427186e-01 -5.984920544150681e-03 -1.007937607719803e-02
 1.206792640639329e+00  3.789131382964683e-02 -1.108470924717011e-01  8.308791192570752e-04 -2.430650332663670e-03
 9.540954763499944e-01  1.023264157627494e+00  8.799380218206494e-01  1.773965325060138e-02  1.525490292292733e-02
 7.543120063354622e-01  2.922369628786413e+00  2.762906116842899e+00  4.005453496147787e-02  3.786889877387693e-02
 5.963623316594643e-01  5.997047738354837e+00  5.817676867422406e+00  6.498501713378778e-02  6.304132423197938e-02
 4.714866363457395e-01  1.213430428681099e+01  1.193381771161297e+01  1.039560565862253e-01  1.022384637796301e-01
 3.727593720314942e-01  2.339756531148177e+01  2.315518623135576e+01  1.584764621486408e-01  1.568347794091823e-01
 2.947051702551809e-01  4.183974029591147e+01  4.153270605852278e+01  2.240486146899305e-01  2.224044697917357e-01
 2.329951810515372e-01  6.882566430219433e+01  6.848352407665941e+01  2.913821063255090e-01  2.899336126482476e-01
 1.842069969326716e-01  1.063123650432597e+02  1.059444182229854e+02  3.558405442614102e-01  3.546089810586500e-01
 1.456348477501244e-01  1.591455938346570e+02  1.587891169270848e+02  4.211389916330753e-01  4.201956646971665e-01
 1.151395399326448e-01  2.338285929187550e+02  2.334662552989760e+02  4.892013352955335e-01  4.884432755338461e-01
 9.102981779915217e-02  3.365201139962704e+02  3.361687817706219e+02  5.566218219872966e-01  5.560407001600125e-01
 7.196856730011521e-02  4.735748870136316e+02  4.732288894361503e+02  6.192942521166841e-01  6.188417908125561e-01
 5.689866029018299e-02  6.531643603023133e+02  6.528268277794973e+02  6.752895795219580e-01  6.749406134588037e-01
 4.498432668969444e-02  8.866925815262421e+02  8.863671059418622e+02  7.247693636024241e-01  7.245033246876142e-01
 3.556480306223128e-02  1.189284097436997e+03  1.188977502098358e+03  7.685489748839652e-01  7.683508443164053e-01
 2.811768697974231e-02  1.579929938407862e+03  1.579633013579314e+03  8.072033363477209e-01  8.070516342333288e-01
