 1.000000000000000e+01 -1.466254898398489e-01 -1.622569286434654e-01 -2.199063640297711e-02 -2.433501245628934e-02
 7.906043210907701e+00 -1.469414538101006e-01 -1.639093871196664e-01 -1.742335710601510e-02 -1.943530372650847e-02
 6.250551925273976e+00 -1.474473558570395e-01 -1.673468222005212e-01 -1.382240704779325e-02 -1.568787640283652e-02
 4.941713361323838e+00 -1.481961318658165e-01 -1.722737420677376e-01 -1.098355024308130e-02 -1.276806133697125e-02
 3.906939937054621e+00 -1.534917240369538e-01 -1.722739839869618e-01 -8.993940720124107e-03 -1.009449864036522e-02
 3.088843596477485e+00 -1.861334519483222e-01 -2.114513896217076e-01 -8.622807125413049e-03 -9.795684386784869e-03
 2.442053094548650e+00 -2.304947093172274e-01 -2.678759097879819e-01 -8.441981287621608e-03 -9.811086009451143e-03
 1.930697728883250e+00 -2.129789900811971e-01 -2.900750324841610e-01 -6.167077000669151e-03 -8.399490769579720e-03
 1.526417967175233e+00 -9.054055154423679e-02 -2.433812894670027e-01 -2.072740470071262e-03 -5.571716095521134e-03
 1.206792640639329e+00  1.379583849663817e-01 -7.426741024035977e-02  2.496945576455199e-03 -1.344185650764462e-03
 9.540954763499944e-01  8.794429815850293e-01  6.974632311866245e-01  1.258426473621190e-02  9.980251282700848e-03
 7.543120063354622e-01  2.928050032686869e+00  2.738754796588218e+00  3.312514863939736e-02  3.098364396478506e-02
 5.963623316594643e-01  7.401702273073042e+00  7.190381445014886e+00  6.620185184301129e-02  6.431176904390404e-02
 4.714866363457395e-01  1.464480155939121e+01  1.441447450242450e+01  1.035574149726334e-01  1.019287090785320e-01
 3.727593720314942e-01  2.624635563306263e+01  2.598370044247887e+01  1.467323599372418e-01  1.452639649911803e-01
 2.947051702551809e-01  4.610990349271104e+01  4.584220128623637e+01  2.038028675168677e-01  2.026196406352770e-01
 2.329951810515372e-01  7.779302386262155e+01  7.750093477911835e+01  2.718415975585676e-01  2.708209152512550e-01
 1.842069969326716e-01  1.239799970535195e+02  1.236495533644843e+02  3.425201030819531e-01  3.416071847957700e-01
 1.456348477501244e-01  1.877511858195386e+02  1.873599757930316e+02  4.100872970322593e-01  4.092328136816382e-01
 1.151395399326448e-01  2.755713309438272e+02  2.751596235620565e+02  4.758683769963570e-01  4.751574230560845e-01
 9.102981779915217e-02  3.965923095833593e+02  3.961692674528806e+02  5.414474139920807e-01  5.408698559758951e-01
 7.196856730011521e-02  5.603424673298969e+02  5.599149393495509e+02  6.048180131158016e-01  6.043565513514338e-01
 5.689866029018299e-02  7.770214575520424e+02  7.765955926364179e+02  6.630761005548732e-01  6.627126860765845e-01
 4.498432668969444e-02  1.059340962027701e+03  1.059028306002280e+03  7.147025178113859e-01  7.144915790706150e-01
 3.556480306223128e-02  1.424233373015236e+03  1.423930213492967e+03  7.596785922048701e-01  7.595168885097771e-01
 2.811768697974231e-02  1.894425613480559e+03  1.894131599594955e+03  7.988872144572435e-01  7.987632275704476e-01
 2.222996482526196e-02  2.498614209547921e+03  2.498327234057866e+03  8.330408583745810e-01  8.329451804153128e-01
 1.757510624854793e-02  3.272500125824646e+03  3.272220112272682e+03  8.625930467102212e-01  8.625192383882587e-01
 1.389495494373137e-02  4.260529381892564e+03  4.260256987643148e+03  8.878692792815340e-01  8.878125139211220e-01
 1.098541141987558e-02  5.518317077082240e+03  5.518050972743395e+03  9.091829849036831e-01  9.091391422730934e-01
 8.685113737513529e-03  7.115925967778001e+03  7.115665622575737e+03  9.269050605794429e-01  9.268711485788728e-01
 6.866488450042998e-03  9.141977826530981e+03  9.141724694062783e+03  9.414628324195792e-01  9.414367642300682e-01
 5.428675439323859e-03  1.170867981503856e+04  1.170843596425339e+04  9.533011774400902e-01  9.532813235159673e-01
 4.291934260128779e-03  1.495813850253263e+04  1.495790553644091e+04  9.628506619657612e-01  9.628356660118470e-01
 3.393221771895330e-03  1.907032147583185e+04  1.907009830813402e+04  9.705067962036159e-01  9.704954389872356e-01
 2.682695795279727e-03  2.427307972194088e+04  2.427286328586907e+04  9.766177937406315e-01  9.766090855206050e-01
 2.120950887920190e-03  3.085479303402874e+04  3.085458054122357e+04  9.814802656328472e-01  9.814735063104096e-01
 1.676832936811008e-03  3.918035896495013e+04  3.918014874452962e+04  9.853409417061673e-01  9.853356549044998e-01
 1.325711365590109e-03  4.971142222584385e+04  4.971121341974399e+04  9.884017139517589e-01  9.883975623041545e-01
 1.048113134154685e-03  6.303196966508547e+04  6.303176178952198e+04  9.908259301108979e-01  9.908226624278532e-01
 8.286427728546842e-04  7.988071118410838e+04  7.988050388631746e+04  9.927447330552186e-01  9.927421567913488e-01
 6.551285568595509e-04  1.011920426287310e+05  1.011918356542265e+05  9.942628556331846e-01  9.942608220042891e-01
 5.179474679231213e-04  1.281478626290670e+05  1.281476558267831e+05  9.954636433364744e-01  9.954620368785071e-01
 4.094915062380428e-04  1.622431169884857e+05  1.622429102789501e+05  9.964132664671587e-01  9.964119969641594e-01
 3.237457542817643e-04  2.053687054501294e+05  2.053684987922607e+05  9.971641791301828e-01  9.971631757064938e-01
 2.559547922699536e-04  2.599163486121476e+05  2.599161419841564e+05  9.977579215513835e-01  9.977571283549721e-01
 2.023589647725158e-04  3.289112306610000e+05  3.289110240505609e+05  9.982273703452145e-01  9.982267432939738e-01
 1.599858719606057e-04  4.161797740567866e+05  4.161795674570088e+05  9.985985351462370e-01  9.985980394223974e-01
 1.264855216855296e-04  5.265618507538351e+05  5.265616441605046e+05  9.988919878283475e-01  9.988915959191687e-01
 1.000000000000000e-04  6.661791990099073e+05  6.661789924205367e+05  9.991239968340072e-01  9.991236869948559e-01
