# nexp = 3
# Z1 Z2     a1        b1       a2       b2       a3       b3  rmax[A]    error
14 59  0.19097  34.51909  0.60605  7.86498  0.20248  2.95697  2.40000  0.01643
14 60  0.19450  34.13755  0.60420  7.84086  0.20072  3.00144  2.39500  0.01622
14 61  0.20109  33.34098  0.60485  7.74858  0.19355  3.00507  2.39700  0.01519
14 62  0.19936  33.66390  0.60541  7.80169  0.19468  3.05255  2.39800  0.01486
14 63  0.19507  34.38507  0.60694  7.89200  0.19738  3.10330  2.39800  0.01436
14 64  0.25333  26.53721  0.64559  6.77945  0.10768  2.18090  1.93500  0.01010
14 65  0.18674  35.89523  0.60981  8.06927  0.20275  3.19200  2.39600  0.01303
14 66  0.18661  36.00264  0.60837  8.10696  0.20429  3.22670  2.39400  0.01189
14 67  0.19069  35.37103  0.60360  8.09838  0.20495  3.25433  2.39200  0.01024
14 68  0.19926  34.09243  0.59795  8.02065  0.20202  3.25592  2.38900  0.00916
14 69  0.21021  32.69612  0.59546  7.88028  0.19349  3.21234  2.38700  0.00924
14 70  0.23335  28.88751  0.59593  7.58640  0.16965  3.07282  2.54100  0.00930
14 71  0.22105  30.70295  0.63331  7.44560  0.14895  2.69930  1.82600  0.00813
14 72  0.21750  32.77229  0.61252  7.67470  0.17123  2.96504  1.71200  0.00848
14 73  0.21889  32.71374  0.60651  7.70954  0.17568  3.00944  1.66600  0.00758
14 74  0.22618  32.00600  0.60426  7.62128  0.17108  2.96992  1.62700  0.00630
14 75  0.21902  33.02284  0.60364  7.77025  0.17935  2.98887  1.59300  0.00631
14 76  0.20303  35.29547  0.60637  8.06471  0.19351  3.01733  1.57900  0.00757
14 77  0.20653  35.05290  0.61402  7.97505  0.18365  2.88721  1.58900  0.00717
14 78  0.17921  39.18736  0.59715  8.63496  0.22525  3.20556  1.71100  0.00785
14 79  0.15900  43.01323  0.58490  9.20209  0.25612  3.40106  1.89800  0.00833
14 80  0.18922  36.17049  0.57955  8.66131  0.23123  3.27249  2.11200  0.00918
14 81  0.16046  41.47630  0.56967  9.44825  0.26898  3.46203  2.00400  0.00681
14 82  0.14555  44.89852  0.56324  9.91381  0.28956  3.55851  1.91300  0.00648
14 83  0.20423  34.75514  0.56245  8.64682  0.23198  3.25664  1.84500  0.00931
14 84  0.24373  30.44822  0.56430  7.90822  0.19057  3.00900  1.83200  0.01008
14 85  0.31821  24.33969  0.55424  6.81726  0.12824  2.49685  1.97600  0.01222
14 86  0.31583  24.57527  0.56439  6.80300  0.12103  2.37682  2.51800  0.01151
14 87  0.21029  34.61479  0.60496  8.26382  0.18440  2.83148  2.73200  0.01089
14 88  0.33983  23.19108  0.56524  6.50694  0.10020  1.97390  2.07900  0.01198
14 89  0.37404  20.88238  0.54740  6.18755  0.08745  1.70343  1.96200  0.01232
14 90  0.29762  25.37521  0.58346  7.04381  0.12171  2.26038  1.90700  0.01015
14 91  0.39566  20.62307  0.55722  5.74744  0.06104  1.32515  1.80100  0.01162
14 92  0.40367  20.73649  0.55387  5.66306  0.05823  1.23734  1.78600  0.01218
15 15  0.26958  16.48236  0.64784  5.20294  9.99990  0.07222  1.41600  0.01237
15 16  0.19485  20.04971  0.69310  5.96813  9.99990  0.09398  1.44200  0.01246
15 17  0.18054  20.59449  0.68156  6.36901  0.41478  0.69263  1.53200  0.01333
15 18  0.50874  13.21568  0.49227  3.29526  0.00000  1.00000  2.37830  0.04628
15 19  0.56615  11.72964  0.43435  3.16809  0.00000  1.00000  2.04500  0.03718
15 20  0.64777  10.24781  0.35593  2.86039  0.00000  1.00000  1.78000  0.02190
15 21  0.05326  43.73764  0.62159  9.30778  0.32997  2.81085  1.60400  0.01614
15 22  0.04324  51.91437  0.58186 10.02970  0.37482  3.16656  1.53800  0.01583
15 23  0.04934  48.80865  0.56144 10.14050  0.38868  3.30878  1.48800  0.01389
15 24  0.04899  49.67554  0.52632 10.61706  0.42210  3.55305  1.44900  0.01223
15 25  0.03640  60.05827  0.48259 11.70409  0.47771  3.83715  1.44000  0.01097
15 26  0.02609  77.06759  0.44779 12.85791  0.52250  4.05611  1.43900  0.01150
15 27  0.02380  85.47404  0.42968 13.45376  0.54326  4.16381  1.44700  0.01053
15 28  0.02414  87.89823  0.41055 13.95125  0.56076  4.28329  1.47100  0.00976
15 29  0.03411  69.64812  0.40658 13.59703  0.55443  4.28532  1.56600  0.01069
15 30  0.34301  18.40315  0.63446  4.85683  9.99990  0.03599  1.73800  0.01252
15 31  0.47121  13.86763  0.52416  4.17335  0.00000  1.00000  1.64700  0.01654
15 32  0.33686  18.95413  0.63294  5.00254  9.99990  0.04119  1.55200  0.01046
15 33  0.32472  19.54537  0.63608  5.18025  9.99990  0.04848  1.50300  0.01007
15 34  0.30132  20.87582  0.65034  5.40984  9.99990  0.05594  1.55700  0.00928
15 35  0.28633  21.78926  0.64851  5.62757  0.17357  0.69304  1.67400  0.00944
15 36  0.07887  55.98775  0.61613  9.44229  0.30633  3.03926  2.33444  0.02285
15 37  0.10617  44.67200  0.61735  8.81734  0.27826  2.91090  2.12600  0.01866
15 38  0.15887  33.44734  0.62945  7.70049  0.21495  2.57866  1.90900  0.01097
15 39  0.17634  31.28623  0.63644  7.38018  0.19182  2.43500  1.72100  0.00951
15 40  0.15773  34.06017  0.62565  7.78975  0.21936  2.66657  1.64600  0.00901
15 41  0.16580  33.05109  0.62207  7.70965  0.21579  2.64937  1.59000  0.00786
15 42  0.15559  34.62400  0.61349  8.02982  0.23603  2.73638  1.55300  0.00701
15 43  0.13539  38.59279  0.59933  8.57558  0.27050  2.92435  1.53500  0.00751
15 44  0.11134  44.68646  0.58455  9.30415  0.30857  3.12249  1.53700  0.00859
15 45  0.10271  47.60877  0.57302  9.68757  0.32784  3.23477  1.55600  0.00854
15 46  0.08358  55.78211  0.55612 10.46026  0.36169  3.42992  1.65800  0.00895
15 47  0.07498  60.71990  0.54352 10.94961  0.38102  3.55192  1.79500  0.00841
15 48  0.09968  48.23703  0.53907 10.33645  0.36087  3.47152  1.93700  0.00974
15 49  0.05928  73.52832  0.53295 11.83322  0.40563  3.67465  1.83300  0.00774
15 50  0.50162  15.15339  0.47865  4.27098  6.75458  0.03806  1.73300  0.01514
15 51  0.07630  59.93885  0.54090 11.28639  0.37756  3.60144  1.68600  0.00893
15 52  0.48471  15.76671  0.48597  4.48323  9.99990  0.03868  1.74500  0.01334
15 53  0.48459  15.83646  0.48154  4.53981  0.32770  0.26166  1.85300  0.01287
15 54  0.36518  19.33602  0.48887  6.12306  0.15035  2.24786  2.26200  0.01331
15 55  0.22315  29.53336  0.64101  6.99735  0.14481  2.05702  2.06200  0.00983
15 56  0.27106  25.42680  0.63354  6.36547  0.11077  1.62633  1.84600  0.01002
15 57  0.37703  19.69208  0.53352  5.53114  0.10469  1.56036  1.82700  0.01099
15 58  0.23887  28.51433  0.62477  6.93120  0.13934  2.38455  2.15100  0.01201
15 59  0.24496  28.03938  0.62121  6.88642  0.13635  2.43628  2.15000  0.01192
15 60  0.24566  28.03508  0.61689  6.92824  0.13929  2.53496  2.14800  0.01163
15 61  0.24923  27.77623  0.61462  6.91504  0.13771  2.58164  2.15400  0.01151
15 62  0.24820  27.94081  0.61500  6.95361  0.13814  2.63135  2.16100  0.01179
15 63  0.24614  28.22593  0.61544  7.00438  0.13952  2.68608  2.16700  0.01229
15 64  0.20753  30.29598  0.63623  7.49100  0.15900  2.76165  1.79800  0.01025
15 65  0.22834  30.33853  0.61203  7.32904  0.15989  2.92243  2.17600  0.01193
15 66  0.21836  31.64195  0.60684  7.53321  0.17464  3.05927  2.17800  0.01162
15 67  0.21316  32.38886  0.60020  7.67668  0.18616  3.16380  2.17900  0.01108
15 68  0.19774  34.56807  0.59025  8.02486  0.21107  3.32904  2.18100  0.00982
15 69  0.19351  35.31892  0.58892  8.13416  0.21648  3.35724  2.20800  0.00912
15 70  0.15539  39.54281  0.59832  8.88193  0.24458  3.48941  2.29700  0.00792
15 71  0.21315  30.58252  0.59194  7.77918  0.19408  3.18943  1.73500  0.00784
15 72  0.21678  32.67319  0.59302  7.75026  0.18944  3.18943  1.65300  0.00714
15 73  0.22671  31.75453  0.60386  7.52214  0.16938  3.04344  1.60700  0.00679
15 74  0.22075  32.69309  0.61189  7.59283  0.16866  2.96681  1.57600  0.00605
15 75  0.20719  34.58828  0.61246  7.84903  0.18257  3.00293  1.56300  0.00638
15 76  0.19360  36.78466  0.61493  8.10437  0.19483  3.01794  1.57000  0.00673
15 77  0.18682  38.01275  0.61141  8.27797  0.20474  3.07753  1.60000  0.00668
15 78  0.18151  39.18269  0.60554  8.42393  0.21455  3.16883  1.72600  0.00603
15 79  0.17436  40.54287  0.59579  8.66572  0.23017  3.28316  1.86900  0.00607
15 80  0.17424  38.49988  0.58535  8.81544  0.24044  3.32987  2.01500  0.00655
15 81  0.14925  43.20518  0.57148  9.54549  0.27812  3.53370  1.91600  0.00599
15 82  0.18937  36.39725  0.58500  8.57575  0.22449  3.23506  1.82100  0.00712
15 83  0.20115  34.73386  0.58592  8.38650  0.21118  3.16112  1.77600  0.00750
15 84  0.26958  27.53672  0.58816  7.24170  0.14305  2.61626  1.83900  0.01054
15 85  0.30443  24.94823  0.58726  6.75248  0.11134  2.23723  1.94800  0.01098
15 86  0.27040  27.90389  0.60713  7.13770  0.12481  2.33896  2.30800  0.00896
15 87  0.14983  45.78773  0.63826  9.08072  0.21146  2.98637  2.52000  0.01328
15 88  0.26492  28.73751  0.61942  7.17156  0.11890  2.20301  1.98900  0.00884
15 89  0.26875  26.99525  0.61651  7.15714  0.11793  2.19491  1.91900  0.00852
15 90  0.27244  27.12148  0.62059  7.07955  0.11171  2.07387  1.86600  0.00843
15 91  0.34572  22.36769  0.58177  6.25225  0.07976  1.86303  1.75200  0.01012
15 92  0.35458  22.68158  0.57827  6.14549  0.07509  1.81772  1.73900  0.01194
16 16  0.18079  20.13449  0.69689  6.25030  9.99990  0.10119  1.45900  0.01200
16 17  0.11759  25.27020  0.69574  7.29369  0.29077  1.28202  1.53100  0.01410
16 18  0.44904  15.38486  0.55169  3.52406  0.00000  1.00000  2.36483  0.06415
16 19  0.61232  10.83056  0.38653  3.04293  0.00000  1.00000  1.91700  0.02105
16 20  0.02999  50.49904  0.58666 10.31219  0.37832  3.14672  1.72600  0.01568
16 21  0.05757  37.00097  0.57599  9.75074  0.36132  3.15514  1.56900  0.01320
16 22  0.06398  36.70810  0.56353  9.80299  0.37053  3.21513  1.51800  0.01146
16 23  0.05844  40.81272  0.53401 10.33077  0.40513  3.44388  1.48500  0.01104
16 24  0.05225  44.11615  0.49378 11.09936  0.45031  3.71611  1.46700  0.01045
16 25  0.03190  58.44515  0.45040 12.57470  0.51269  4.03545  1.45600  0.01066
16 26  0.02204  77.50370  0.42352 13.69112  0.54942  4.22161  1.45300  0.01123
16 27  0.02136  81.74505  0.40719 14.21031  0.56673  4.31999  1.45700  0.01023
16 28  0.02519  72.95704  0.39151 14.46999  0.57783  4.40710  1.47200  0.01048
16 29  0.36210  17.44562  0.62097  4.73732  6.50994  0.03794  1.53800  0.01242
16 30  0.49845  12.94767  0.49897  4.07801  0.00000  1.00000  1.65500  0.02128
16 31  0.32803  19.29327  0.64249  5.06049  9.99990  0.04159  1.58700  0.01034
16 32  0.32009  19.75233  0.64276  5.19942  9.99990  0.04758  1.51500  0.00999
16 33  0.29488  21.21181  0.65764  5.45408  9.99990  0.05636  1.54100  0.00924
16 34  0.63085  10.98819  0.36486  3.50733  0.00000  1.00000  1.58200  0.02681
16 35  0.24534  24.53639  0.65475  6.18871  0.13417  1.40329  1.67400  0.00931
16 36  0.57156  13.15014  0.42909  3.51083  0.00000  1.00000  2.39104  0.06086
16 37  0.15160  34.58178  0.61241  7.98038  0.23626  2.79305  2.01300  0.01034
16 38  0.16357  32.92199  0.61570  7.75536  0.21977  2.73955  1.85900  0.00888
16 39  0.19528  29.01755  0.62961  7.16644  0.17666  2.43907  1.69300  0.00817
16 40  0.19331  29.31417  0.64597  7.12557  0.16938  2.21653  1.63300  0.00686
16 41  0.18052  30.77533  0.63619  7.44427  0.19171  2.38420  1.59600  0.00614
16 42  0.14927  35.10242  0.60933  8.25784  0.24607  2.80449  1.57800  0.00650
16 43  0.11927  41.52390  0.58465  9.13856  0.29918  3.12268  1.56900  0.00718
16 44  0.10267  46.51910  0.57380  9.71683  0.32658  3.25093  1.57600  0.00790
16 45  0.09265  50.27531  0.56060 10.18756  0.34877  3.37913  1.59800  0.00781
16 46  0.07828  57.26456  0.54740 10.83234  0.37474  3.52776  1.68700  0.00755
16 47  0.07195  61.11118  0.53954 11.22862  0.38763  3.60419  1.77300  0.00810
16 48  0.08004  56.07416  0.53898 11.06222  0.38025  3.56809  1.86200  0.00851
16 49  0.09404  49.37319  0.53312 10.78153  0.37022  3.57040  1.77100  0.01019
16 50  0.08472  54.04379  0.53741 11.06839  0.37318  3.61508  1.69600  0.00923
16 51  0.60769  12.84015  0.38720  3.62921  0.00000  1.00000  1.72600  0.01819
16 52  0.65105  12.03082  0.34569  3.38851  0.00000  1.00000  1.76600  0.02328
16 53  0.43006  17.27728  0.49414  5.24813  0.09607  1.38961  1.84400  0.01150
16 54  0.37456  19.04865  0.50071  6.00839  0.13394  1.98146  2.19442  0.01131
16 55  0.20609  31.65481  0.63457  7.36346  0.16314  2.35851  2.03100  0.00853
16 56  0.25343  27.13646  0.63539  6.65087  0.11968  1.91526  1.84000  0.00875
16 57  0.32742  21.73826  0.54280  6.21779  0.13473  2.09141  1.82100  0.00927
16 58  0.18840  34.12641  0.59920  7.98289  0.21098  3.01207  2.05400  0.00977
16 59  0.19032  33.82495  0.58484  8.08554  0.22301  3.15158  2.05200  0.00892
16 60  0.19939  32.66199  0.57633  8.01229  0.22246  3.20706  2.05500  0.00879
16 61  0.19828  32.94066  0.57326  8.07982  0.22663  3.27425  2.05800  0.00915
16 62  0.18387  35.12942  0.57111  8.38462  0.24302  3.39566  2.06000  0.00900
16 63  0.17287  37.11382  0.56874  8.63638  0.25629  3.49562  2.06200  0.00894
16 64  0.15969  37.04910  0.58917  8.70359  0.24994  3.45886  1.78200  0.00959
16 65  0.16398  39.15013  0.56164  8.90782  0.27215  3.63805  2.06500  0.00873
16 66  0.15457  41.18845  0.55347  9.19785  0.28954  3.74867  2.06700  0.00912
16 67  0.15083  42.20814  0.54696  9.35783  0.29974  3.81575  2.07400  0.00908
16 68  0.15540  41.49510  0.54539  9.28539  0.29687  3.81478  2.08400  0.00895
16 69  0.15402  42.25137  0.55660  9.23771  0.28719  3.75661  2.09700  0.00834
16 70  0.23274  28.50221  0.58026  7.69080  0.18536  3.23993  2.12000  0.01358
16 71  0.23118  28.72432  0.57343  7.61255  0.19250  3.31176  1.70400  0.00767
16 72  0.26156  28.27485  0.62650  6.86942  0.11425  2.52489  1.63700  0.00669
16 73  0.24392  30.07928  0.62428  7.16611  0.13417  2.68456  1.60700  0.00562
16 74  0.22524  32.27267  0.61682  7.53372  0.16024  2.87598  1.59700  0.00557
16 75  0.20180  35.45938  0.60475  8.04400  0.19535  3.10945  1.59900  0.00570
16 76  0.18664  37.84103  0.60314  8.36759  0.21259  3.17753  1.61200  0.00616
16 77  0.17369  40.09767  0.59372  8.71711  0.23399  3.31877  1.64600  0.00608
16 78  0.18522  38.38521  0.59967  8.44904  0.21633  3.21166  1.76200  0.00524
16 79  0.18668  38.06795  0.59194  8.51266  0.22183  3.24761  1.85900  0.00582
16 80  0.17704  37.54285  0.57759  8.89843  0.24532  3.37227  1.94700  0.00601
16 81  0.21197  32.90006  0.57308  8.27412  0.21423  3.22622  1.85500  0.00803
16 82  0.23072  31.09034  0.59407  7.80461  0.17489  2.91986  1.78500  0.00765
16 83  0.23294  30.82941  0.59477  7.80470  0.17193  2.88172  1.81500  0.00780
16 84  0.28460  26.28102  0.59625  7.01149  0.12197  2.35919  1.85900  0.00960
16 85  0.27970  26.85378  0.60638  7.03935  0.11778  2.24309  1.93600  0.00880
16 86  0.28709  26.36715  0.60849  6.93976  0.10977  2.08274  2.20600  0.00816
16 87  0.22888  31.99581  0.62381  7.74986  0.14807  2.56289  2.33200  0.00873
16 88  0.24479  30.69639  0.62850  7.46760  0.12784  2.36965  1.99200  0.00610
16 89  0.25290  28.56069  0.62886  7.35859  0.12033  2.26054  1.91500  0.00637
16 90  0.25205  28.73248  0.63692  7.32949  0.11556  2.11598  1.87700  0.00648
16 91  0.31198  24.17160  0.58634  6.75206  0.10596  2.29340  1.75600  0.01016
16 92  0.27298  28.34355  0.57983  7.36079  0.14844  2.82784  1.74600  0.01017
17 17  0.06404  32.51578  0.69694  8.28353  0.28865  1.82754  1.56900  0.01634
17 18  0.62964  10.57535  0.37140  2.91667  0.00000  1.00000  2.72000  0.01833
17 19  0.06651  31.37353  0.57825  9.50071  0.34829  3.04325  1.91100  0.01643
17 20  0.11435  25.06844  0.57194  8.63569  0.31059  2.86603  1.78300  0.01102
17 21  0.12889  24.52001  0.56327  8.48270  0.30782  2.87353  1.66700  0.01045
17 22  0.09551  28.69330  0.53816  9.42589  0.36440  3.23772  1.62300  0.00985
17 23  0.10112  28.19106  0.49475  9.78859  0.40116  3.49786  1.58800  0.01049
17 24  0.17305  22.51324  0.42860  8.86213  0.39573  3.58067  1.56000  0.01080
17 25  0.39843  15.58095  0.58196  4.54828  8.56383  0.03546  1.54100  0.01156
17 26  0.03652  48.79903  0.39935 13.62767  0.55816  4.32197  1.52700  0.01114
17 27  0.03482  51.57536  0.38459 14.14541  0.57492  4.41801  1.52000  0.01085
17 28  0.04814  44.60680  0.37366 13.83744  0.57281  4.43141  1.51900  0.01158
17 29  0.34730  18.22646  0.63258  4.86616  8.85254  0.03671  1.54500  0.01103
17 30  0.32708  19.22629  0.64649  5.04565  9.99990  0.03947  1.70400  0.01014
17 31  0.31519  19.84061  0.65080  5.21172  9.99990  0.04543  1.63300  0.00970
17 32  0.30790  20.32211  0.65079  5.34765  2.16260  0.11362  1.63800  0.00985
17 33  0.27689  22.11359  0.65645  5.74643  0.13646  0.88498  1.64500  0.00924
17 34  0.23692  24.86491  0.65750  6.31120  0.13332  1.55664  1.66400  0.00919
17 35  0.21026  27.31933  0.65321  6.75503  0.15513  1.89145  1.72100  0.00900
17 36  0.18700  29.73492  0.62111  7.33090  0.19377  2.56252  2.59600  0.00763
17 37  0.22815  25.52016  0.61115  6.80779  0.16006  2.42571  2.02700  0.01184
17 38  0.21644  27.04006  0.63983  6.80645  0.14775  2.16313  1.92500  0.00640
17 39  0.21114  27.83296  0.65116  6.83794  0.14619  2.04157  1.79400  0.00657
17 40  0.17860  31.37856  0.64271  7.43729  0.18511  2.38173  1.74200  0.00599
17 41  0.16696  32.64793  0.62297  7.82937  0.21508  2.61915  1.71300  0.00557
17 42  0.13769  36.98645  0.59679  8.66109  0.26802  2.97961  1.69100  0.00603
17 43  0.10408  45.13241  0.57146  9.69881  0.32530  3.30701  1.68100  0.00685
17 44  0.08702  51.58990  0.56125 10.33700  0.35231  3.43209  1.68500  0.00713
17 45  0.08638  51.95032  0.55537 10.49544  0.35907  3.46602  1.70500  0.00677
17 46  0.07923  55.37853  0.54721 10.89278  0.37343  3.54681  1.76200  0.00743
17 47  0.07944  55.26414  0.54481 11.01179  0.37484  3.56488  1.78000  0.00826
17 48  0.61883  12.37372  0.37960  3.57166  0.00000  1.00000  1.90300  0.02073
17 49  0.60961  12.66580  0.38690  3.63979  0.00000  1.00000  1.81900  0.01977
17 50  0.63101  12.29647  0.36563  3.53659  0.00000  1.00000  1.82200  0.02214
17 51  0.45763  16.37341  0.48481  4.94235  0.08179  1.17522  1.83300  0.01095
17 52  0.39714  18.12394  0.49425  5.72406  0.11884  1.88895  1.85100  0.01089
17 53  0.34312  20.13490  0.51526  6.39604  0.14962  2.13528  1.89200  0.01015
17 54  0.26460  24.29288  0.53509  7.49146  0.20140  2.62746  2.42400  0.00905
17 55  0.22294  29.51754  0.61901  7.23939  0.15843  2.46739  2.09900  0.00779
17 56  0.24444  27.82070  0.62702  6.88967  0.13182  2.20739  1.95100  0.00777
17 57  0.28937  24.19395  0.56261  6.70284  0.15161  2.24973  1.94800  0.00739
17 58  0.21336  30.86263  0.58265  7.72626  0.20167  3.03512  2.12600  0.00845
17 59  0.21871  30.24365  0.56502  7.77449  0.21351  3.18778  2.12400  0.00904
17 60  0.22602  29.47403  0.55260  7.74936  0.21839  3.28868  2.12200  0.01006
17 61  0.22069  30.11547  0.54457  7.91354  0.23155  3.41150  2.11900  0.01085
17 62  0.21168  31.25023  0.53846  8.14062  0.24654  3.52793  2.11600  0.01131
17 63  0.20788  31.84891  0.53202  8.27887  0.25670  3.61724  2.11300  0.01217
17 64  0.16509  35.80490  0.55569  8.91031  0.27676  3.68068  1.90000  0.00930
17 65  0.20035  33.08056  0.52023  8.54262  0.27593  3.77740  2.10500  0.01393
17 66  0.19922  33.43740  0.51388  8.62020  0.28339  3.84195  2.10000  0.01453
17 67  0.20323  33.17819  0.51296  8.55433  0.28039  3.85043  2.09600  0.01509
17 68  0.21295  32.30353  0.52147  8.30819  0.26234  3.77841  2.09100  0.01467
17 69  0.26355  27.53861  0.56481  7.19458  0.16916  3.27828  2.08500  0.01438
17 70  0.37952  19.46281  0.57590  5.77692  0.04786  1.65922  2.07200  0.01343
17 71  0.28430  25.09173  0.62523  6.56074  0.09298  2.30300  1.80300  0.00653
17 72  0.25542  29.32553  0.63290  6.95240  0.11470  2.49763  1.74100  0.00523
17 73  0.23798  31.04917  0.62163  7.30815  0.14249  2.77022  1.72200  0.00505
17 74  0.21795  33.25746  0.60598  7.76110  0.17736  3.04493  1.71300  0.00501
17 75  0.19342  36.45262  0.58947  8.34703  0.21770  3.30430  1.71400  0.00517
17 76  0.17319  39.82720  0.58157  8.84021  0.24560  3.44825  1.72700  0.00548
17 77  0.17887  39.03971  0.58335  8.73832  0.23842  3.39278  1.75700  0.00543
17 78  0.19080  37.21268  0.59029  8.46955  0.21955  3.26213  1.84500  0.00527
17 79  0.19872  36.00282  0.58912  8.36475  0.21258  3.20372  1.87300  0.00609
17 80  0.24939  28.70119  0.57062  7.66995  0.18031  3.03138  1.98800  0.00839
17 81  0.27507  26.57796  0.57414  7.25745  0.15105  2.81946  1.90700  0.01009
17 82  0.26963  27.40614  0.59785  7.21092  0.13435  2.54762  1.91500  0.00777
17 83  0.27014  27.33533  0.60153  7.21486  0.13060  2.47241  1.92400  0.00798
17 84  0.26929  27.56974  0.61080  7.18766  0.12336  2.32852  1.94500  0.00735
17 85  0.25096  29.46358  0.62423  7.39909  0.12838  2.33043  1.98500  0.00629
17 86  0.22489  32.48883  0.63059  7.78925  0.14542  2.55514  2.45800  0.00618
17 87  0.25432  29.25796  0.61560  7.43318  0.12996  2.46969  2.30700  0.00950
17 88  0.25667  29.35998  0.62841  7.31713  0.11624  2.26985  2.09900  0.00557
17 89  0.24077  29.49670  0.63731  7.53229  0.12370  2.31126  2.04700  0.00472
17 90  0.22230  31.77121  0.64883  7.77071  0.13140  2.33913  2.03000  0.00500
17 91  0.22055  31.31523  0.58173  8.28586  0.19731  3.18662  1.91600  0.00815
17 92  0.19397  36.98437  0.56738  8.92600  0.23755  3.47199  1.90400  0.00681
18 18  0.33780  14.62800  0.47821  5.91564  0.18587  2.15667  3.06000  0.01436
18 19  0.15212  23.08610  0.60003  7.68041  0.24886  2.46921  3.03599  0.01545
18 20  0.65823  10.36032  0.34164  2.90439  0.00000  1.00000  3.67900  0.02353
18 21  0.62322  10.96790  0.37685  3.12879  0.00000  1.00000  3.39000  0.02452
18 22  0.60520  11.20278  0.39503  3.29587  0.00000  1.00000  2.85864  0.02383
18 23  0.05998  39.52437  0.55131 10.20702  0.38916  3.38598  2.50964  0.01830
18 24  0.14931  26.17460  0.51242  8.47055  0.33940  3.31570  2.27288  0.01399
18 25  0.22421  22.02181  0.50729  7.03769  0.27035  3.18546  2.19601  0.01414
18 26  0.27079  20.48566  0.56203  6.03288  0.17050  2.81633  2.06800  0.01454
18 27  0.29131  20.04663  0.59208  5.65436  0.12134  2.53145  1.96000  0.01364
18 28  0.32154  19.08861  0.61895  5.23057  0.06849  1.86389  1.87800  0.01154
18 29  0.26399  21.59578  0.52881  6.34476  0.20854  3.10266  2.18300  0.01234
18 30  0.25886  22.38283  0.56152  6.28204  0.17950  2.95781  3.06500  0.01193
18 31  0.21544  25.69502  0.59370  6.79125  0.19124  2.86904  2.83100  0.01196
18 32  0.11919  38.75463  0.60378  8.48706  0.27740  3.14334  2.74582  0.01798
18 33  0.60991  11.82192  0.39010  3.50675  0.00000  1.00000  2.94300  0.04471
18 34  0.56341  13.14440  0.43632  3.65769  0.00000  1.00000  2.94500  0.05425
18 35  0.12341  40.06044  0.63043  8.39568  0.24642  2.88850  2.97500  0.01568
18 36  0.22444  26.26358  0.64099  6.65844  0.13544  2.21180  3.19900  0.00870
18 37  0.16509  33.67296  0.66232  7.45810  0.17321  2.42787  3.16033  0.01099
18 38  0.08928  54.71630  0.66433  8.96111  0.24628  2.81448  3.92500  0.02367
18 39  0.07106  64.76425  0.64885  9.61466  0.28029  2.98735  3.02413  0.02441
18 40  0.07235  64.33861  0.63504  9.74061  0.29316  3.06991  2.60024  0.01881
18 41  0.12813  40.10073  0.61372  8.69690  0.25971  2.94573  2.42500  0.00746
18 42  0.15186  34.62302  0.58758  8.52068  0.26250  2.99059  2.24400  0.00724
18 43  0.19342  28.36943  0.54662  8.13359  0.26209  3.03826  2.13800  0.01025
18 44  0.21282  26.13498  0.51777  8.09981  0.27153  3.10168  2.06600  0.01090
18 45  0.64418  11.71746  0.35687  3.43042  0.00000  1.00000  2.01400  0.01988
18 46  0.17962  29.11774  0.51560  8.92052  0.30648  3.25364  2.02300  0.01024
18 47  0.15861  32.02486  0.52392  9.33190  0.31761  3.32878  2.72500  0.00865
18 48  0.40422  17.31573  0.39595  6.08244  0.19981  2.92210  3.21300  0.01084
18 49  0.32884  20.27806  0.46599  6.76826  0.20542  2.86202  3.10300  0.01148
18 50  0.14429  36.99324  0.58185  9.16983  0.27400  3.07723  3.18300  0.01885
18 51  0.05491  84.52923  0.61737 11.22622  0.32763  3.24526  3.20900  0.02734
18 52  0.04263 111.33657  0.61627 11.76856  0.34084  3.29375  3.22600  0.03097
18 53  0.17492  32.73160  0.58741  8.66797  0.23768  2.84387  3.26300  0.01252
18 54  0.39706  18.40579  0.47896  5.91404  0.12444  2.22098  3.39500  0.00852
18 55  0.24622  27.30903  0.61380  6.95797  0.14043  2.36511  3.30500  0.00714
18 56  0.17495  36.63850  0.64838  7.89636  0.17699  2.62041  3.03548  0.01496
18 57  0.27889  24.64403  0.55323  7.01035  0.16902  2.45841  2.81700  0.00696
18 58  0.27314  25.98545  0.60923  6.64483  0.11774  2.41119  3.85701  0.01513
18 59  0.28291  25.51636  0.61030  6.50449  0.10692  2.38710  3.70879  0.01778
18 60  0.28360  25.75861  0.61689  6.45837  0.09966  2.37500  3.61864  0.01969
18 61  0.28445  25.85612  0.62065  6.43881  0.09505  2.37502  3.56432  0.02076
18 62  0.28483  25.95726  0.62379  6.43253  0.09154  2.37952  3.52720  0.02205
18 63  0.28476  26.01828  0.62690  6.43193  0.08849  2.38558  3.49934  0.02387
18 64  0.25519  26.56599  0.60241  7.04538  0.14237  2.90896  3.88500  0.01794
18 65  0.29219  25.80300  0.62811  6.35777  0.07988  2.36461  3.38644  0.02396
18 66  0.28684  26.42020  0.63244  6.41551  0.08089  2.39502  3.39151  0.02366
18 67  0.27931  27.21170  0.63657  6.50558  0.08427  2.44058  3.41068  0.02233
18 68  0.26805  28.27976  0.63922  6.66645  0.09286  2.51671  3.46348  0.02020
18 69  0.22836  32.67755  0.65591  7.16526  0.11581  2.65593  3.58824  0.01465
