0.000   1.000e+00
0.002   9.762e-01
0.004   9.539e-01
0.006   9.333e-01
0.008   9.141e-01
0.010   8.958e-01
0.012   8.784e-01
0.014   8.616e-01
0.016   8.453e-01
0.018   8.293e-01
0.020   8.139e-01
0.040   6.828e-01
0.060   5.865e-01
0.080   5.070e-01
0.100   4.418e-01
0.120   3.889e-01
0.140   3.445e-01
0.160   3.054e-01
0.180   2.712e-01
0.200   2.418e-01
0.240   1.956e-01
0.280   1.624e-01
0.320   1.370e-01
0.360   1.145e-01
0.400   9.601e-02
0.450   7.805e-02
0.500   6.450e-02
0.550   5.418e-02
0.600   4.602e-02
0.650   3.886e-02
0.700   3.233e-02
0.750   2.678e-02
0.800   2.223e-02
0.850   1.853e-02
0.900   1.553e-02
0.950   1.307e-02
1.000   1.105e-02
1.100   7.961e-03
1.200   5.756e-03
1.300   4.147e-03
1.400   2.967e-03
1.500   2.105e-03
1.600   1.483e-03
1.700   1.038e-03
1.800   7.215e-04
1.900   4.982e-04
2.000   3.410e-04
2.100   2.304e-04
2.200   1.526e-04
2.300   9.811e-05
2.400   5.990e-05
2.500   3.329e-05
2.600   1.491e-05
2.700   2.357e-06
2.725   0.000e+00
