0.000   1.000e+00
0.002   9.804e-01
0.004   9.617e-01
0.006   9.436e-01
0.008   9.260e-01
0.010   9.096e-01
0.012   8.939e-01
0.014   8.789e-01
0.016   8.646e-01
0.018   8.508e-01
0.020   8.374e-01
0.040   7.214e-01
0.060   6.293e-01
0.080   5.539e-01
0.100   4.926e-01
0.120   4.406e-01
0.140   3.945e-01
0.160   3.532e-01
0.180   3.163e-01
0.200   2.836e-01
0.240   2.300e-01
0.280   1.896e-01
0.320   1.593e-01
0.360   1.361e-01
0.400   1.177e-01
0.450   9.884e-02
0.500   8.274e-02
0.550   6.876e-02
0.600   5.684e-02
0.650   4.689e-02
0.700   3.870e-02
0.750   3.203e-02
0.800   2.662e-02
0.850   2.224e-02
0.900   1.867e-02
0.950   1.574e-02
1.000   1.333e-02
1.100   9.590e-03
1.200   7.183e-03
1.300   5.403e-03
1.400   3.701e-03
1.500   2.107e-03
1.600   6.832e-04
1.654   0.000e+00
