0.000   1.000e+00
0.004   9.465e-01
0.006   9.221e-01
0.008   8.990e-01
0.010   8.768e-01
0.012   8.553e-01
0.014   8.347e-01
0.016   8.151e-01
0.018   7.964e-01
0.020   7.785e-01
0.040   6.333e-01
0.060   5.276e-01
0.080   4.463e-01
0.100   3.834e-01
0.120   3.319e-01
0.140   2.893e-01
0.160   2.546e-01
0.180   2.263e-01
0.200   2.005e-01
0.240   1.577e-01
0.280   1.250e-01
0.320   1.011e-01
0.360   8.222e-02
0.400   6.635e-02
0.450   5.178e-02
0.500   4.127e-02
0.550   3.330e-02
0.600   2.700e-02
0.650   2.192e-02
0.700   1.784e-02
0.750   1.457e-02
0.800   1.196e-02
0.850   9.892e-03
0.900   8.230e-03
0.950   6.867e-03
1.000   5.724e-03
1.100   3.970e-03
1.200   2.767e-03
1.300   1.921e-03
1.400   1.290e-03
1.500   8.309e-04
1.600   4.968e-04
1.700   2.532e-04
1.800   7.684e-05
1.860   0.000e+00
