0.000   1.000e+00
0.002   9.740e-01
0.004   9.500e-01
0.006   9.291e-01
0.008   9.082e-01
0.010   8.879e-01
0.012   8.683e-01
0.014   8.494e-01
0.016   8.311e-01
0.018   8.133e-01
0.020   7.962e-01
0.040   6.567e-01
0.060   5.529e-01
0.080   4.721e-01
0.100   4.069e-01
0.120   3.526e-01
0.140   3.085e-01
0.160   2.734e-01
0.180   2.435e-01
0.200   2.172e-01
0.240   1.737e-01
0.280   1.409e-01
0.320   1.169e-01
0.360   9.815e-02
0.400   8.165e-02
0.450   6.570e-02
0.500   5.415e-02
0.550   4.531e-02
0.600   3.815e-02
0.650   3.205e-02
0.700   2.674e-02
0.750   2.228e-02
0.800   1.863e-02
0.850   1.570e-02
0.900   1.335e-02
0.950   1.143e-02
1.000   9.850e-03
1.100   7.410e-03
1.200   5.625e-03
1.300   4.287e-03
1.400   3.269e-03
1.500   2.485e-03
1.600   1.879e-03
1.700   1.425e-03
1.800   1.075e-03
1.900   8.055e-04
2.000   5.982e-04
2.100   4.395e-04
2.200   3.185e-04
2.300   2.271e-04
2.400   1.586e-04
2.500   1.153e-04
2.600   8.667e-05
2.700   6.340e-05
2.800   4.477e-05
2.900   3.007e-05
3.000   1.873e-05
3.100   1.016e-05
3.200   3.828e-06
3.282   0.000e+00
