0.000   1.000e+00
0.004   9.450e-01
0.006   9.206e-01
0.008   8.979e-01
0.010   8.760e-01
0.012   8.548e-01
0.014   8.342e-01
0.016   8.145e-01
0.018   7.956e-01
0.020   7.776e-01
0.040   6.305e-01
0.060   5.238e-01
0.080   4.427e-01
0.100   3.800e-01
0.120   3.280e-01
0.140   2.847e-01
0.160   2.497e-01
0.180   2.210e-01
0.200   1.954e-01
0.240   1.534e-01
0.280   1.222e-01
0.320   9.974e-02
0.360   8.090e-02
0.400   6.650e-02
0.450   5.355e-02
0.500   4.415e-02
0.550   3.678e-02
0.600   3.072e-02
0.650   2.571e-02
0.700   2.158e-02
0.750   1.818e-02
0.800   1.532e-02
0.850   1.290e-02
0.900   1.084e-02
0.950   9.084e-03
1.000   7.610e-03
1.100   5.371e-03
1.200   3.833e-03
1.300   2.763e-03
1.400   2.003e-03
1.500   1.449e-03
1.600   1.041e-03
1.700   7.353e-04
1.800   5.040e-04
1.900   3.283e-04
2.000   1.948e-04
2.100   9.367e-05
2.200   1.749e-05
2.228   0.000e+00
