0.000   1.000e+00
0.002   9.726e-01
0.004   9.483e-01
0.006   9.255e-01
0.008   9.034e-01
0.010   8.821e-01
0.012   8.615e-01
0.014   8.417e-01
0.016   8.224e-01
0.018   8.040e-01
0.020   7.864e-01
0.040   6.435e-01
0.060   5.386e-01
0.080   4.580e-01
0.100   3.939e-01
0.120   3.428e-01
0.140   3.003e-01
0.160   2.632e-01
0.180   2.312e-01
0.200   2.039e-01
0.240   1.617e-01
0.280   1.295e-01
0.320   1.036e-01
0.360   8.425e-02
0.400   6.920e-02
0.450   5.490e-02
0.500   4.406e-02
0.550   3.502e-02
0.600   2.809e-02
0.650   2.291e-02
0.700   1.896e-02
0.750   1.582e-02
0.800   1.319e-02
0.850   1.094e-02
0.900   9.013e-03
0.950   7.396e-03
1.000   6.060e-03
1.100   4.076e-03
1.200   2.752e-03
1.300   1.858e-03
1.400   1.258e-03
1.500   8.279e-04
1.600   5.194e-04
1.700   2.995e-04
1.800   1.453e-04
1.900   4.523e-05
1.980   0.000e+00
