0.000   1.000e+00
0.002   9.719e-01
0.004   9.467e-01
0.006   9.233e-01
0.008   9.013e-01
0.010   8.806e-01
0.012   8.608e-01
0.014   8.418e-01
0.016   8.234e-01
0.018   8.056e-01
0.020   7.887e-01
0.040   6.518e-01
0.060   5.493e-01
0.080   4.708e-01
0.100   4.073e-01
0.120   3.553e-01
0.140   3.122e-01
0.160   2.752e-01
0.180   2.425e-01
0.200   2.138e-01
0.240   1.683e-01
0.280   1.353e-01
0.320   1.106e-01
0.360   9.069e-02
0.400   7.417e-02
0.450   5.847e-02
0.500   4.696e-02
0.550   3.831e-02
0.600   3.154e-02
0.650   2.583e-02
0.700   2.100e-02
0.750   1.709e-02
0.800   1.397e-02
0.850   1.146e-02
0.900   9.430e-03
0.950   7.772e-03
1.000   6.404e-03
1.100   4.314e-03
1.200   2.848e-03
1.300   1.818e-03
1.400   1.106e-03
1.500   6.393e-04
1.600   3.150e-04
1.700   8.602e-05
1.749   0.000e+00
