0.000   1.000e+00
0.004   1.156e+00
0.006   1.126e+00
0.008   1.098e+00
0.010   1.070e+00
0.012   1.044e+00
0.014   1.019e+00
0.016   9.946e-01
0.018   9.715e-01
0.020   9.495e-01
0.040   7.711e-01
0.060   6.425e-01
0.080   5.433e-01
0.100   4.658e-01
0.120   4.035e-01
0.140   3.506e-01
0.160   3.070e-01
0.180   2.715e-01
0.200   2.416e-01
0.240   1.900e-01
0.280   1.502e-01
0.320   1.211e-01
0.360   9.986e-02
0.400   8.161e-02
0.450   6.428e-02
0.500   5.189e-02
0.550   4.253e-02
0.600   3.498e-02
0.650   2.872e-02
0.700   2.359e-02
0.750   1.946e-02
0.800   1.614e-02
0.850   1.348e-02
0.900   1.132e-02
0.950   9.558e-03
1.000   8.099e-03
1.100   5.857e-03
1.200   4.286e-03
1.300   3.185e-03
1.400   2.352e-03
1.500   1.722e-03
1.600   1.259e-03
1.700   9.152e-04
1.800   6.593e-04
1.900   4.689e-04
2.000   3.276e-04
2.100   2.235e-04
2.200   1.490e-04
2.300   9.695e-05
2.400   6.052e-05
2.500   3.573e-05
2.600   1.943e-05
2.700   9.168e-06
2.800   2.991e-06
2.879   0.000e+00
