0.000   1.000e+00
0.002   9.786e-01
0.004   9.579e-01
0.006   9.383e-01
0.008   9.201e-01
0.010   9.028e-01
0.012   8.862e-01
0.014   8.702e-01
0.016   8.549e-01
0.018   8.402e-01
0.020   8.260e-01
0.040   7.025e-01
0.060   6.075e-01
0.080   5.329e-01
0.100   4.700e-01
0.120   4.157e-01
0.140   3.697e-01
0.160   3.314e-01
0.180   2.998e-01
0.200   2.735e-01
0.240   2.286e-01
0.280   1.893e-01
0.320   1.568e-01
0.360   1.304e-01
0.400   1.095e-01
0.450   8.926e-02
0.500   7.392e-02
0.550   6.176e-02
0.600   5.154e-02
0.650   4.261e-02
0.700   3.483e-02
0.750   2.818e-02
0.800   2.258e-02
0.850   1.798e-02
0.900   1.421e-02
0.950   1.113e-02
1.000   8.594e-03
1.100   4.770e-03
1.200   2.067e-03
1.300   6.948e-05
1.304   0.000e+00
