0.000   1.000e+00
0.002   9.738e-01
0.004   9.504e-01
0.006   9.287e-01
0.008   9.074e-01
0.010   8.868e-01
0.012   8.669e-01
0.014   8.475e-01
0.016   8.287e-01
0.018   8.106e-01
0.020   7.932e-01
0.040   6.505e-01
0.060   5.451e-01
0.080   4.642e-01
0.100   3.991e-01
0.120   3.471e-01
0.140   3.060e-01
0.160   2.712e-01
0.180   2.404e-01
0.200   2.137e-01
0.240   1.722e-01
0.280   1.419e-01
0.320   1.168e-01
0.360   9.619e-02
0.400   8.065e-02
0.450   6.618e-02
0.500   5.506e-02
0.550   4.574e-02
0.600   3.790e-02
0.650   3.160e-02
0.700   2.657e-02
0.750   2.251e-02
0.800   1.915e-02
0.850   1.634e-02
0.900   1.393e-02
0.950   1.185e-02
1.000   1.005e-02
1.100   7.153e-03
1.200   4.998e-03
1.300   3.406e-03
1.400   2.246e-03
1.500   1.384e-03
1.600   7.497e-04
1.700   2.997e-04
1.799   0.000e+00
