0.000   1.000e+00
0.004   9.451e-01
0.006   9.201e-01
0.008   8.964e-01
0.010   8.738e-01
0.012   8.522e-01
0.014   8.315e-01
0.016   8.119e-01
0.018   7.933e-01
0.020   7.756e-01
0.040   6.314e-01
0.060   5.257e-01
0.080   4.445e-01
0.100   3.821e-01
0.120   3.307e-01
0.140   2.883e-01
0.160   2.539e-01
0.180   2.253e-01
0.200   1.995e-01
0.240   1.566e-01
0.280   1.248e-01
0.320   1.014e-01
0.360   8.176e-02
0.400   6.639e-02
0.450   5.249e-02
0.500   4.241e-02
0.550   3.462e-02
0.600   2.827e-02
0.650   2.315e-02
0.700   1.912e-02
0.750   1.593e-02
0.800   1.336e-02
0.850   1.125e-02
0.900   9.420e-03
0.950   7.873e-03
1.000   6.574e-03
1.100   4.603e-03
1.200   3.259e-03
1.300   2.334e-03
1.400   1.683e-03
1.500   1.213e-03
1.600   8.699e-04
1.700   6.194e-04
1.800   4.365e-04
1.900   3.034e-04
2.000   2.067e-04
2.100   1.362e-04
2.200   8.419e-05
2.300   4.527e-05
2.400   1.584e-05
2.467   0.000e+00
