0.000   1.000e+00
0.002   4.354e-01
0.004   4.249e-01
0.006   4.155e-01
0.008   4.062e-01
0.010   3.972e-01
0.012   3.885e-01
0.014   3.800e-01
0.016   3.718e-01
0.018   3.639e-01
0.020   3.561e-01
0.040   2.935e-01
0.060   2.471e-01
0.080   2.111e-01
0.100   1.819e-01
0.120   1.580e-01
0.140   1.388e-01
0.160   1.234e-01
0.180   1.100e-01
0.200   9.783e-02
0.240   7.795e-02
0.280   6.328e-02
0.320   5.249e-02
0.360   4.372e-02
0.400   3.612e-02
0.450   2.895e-02
0.500   2.371e-02
0.550   1.974e-02
0.600   1.653e-02
0.650   1.377e-02
0.700   1.142e-02
0.750   9.465e-03
0.800   7.905e-03
0.850   6.673e-03
0.900   5.698e-03
0.950   4.913e-03
1.000   4.271e-03
1.100   3.278e-03
1.200   2.542e-03
1.300   1.978e-03
1.400   1.550e-03
1.500   1.221e-03
1.600   9.538e-04
1.700   7.391e-04
1.800   5.757e-04
1.900   4.462e-04
2.000   3.437e-04
2.100   2.627e-04
2.200   1.989e-04
2.300   1.492e-04
2.400   1.106e-04
2.500   8.099e-05
2.600   5.845e-05
2.700   4.142e-05
2.800   2.878e-05
2.900   1.941e-05
3.000   1.265e-05
3.100   7.750e-06
3.200   4.328e-06
3.300   1.912e-06
3.400   2.553e-07
3.421   0.000e+00
