0.000   1.000e+00
0.002   9.805e-01
0.004   9.614e-01
0.006   9.433e-01
0.008   9.260e-01
0.010   9.096e-01
0.012   8.941e-01
0.014   8.789e-01
0.016   8.643e-01
0.018   8.505e-01
0.020   8.372e-01
0.040   7.199e-01
0.060   6.254e-01
0.080   5.494e-01
0.100   4.870e-01
0.120   4.339e-01
0.140   3.868e-01
0.160   3.447e-01
0.180   3.079e-01
0.200   2.762e-01
0.240   2.259e-01
0.280   1.893e-01
0.320   1.614e-01
0.360   1.349e-01
0.400   1.112e-01
0.450   8.749e-02
0.500   6.953e-02
0.550   5.595e-02
0.600   4.564e-02
0.650   3.774e-02
0.700   3.160e-02
0.750   2.670e-02
0.800   2.263e-02
0.850   1.912e-02
0.900   1.604e-02
0.950   1.335e-02
1.000   1.104e-02
1.100   7.321e-03
1.200   4.674e-03
1.300   2.898e-03
1.400   1.844e-03
1.500   1.171e-03
1.600   7.524e-04
1.700   4.962e-04
1.800   3.382e-04
1.900   2.375e-04
2.000   1.695e-04
2.100   1.208e-04
2.200   8.385e-05
2.300   5.500e-05
2.400   3.232e-05
2.500   1.437e-05
2.600   5.729e-07
2.605   0.000e+00
