0.000   1.000e+00
0.002   9.727e-01
0.004   9.482e-01
0.006   9.256e-01
0.008   9.044e-01
0.010   8.842e-01
0.012   8.646e-01
0.014   8.456e-01
0.016   8.275e-01
0.018   8.101e-01
0.020   7.932e-01
0.040   6.537e-01
0.060   5.496e-01
0.080   4.686e-01
0.100   4.028e-01
0.120   3.486e-01
0.140   3.028e-01
0.160   2.638e-01
0.180   2.310e-01
0.200   2.037e-01
0.240   1.618e-01
0.280   1.298e-01
0.320   1.044e-01
0.360   8.547e-02
0.400   7.104e-02
0.450   5.693e-02
0.500   4.543e-02
0.550   3.626e-02
0.600   2.913e-02
0.650   2.356e-02
0.700   1.910e-02
0.750   1.549e-02
0.800   1.252e-02
0.850   1.005e-02
0.900   8.019e-03
0.950   6.365e-03
1.000   5.029e-03
1.100   3.100e-03
1.200   1.866e-03
1.300   1.066e-03
1.400   5.334e-04
1.500   1.696e-04
1.563   0.000e+00
