0.000   1.000e+00
0.002   9.732e-01
0.004   9.487e-01
0.006   9.257e-01
0.008   9.043e-01
0.010   8.840e-01
0.012   8.649e-01
0.014   8.466e-01
0.016   8.291e-01
0.018   8.122e-01
0.020   7.958e-01
0.040   6.617e-01
0.060   5.600e-01
0.080   4.818e-01
0.100   4.189e-01
0.120   3.649e-01
0.140   3.197e-01
0.160   2.827e-01
0.180   2.523e-01
0.200   2.251e-01
0.240   1.784e-01
0.280   1.430e-01
0.320   1.164e-01
0.360   9.611e-02
0.400   7.992e-02
0.450   6.339e-02
0.500   5.034e-02
0.550   4.037e-02
0.600   3.282e-02
0.650   2.703e-02
0.700   2.249e-02
0.750   1.882e-02
0.800   1.577e-02
0.850   1.315e-02
0.900   1.090e-02
0.950   8.970e-03
1.000   7.332e-03
1.100   4.867e-03
1.200   3.204e-03
1.300   1.989e-03
1.400   1.100e-03
1.500   4.572e-04
1.599   0.000e+00
