0.000   1.000e+00
0.002   9.730e-01
0.004   9.491e-01
0.006   9.266e-01
0.008   9.048e-01
0.010   8.836e-01
0.012   8.633e-01
0.014   8.436e-01
0.016   8.244e-01
0.018   8.060e-01
0.020   7.885e-01
0.040   6.455e-01
0.060   5.403e-01
0.080   4.596e-01
0.100   3.951e-01
0.120   3.439e-01
0.140   3.017e-01
0.160   2.648e-01
0.180   2.330e-01
0.200   2.057e-01
0.240   1.629e-01
0.280   1.316e-01
0.320   1.052e-01
0.360   8.553e-02
0.400   7.057e-02
0.450   5.629e-02
0.500   4.560e-02
0.550   3.699e-02
0.600   2.994e-02
0.650   2.445e-02
0.700   2.017e-02
0.750   1.681e-02
0.800   1.405e-02
0.850   1.169e-02
0.900   9.652e-03
0.950   7.914e-03
1.000   6.459e-03
1.100   4.287e-03
1.200   2.844e-03
1.300   1.871e-03
1.400   1.201e-03
1.500   7.354e-04
1.600   4.184e-04
1.700   1.974e-04
1.800   4.423e-05
1.849   0.000e+00
