0.000   1.000e+00
0.004   9.455e-01
0.006   9.214e-01
0.008   8.981e-01
0.010   8.755e-01
0.012   8.537e-01
0.014   8.329e-01
0.016   8.130e-01
0.018   7.940e-01
0.020   7.759e-01
0.040   6.287e-01
0.060   5.228e-01
0.080   4.410e-01
0.100   3.754e-01
0.120   3.235e-01
0.140   2.825e-01
0.160   2.466e-01
0.180   2.154e-01
0.200   1.890e-01
0.240   1.483e-01
0.280   1.169e-01
0.320   9.259e-02
0.360   7.448e-02
0.400   6.066e-02
0.450   4.768e-02
0.500   3.747e-02
0.550   2.983e-02
0.600   2.419e-02
0.650   1.983e-02
0.700   1.634e-02
0.750   1.351e-02
0.800   1.124e-02
0.850   9.419e-03
0.900   7.958e-03
0.950   6.780e-03
1.000   5.819e-03
1.100   4.369e-03
1.200   3.297e-03
1.300   2.459e-03
1.400   1.830e-03
1.500   1.359e-03
1.600   1.010e-03
1.700   7.498e-04
1.800   5.579e-04
1.900   4.124e-04
2.000   3.077e-04
2.100   2.275e-04
2.200   1.688e-04
2.300   1.255e-04
2.400   9.301e-05
2.500   6.876e-05
2.600   5.053e-05
2.700   3.643e-05
2.800   2.498e-05
2.900   1.703e-05
3.000   9.912e-06
3.100   3.391e-06
3.156   0.000e+00
