0.000   1.000e+00
0.002   9.723e-01
0.004   9.471e-01
0.006   9.238e-01
0.008   9.020e-01
0.010   8.815e-01
0.012   8.619e-01
0.014   8.432e-01
0.016   8.253e-01
0.018   8.077e-01
0.020   7.909e-01
0.040   6.556e-01
0.060   5.535e-01
0.080   4.747e-01
0.100   4.111e-01
0.120   3.584e-01
0.140   3.151e-01
0.160   2.789e-01
0.180   2.469e-01
0.200   2.187e-01
0.240   1.729e-01
0.280   1.392e-01
0.320   1.142e-01
0.360   9.449e-02
0.400   7.803e-02
0.450   6.173e-02
0.500   4.956e-02
0.550   4.051e-02
0.600   3.359e-02
0.650   2.803e-02
0.700   2.325e-02
0.750   1.920e-02
0.800   1.589e-02
0.850   1.320e-02
0.900   1.100e-02
0.950   9.197e-03
1.000   7.705e-03
1.100   5.403e-03
1.200   3.743e-03
1.300   2.526e-03
1.400   1.646e-03
1.500   1.021e-03
1.600   5.839e-04
1.700   2.795e-04
1.800   6.772e-05
1.842   0.000e+00
