# fitted for a_NLH (0.5 0.5)
# Z1 Z2 a b c d rms_err(%) max_err(%)
 2 92  0.78291  0.01348  0.12728  0.20398  1.58  2.84
 3  3  1.38242  0.00367 -0.16475  0.65369  3.83  7.79
 3  4  1.12814  0.00539 -0.10509  0.47315  3.47  5.60
 3  5  1.24089  0.01059 -0.09338  0.65973  2.68  4.61
 3  6  1.17719  0.01630 -0.06972  0.70938  1.80  2.82
 3  7  1.34465  0.02503 -0.05725  0.93750  2.47  5.23
 3  8  1.08156  0.02008 -0.07224  0.70592  2.51  4.35
 3  9  0.86532  0.02155 -0.04989  0.44857  2.64  4.87
 3 10  0.87361  0.03944  0.11249  0.26616  1.34  2.86
 3 11  1.05494  0.00636 -0.03907  0.48587  2.04  4.30
 3 12  1.03907  0.00166 -0.11571  0.43488  1.71  3.92
 3 13  1.00283  0.00496 -0.06093  0.41820  1.82  4.05
 3 14  1.00420  0.00731 -0.04948  0.43157  1.63  3.29
 3 15  1.02752  0.00936 -0.04478  0.46452  1.52  3.11
 3 16  0.96460  0.01008 -0.04568  0.41020  1.16  2.33
 3 17  0.91913  0.00873 -0.06470  0.36995  1.11  2.03
 3 18  0.92821  0.01481  0.06684  0.26413  2.37  4.40
 3 19  1.05498  0.00442 -0.00416  0.38948  2.52  4.45
 3 20  1.06781  0.00292 -0.04455  0.42033  2.46  5.01
 3 21  0.96506  0.01804  0.08354  0.33598  1.73  2.90
 3 22  0.96579  0.02199  0.08305  0.35630  1.60  2.67
 3 23  0.95249  0.02758  0.09144  0.35495  1.36  2.31
 3 24  0.93173  0.03262  0.09701  0.34332  1.19  2.21
 3 25  0.91623  0.03348  0.08723  0.34453  0.97  2.15
 3 26  0.91372  0.03023  0.06894  0.36614  0.89  1.98
 3 27  0.92624  0.02651  0.05232  0.40442  0.78  1.52
 3 28  0.93806  0.02384  0.04518  0.42894  0.92  1.72
 3 29  0.95124  0.01395  0.00574  0.45407  0.82  1.39
 3 30  1.06206  0.00638  0.02556  0.50465  1.81  3.67
 3 31  0.97111  0.00684 -0.00011  0.44918  1.33  2.27
 3 32  0.99169  0.00583 -0.03421  0.47336  1.81  3.78
 3 33  0.97164  0.00604 -0.04098  0.46355  1.73  3.45
 3 34  0.90860  0.00597 -0.04730  0.40327  1.15  2.55
 3 35  0.87839  0.00467 -0.07609  0.36969  1.37  2.68
 3 36  0.83119  0.00772  0.05048  0.24800  1.80  2.94
 3 37  0.85778  0.01320  0.15143  0.25764  2.36  4.47
 3 38  0.87490  0.01328  0.16304  0.26795  2.80  5.92
 3 39  0.81695  0.01980  0.13057  0.22028  1.82  3.51
 3 40  0.80922  0.02148  0.11692  0.21877  1.76  3.64
 3 41  0.80402  0.02057  0.09393  0.22259  1.58  3.21
 3 42  0.79934  0.01918  0.07166  0.22881  1.48  2.86
 3 43  0.80532  0.01739  0.05185  0.24847  1.46  2.86
 3 44  0.80649  0.01863  0.05724  0.25356  1.44  2.84
 3 45  0.81229  0.01891  0.05841  0.26116  1.42  2.81
 3 46  0.82407  0.01584  0.05103  0.27272  1.40  2.66
 3 47  0.83038  0.01249  0.04493  0.27285  1.34  2.48
 3 48  0.82740  0.02632  0.18507  0.21141  1.68  3.16
 3 49  0.84273  0.01398  0.10320  0.25403  1.74  2.77
 3 50  0.84996  0.01087  0.06828  0.26867  1.89  3.04
 3 51  0.85316  0.00959  0.04781  0.27333  2.09  3.56
 3 52  0.84550  0.00840  0.02805  0.26694  1.94  3.42
 3 53  0.84073  0.00640 -0.00315  0.26488  1.72  3.09
 3 54  0.83093  0.00866  0.09326  0.19870  1.71  3.44
 3 55  0.80758  0.04060  0.27312  0.14534  1.76  2.69
 3 56  0.82462  0.01243  0.11367  0.21195  1.32  2.45
 3 57  0.80535  0.01618  0.11736  0.17072  1.66  3.11
 3 58  0.89162  0.01381  0.18258  0.28322  2.05  5.31
 3 59  0.89415  0.01446  0.18042  0.29243  1.79  4.67
 3 60  0.89450  0.01621  0.18796  0.29678  1.84  4.88
 3 61  0.89549  0.01747  0.19267  0.30234  1.91  5.12
 3 62  0.89718  0.01817  0.19464  0.30918  1.98  5.37
 3 63  0.89720  0.01850  0.19446  0.31513  1.94  5.28
 3 64  0.82430  0.08597  0.32234  0.16277  1.62  2.67
 3 65  0.89630  0.01931  0.19638  0.32473  1.89  5.19
 3 66  0.89372  0.01973  0.19736  0.32691  1.88  5.13
 3 67  0.89030  0.01974  0.19635  0.32830  1.87  5.06
 3 68  0.88767  0.01860  0.18967  0.33109  1.83  4.85
 3 69  0.88548  0.01497  0.16756  0.33608  1.61  4.13
 3 70  0.90967  0.00524  0.11863  0.36756  1.71  4.62
 3 71  0.84429  0.01772  0.13914  0.28777  1.30  2.05
 3 72  0.82263  0.01587  0.10680  0.28325  1.28  2.12
 3 73  0.81507  0.01441  0.08132  0.28417  1.26  2.14
 3 74  0.81051  0.01263  0.05463  0.28880  1.22  2.12
 3 75  0.81383  0.01057  0.02939  0.30473  1.07  2.06
 3 76  0.80924  0.01204  0.04305  0.30032  1.05  2.01
 3 77  0.80828  0.01209  0.04439  0.29979  1.06  2.02
 3 78  0.81411  0.00937  0.03130  0.30547  1.06  2.00
 3 79  0.80982  0.00710  0.01978  0.29598  1.12  2.15
 3 80  0.79691  0.01360  0.14162  0.24104  1.51  2.69
 3 81  0.80057  0.00923  0.09040  0.25814  1.42  2.43
 3 82  0.79562  0.00794  0.06917  0.25532  1.58  2.40
 3 83  0.79737  0.00683  0.04870  0.26007  1.67  2.60
 3 84  0.79241  0.00605  0.03187  0.25526  1.71  2.79
 3 85  0.78997  0.00449 -0.00082  0.25489  1.59  2.59
 3 86  0.79430  0.00427  0.05684  0.21430  2.28  4.41
 3 87  0.74847  0.03063  0.27162  0.13736  2.14  3.45
 3 88  0.77123  0.00601  0.06463  0.19657  2.13  3.97
 3 89  0.76298  0.00789  0.08010  0.18961  2.05  3.65
 3 90  0.75984  0.00836  0.07446  0.18917  2.03  3.64
 3 91  0.82573  0.00839  0.06160  0.27248  2.24  4.71
 3 92  0.82174  0.00967  0.07261  0.27194  2.24  4.59
 4  4  1.06448  0.00770  0.03157  0.38163  2.40  4.48
 4  5  1.06757  0.01122 -0.07160  0.52173  2.82  5.02
 4  6  1.11550  0.01814 -0.06640  0.65844  2.34  4.17
 4  7  0.94556  0.02502 -0.04736  0.52343  2.28  4.22
 4  8  0.85937  0.02901 -0.03660  0.43595  2.26  4.07
 4  9  0.80990  0.03292 -0.01251  0.34540  2.09  4.14
 4 10  0.85899  0.28403  0.35146 -0.06052  1.83  5.12
 4 11  1.15791  0.00170 -0.13729  0.56849  2.38  5.05
 4 12  1.02579  0.00087 -0.13092  0.40279  0.86  1.54
 4 13  0.96855  0.00456 -0.06412  0.38211  0.97  1.54
 4 14  0.96818  0.00742 -0.05191  0.40117  1.31  2.74
 4 15  0.95659  0.00944 -0.05310  0.40462  1.05  1.98
 4 16  0.92724  0.01082 -0.05549  0.38762  0.98  1.66
 4 17  0.88321  0.01230 -0.03313  0.32422  1.23  2.17
 4 18  0.90369  0.02970  0.18084  0.21746  1.49  2.46
 4 19  1.01773  0.00600  0.04298  0.36283  2.07  3.84
 4 20  1.07842  0.00461  0.01753  0.40740  2.09  3.94
 4 21  0.97894  0.02142  0.09054  0.35013  1.97  3.45
 4 22  0.95620  0.03059  0.10356  0.34026  1.75  2.93
 4 23  0.94027  0.02977  0.08343  0.34792  1.52  2.78
 4 24  0.94458  0.02655  0.05879  0.37734  1.46  3.20
 4 25  0.94055  0.02413  0.04327  0.40127  1.13  2.05
 4 26  0.94631  0.02195  0.02868  0.42897  1.01  1.82
 4 27  0.95288  0.02023  0.01766  0.45122  1.01  1.71
 4 28  0.91654  0.02076  0.02448  0.41241  0.93  1.85
 4 29  0.96072  0.01469  0.02373  0.44480  1.30  2.26
 4 30  1.03295  0.00752  0.05597  0.47081  1.62  3.25
 4 31  0.99296  0.00487 -0.03646  0.46037  1.34  3.17
 4 32  0.96237  0.00562 -0.04453  0.44570  1.31  3.12
 4 33  0.93456  0.00662 -0.04482  0.42450  1.37  3.25
 4 34  0.89704  0.00698 -0.05087  0.39239  1.24  2.82
 4 35  0.86430  0.00672 -0.04294  0.34287  1.33  2.54
 4 36  0.94906  0.00881  0.09226  0.31713  3.37  5.95
 4 37  0.92179  0.00681  0.08639  0.31059  2.58  4.91
 4 38  0.89786  0.01203  0.16093  0.26056  2.14  4.70
 4 39  0.83608  0.01826  0.11178  0.24506  1.87  3.66
 4 40  0.83192  0.02145  0.10439  0.24387  2.17  4.45
 4 41  0.81739  0.01999  0.08253  0.24315  1.64  3.47
 4 42  0.82023  0.01792  0.06163  0.25889  1.46  2.87
 4 43  0.83100  0.01679  0.04920  0.27830  1.49  2.95
 4 44  0.83342  0.01589  0.03945  0.28773  1.43  2.71
 4 45  0.82867  0.01540  0.03531  0.28427  1.33  2.49
 4 46  0.81816  0.01443  0.03298  0.27047  1.23  2.22
 4 47  0.82736  0.01755  0.08857  0.24770  1.51  2.79
 4 48  0.85048  0.03458  0.22260  0.20613  2.24  4.70
 4 49  0.88438  0.00982  0.06689  0.28695  2.10  4.53
 4 50  0.87535  0.00834  0.03371  0.29074  2.00  4.35
 4 51  0.84408  0.00969  0.03771  0.26637  1.64  2.77
 4 52  0.85111  0.00830  0.01072  0.27488  1.85  4.04
 4 53  0.84942  0.00636 -0.00503  0.26809  1.77  3.96
 4 54  0.89161  0.00857  0.11893  0.24143  2.73  5.33
 4 55  0.99109  0.00536  0.06572  0.31902  3.52  6.21
 4 56  0.84658  0.01407  0.12363  0.23636  1.55  2.50
 4 57  0.81641  0.01761  0.12233  0.18404  1.72  2.89
 4 58  0.95628  0.01734  0.20575  0.31840  2.93  5.11
 4 59  0.95130  0.01943  0.20824  0.31703  2.81  4.93
 4 60  0.94235  0.02759  0.23648  0.30244  2.76  4.87
 4 61  0.82534  0.10318  0.34669  0.12786  1.64  2.58
 4 62  0.81119  0.14220  0.36979  0.07716  1.74  2.79
 4 63  0.80254  0.17887  0.38553  0.03451  1.86  3.04
 4 64  0.90698  0.03571  0.22022  0.27916  2.58  4.58
 4 65  0.79257  0.24372  0.40625 -0.03373  2.02  3.47
 4 66  0.79815  0.21577  0.39976  0.00535  1.96  3.37
 4 67  0.80913  0.16770  0.38496  0.07068  1.84  3.20
 4 68  0.82145  0.12122  0.36363  0.13529  1.69  2.89
 4 69  0.84433  0.05843  0.30905  0.22857  1.42  2.24
 4 70  1.04385  0.00001 -0.42075  0.46792  2.49  4.85
 4 71  0.85050  0.01966  0.13751  0.28462  1.20  1.94
 4 72  0.81964  0.02045  0.12000  0.27208  1.38  2.49
 4 73  0.82302  0.01527  0.07793  0.29207  1.18  1.96
 4 74  0.82657  0.01273  0.05253  0.30744  1.03  1.85
 4 75  0.83003  0.01178  0.04136  0.31752  1.04  1.74
 4 76  0.83158  0.01086  0.03064  0.32408  1.01  1.69
 4 77  0.82399  0.01003  0.02235  0.31703  0.98  1.82
 4 78  0.81394  0.00893  0.01624  0.30278  1.04  2.02
 4 79  0.80652  0.01084  0.06510  0.27116  1.26  2.24
 4 80  0.79728  0.02361  0.20279  0.21293  1.79  3.07
 4 81  0.89962  0.00669  0.05388  0.32205  3.19  5.79
 4 82  0.87887  0.00563  0.02419  0.31412  3.00  5.45
 4 83  0.84460  0.00502  0.00316  0.29728  2.33  4.73
 4 84  0.82966  0.00497 -0.00615  0.28603  2.14  4.60
 4 85  0.83147  0.00352 -0.02747  0.28311  2.17  4.62
 4 86  0.86428  0.00438  0.08549  0.25961  3.15  5.37
 4 87  0.84706  0.00635  0.13902  0.24011  2.89  5.24
 4 88  0.77629  0.00976  0.11488  0.19832  1.69  2.93
 4 89  0.77891  0.00872  0.08782  0.20500  1.68  2.95
 4 90  0.77625  0.00873  0.07667  0.20553  1.67  2.93
 4 91  0.78764  0.01363  0.09426  0.22644  1.58  2.91
 4 92  0.79275  0.01237  0.07999  0.23713  1.60  3.18
 5  5  1.05056  0.01664 -0.06978  0.58399  2.58  4.48
 5  6  0.93159  0.02705 -0.03777  0.48758  2.15  4.00
 5  7  0.85005  0.03334 -0.02771  0.41826  2.05  3.61
 5  8  0.80421  0.03996 -0.01426  0.35786  1.85  3.89
 5  9  0.81098  0.04268  0.00082  0.33510  1.65  3.78
 5 10  0.53977  0.14708  0.31156 -0.07324  2.30  5.14
 5 11  1.13234  0.00561 -0.06374  0.56490  1.97  3.87
 5 12  1.01050  0.00498 -0.06316  0.43217  0.94  1.74
 5 13  0.96761  0.00759 -0.05628  0.41114  0.76  1.26
 5 14  0.95528  0.01067 -0.04640  0.41054  1.02  1.95
 5 15  0.92516  0.01403 -0.03526  0.38673  0.67  1.28
 5 16  0.89269  0.01402 -0.03982  0.35556  1.02  1.66
 5 17  0.87074  0.01481 -0.02464  0.31735  1.37  2.35
 5 18  0.90671  0.02985  0.13264  0.23543  1.90  4.18
 5 19  0.97069  0.01883  0.08955  0.32697  2.01  3.99
 5 20  0.96204  0.02152  0.08031  0.33662  1.84  3.47
 5 21  0.91823  0.02535  0.05181  0.32671  1.59  3.61
 5 22  0.90752  0.02122  0.01719  0.35818  1.01  2.17
 5 23  0.90550  0.02154  0.01361  0.37118  0.92  1.92
 5 24  0.90996  0.02106  0.00697  0.39251  0.85  1.77
 5 25  0.91384  0.02072  0.00147  0.41111  0.78  1.61
 5 26  0.91156  0.02180  0.00626  0.41519  0.82  1.69
 5 27  0.90321  0.02303  0.01412  0.40702  0.96  2.08
 5 28  0.93657  0.02083  0.01083  0.43662  1.40  3.20
 5 29  0.95888  0.01715  0.02195  0.44254  1.53  3.14
 5 30  0.98466  0.01058  0.01711  0.45117  1.37  2.94
 5 31  0.96973  0.00783 -0.02859  0.45766  1.28  2.91
 5 32  0.93306  0.00895 -0.02688  0.42534  1.15  2.70
 5 33  0.90381  0.01026 -0.02256  0.39743  1.11  2.55
 5 34  0.87837  0.00870 -0.03980  0.37260  1.14  2.41
 5 35  0.85476  0.00856 -0.02916  0.33182  1.32  2.47
 5 36  0.83694  0.01539  0.10044  0.24190  1.64  2.74
 5 37  0.84158  0.01591  0.10698  0.24988  1.58  2.72
 5 38  0.83857  0.01784  0.10462  0.24812  1.67  3.22
 5 39  0.82738  0.01552  0.05082  0.26457  1.43  2.69
 5 40  0.83564  0.01253  0.01271  0.29290  1.36  2.72
 5 41  0.83587  0.01278  0.00868  0.29778  1.32  2.70
 5 42  0.83619  0.01283  0.00383  0.30404  1.29  2.65
 5 43  0.83539  0.01309  0.00115  0.30706  1.23  2.55
 5 44  0.82775  0.01401  0.00654  0.29847  1.17  2.30
 5 45  0.81378  0.01523  0.01497  0.28014  1.16  2.08
 5 46  0.81842  0.01663  0.03897  0.26718  1.32  2.51
 5 47  0.82939  0.01896  0.08253  0.25051  1.52  2.97
 5 48  0.86891  0.01676  0.10081  0.26801  2.09  4.44
 5 49  0.87890  0.01069  0.04332  0.29777  1.97  4.20
 5 50  0.86795  0.00989  0.02557  0.29315  1.81  4.01
 5 51  0.83914  0.01143  0.03467  0.26757  1.42  2.49
 5 52  0.85593  0.00755 -0.00888  0.28690  1.71  3.86
 5 53  0.84837  0.00668 -0.00817  0.27057  1.69  3.80
