# fitted for a_NLH (0.5 0.5)
# Z1 Z2 a b c d rms_err(%) max_err(%)
 3 42  0.39121 -1.78695  9.99834 -0.98986  1.89  3.52
 3 43  0.38028 -1.79668 10.10450 -0.99764  2.42  4.06
 3 44  0.42128 -1.78671 10.11069 -0.99123  2.38  4.31
 3 45  0.44433 -1.78105 10.09168 -0.98838  2.50  4.64
 3 46  0.45354 -1.76898 10.02748 -0.98907  2.75  5.30
 3 47  0.44698 -1.75571  9.94080 -0.99060  2.81  5.39
 3 48  0.73304 -1.66116  9.30119 -0.93003  1.00  1.57
 3 49  0.63499 -1.68579  9.51575 -0.95020  1.96  4.55
 3 50  0.58242 -1.69958  9.60471 -0.95954  2.71  6.03
 3 51  0.54491 -1.71043  9.66400 -0.96306  3.45  7.18
 3 52  0.46525 -1.73013  9.76038 -0.97609  3.72  7.82
 3 53  0.37956 -1.75227  9.84853 -0.99392  4.06  8.68
 3 54  0.39156 -1.70743  9.44884 -0.96998  2.64  4.31
 3 55  0.81100 -1.61578  8.97852 -0.91160  1.32  3.43
 3 56  0.45144 -1.70683  9.48010 -0.97476  1.89  3.68
 3 57  0.40752 -1.72879  9.57411 -0.95349  2.01  3.31
 3 58  1.18617 -1.57735  8.61371 -0.88864  1.75  4.92
 3 59  1.18231 -1.58260  8.64678 -0.89343  1.52  4.12
 3 60  1.21643 -1.58253  8.63627 -0.89183  1.56  4.26
 3 61  1.25080 -1.58198  8.62566 -0.89068  1.63  4.49
 3 62  1.28483 -1.58114  8.61607 -0.88979  1.73  4.79
 3 63  1.29928 -1.58200  8.63465 -0.89161  1.70  4.66
 3 64  1.19257 -1.59956  8.71771 -0.89767  2.05  5.23
 3 65  1.33179 -1.58249  8.66185 -0.89438  1.62  4.46
 3 66  1.33787 -1.58334  8.69118 -0.89632  1.61  4.35
 3 67  1.33227 -1.58492  8.73438 -0.89957  1.60  4.28
 3 68  1.30836 -1.58771  8.79421 -0.90510  1.55  4.12
 3 69  1.23656 -1.59409  8.91233 -0.91553  1.36  3.60
 3 70  1.51126 -1.55191  8.56543 -0.89325  1.63  3.98
 3 71  0.73942 -1.67105  9.48705 -0.96936  1.10  2.29
 3 72  0.60147 -1.70696  9.83577 -0.98634  1.46  2.74
 3 73  0.50740 -1.73541 10.01463 -1.00002  1.85  3.20
 3 74  0.43374 -1.76082 10.16505 -1.01278  2.36  3.76
 3 75  0.41474 -1.76959 10.29630 -1.01887  2.98  5.43
 3 76  0.46449 -1.75722 10.28469 -1.00896  2.60  4.53
 3 77  0.47695 -1.75373 10.29462 -1.00581  2.60  4.49
 3 78  0.48520 -1.74147 10.25657 -1.00598  2.81  4.89
 3 79  0.45720 -1.73564 10.22895 -1.01045  2.95  5.06
 3 80  0.64033 -1.66833  9.80370 -0.96887  1.52  3.19
 3 81  0.60684 -1.67881  9.91327 -0.97632  1.54  2.88
 3 82  0.55948 -1.68903  9.99422 -0.98129  1.68  3.59
 3 83  0.53821 -1.69507 10.04811 -0.98348  2.10  4.78
 3 84  0.48781 -1.70692 10.12746 -0.98841  2.44  5.28
 3 85  0.42115 -1.72196 10.21317 -0.99942  2.99  6.07
 3 86  0.39294 -1.69277  9.83167 -0.99389  2.14  3.58
 3 87  0.77284 -1.60882  9.60122 -0.92254  1.48  3.62
 3 88  0.35080 -1.71904 10.04958 -0.99187  2.17  3.47
 3 89  0.36567 -1.72226 10.10295 -0.98613  1.73  2.78
 3 90  0.35463 -1.73267 10.16140 -0.98676  1.77  2.84
 3 91  0.56970 -1.69539  9.91962 -0.96836  2.87  5.90
 3 92  0.60742 -1.69147  9.94659 -0.96069  2.86  5.85
 4  4  0.46670 -1.71382  8.29110 -1.02943  1.11  3.04
 4  5  0.18224 -1.91144  9.20764 -1.13492  1.94  3.73
 4  6  0.22122 -1.92693  9.67975 -1.15263  2.39  4.64
 4  7  0.26607 -1.93457 10.46344 -1.11704  1.79  3.19
 4  8  0.29005 -1.93787 10.83985 -1.09233  1.54  2.64
 4  9  0.33797 -1.91708 10.79738 -1.05496  1.73  3.58
 4 10  1.45658 -1.62971  7.58078 -0.82925  2.33  6.26
 4 11  0.80421 -1.66870  8.71119 -0.98462  6.38 15.19
 4 12  0.66385 -1.64932  8.60581 -1.00387  4.30  7.43
 4 13  0.30003 -1.78970  9.25848 -1.06102  4.98  8.53
 4 14  0.31729 -1.81111  9.49754 -1.05249  5.20  9.60
 4 15  0.26649 -1.84976  9.62045 -1.07004  5.25  9.50
 4 16  0.22197 -1.88375  9.77178 -1.08168  4.90  8.60
 4 17  0.22022 -1.88059  9.71894 -1.06666  3.22  6.10
 4 18  0.59112 -1.68847  8.63871 -0.95430  0.67  1.35
 4 19  0.81670 -1.63674  8.41408 -0.94296  2.77  7.41
 4 20  0.76712 -1.64539  8.31176 -0.95632  3.23  6.83
 4 21  0.69037 -1.70946  8.85172 -0.95773  2.60  5.68
 4 22  0.72763 -1.72373  8.97917 -0.94886  2.61  5.73
 4 23  0.63773 -1.75234  9.23630 -0.97292  2.53  5.37
 4 24  0.56077 -1.77584  9.42117 -1.00100  2.39  5.13
 4 25  0.56078 -1.78047  9.57714 -1.00896  3.10  6.37
 4 26  0.53565 -1.78891  9.70179 -1.02384  3.30  6.57
 4 27  0.52621 -1.79242  9.78980 -1.03158  3.62  7.20
 4 28  0.48730 -1.80020  9.88260 -1.03466  2.89  5.56
 4 29  0.60475 -1.74854  9.59928 -1.01420  3.45  7.24
 4 30  1.05114 -1.62971  8.69592 -0.95597  2.04  4.52
 4 31  0.55904 -1.71993  9.40078 -1.03188  3.73  7.52
 4 32  0.45923 -1.75415  9.67180 -1.04666  4.05  7.80
 4 33  0.39224 -1.78226  9.86360 -1.05327  4.11  8.19
 4 34  0.31018 -1.81585 10.06152 -1.06445  4.21  7.42
 4 35  0.27726 -1.81978 10.05677 -1.05950  3.89  6.66
 4 36  0.44857 -1.70124  8.71213 -1.03424  0.68  1.33
 4 37  0.73646 -1.63856  8.90583 -0.96617  1.80  4.23
 4 38  0.68821 -1.63629  8.89243 -0.95176  1.75  2.84
 4 39  0.58910 -1.70690  9.54002 -0.95907  1.59  3.87
 4 40  0.56165 -1.72933  9.67567 -0.95868  2.02  4.09
 4 41  0.48304 -1.75694  9.84102 -0.97572  1.93  4.22
 4 42  0.44818 -1.77179  9.94395 -0.98781  2.25  4.69
 4 43  0.45694 -1.77312  9.96853 -0.99044  2.75  5.74
 4 44  0.44208 -1.77968 10.04200 -0.99564  2.99  5.88
 4 45  0.42161 -1.78544 10.07513 -0.99947  2.99  5.77
 4 46  0.38467 -1.79203 10.09426 -1.00459  2.79  5.09
 4 47  0.51789 -1.73450  9.72945 -0.96994  1.94  4.26
 4 48  0.78731 -1.64637  8.98944 -0.92709  1.26  2.46
 4 49  0.56155 -1.69806  9.38031 -0.97081  2.57  5.17
 4 50  0.48848 -1.72181  9.56568 -0.98441  3.08  6.19
 4 51  0.46045 -1.73554  9.75012 -0.98018  3.16  6.60
 4 52  0.38102 -1.76211  9.80434 -0.99924  3.60  6.93
 4 53  0.34271 -1.76391  9.77219 -1.00729  3.71  6.84
 4 54  0.60078 -1.64797  8.91758 -0.95428  2.02  4.39
 4 55  0.43964 -1.68502  8.31258 -1.03794  0.84  1.57
 4 56  0.63128 -1.67203  9.29662 -0.94977  1.37  3.45
 4 57  0.48886 -1.71114  9.47275 -0.94386  1.68  3.69
 4 58  1.17571 -1.58019  8.28202 -0.90526  2.60  5.17
 4 59  1.13353 -1.58889  8.35868 -0.91248  2.39  4.72
 4 60  1.12031 -1.59350  8.35092 -0.91993  2.31  4.07
 4 61  1.24562 -1.58537  8.56167 -0.87744  1.93  4.99
 4 62  1.27979 -1.58412  8.53095 -0.87697  2.41  6.30
 4 63  1.31575 -1.58229  8.50500 -0.87589  2.69  7.08
 4 64  0.81842 -1.65201  8.79956 -0.96333  1.33  2.49
 4 65  1.39480 -1.57693  8.46320 -0.87229  3.02  8.05
 4 66  1.41218 -1.57571  8.47727 -0.87367  2.93  7.82
 4 67  1.42188 -1.57460  8.50054 -0.87620  2.73  7.29
 4 68  1.41306 -1.57477  8.54534 -0.87995  2.43  6.47
 4 69  1.35045 -1.57767  8.67370 -0.88994  1.78  4.43
 4 70  1.38448 -1.55162  8.19329 -0.94128  2.88  7.12
 4 71  0.70735 -1.68231  9.45425 -0.96916  1.18  2.26
 4 72  0.64727 -1.70660  9.79879 -0.97193  1.14  2.38
 4 73  0.54665 -1.73218  9.97784 -0.99287  1.90  3.39
 4 74  0.51242 -1.74286 10.08909 -1.00184  2.39  4.27
 4 75  0.51650 -1.74348 10.13101 -1.00291  2.63  5.05
 4 76  0.50472 -1.74717 10.18177 -1.00601  2.90  5.54
 4 77  0.46340 -1.75614 10.24941 -1.01189  3.02  5.41
 4 78  0.41742 -1.76289 10.27821 -1.01768  3.02  5.24
 4 79  0.49501 -1.72634 10.04875 -0.99524  2.01  3.41
 4 80  0.69309 -1.65611  9.59687 -0.95449  1.28  2.40
 4 81  0.46955 -1.70473  9.22030 -1.03271  0.41  0.68
 4 82  0.43584 -1.71778  9.44551 -1.03190  0.94  2.70
 4 83  0.43676 -1.72349  9.84152 -1.01410  2.43  4.84
 4 84  0.38874 -1.74065  9.98609 -1.01714  2.84  5.64
 4 85  0.37643 -1.73370  9.93328 -1.02036  3.05  6.05
 4 86  0.59392 -1.63868  9.12862 -0.98680  1.47  2.99
 4 87  0.71396 -1.61255  9.13506 -0.95935  1.55  2.55
 4 88  0.51550 -1.67819  9.87735 -0.96515  1.27  2.55
 4 89  0.45613 -1.70003  9.95016 -0.97552  1.52  2.85
 4 90  0.42476 -1.71448 10.02211 -0.97983  1.69  3.09
 4 91  0.46148 -1.72948 10.05365 -0.97924  1.92  3.32
 4 92  0.44780 -1.73599 10.10308 -0.98269  2.37  3.96
 5  5  0.20073 -1.93650  9.78384 -1.14387  2.06  4.21
 5  6  0.28560 -1.92703 10.38123 -1.10338  1.77  3.03
 5  7  0.32203 -1.93302 10.83679 -1.08088  1.66  3.00
 5  8  0.36849 -1.92871 10.97286 -1.05548  1.80  3.53
 5  9  0.41040 -1.90931 10.71601 -1.03690  2.17  4.25
 5 10  1.03234 -1.68103 11.81131 -0.85061  1.82  3.65
 5 11  0.61910 -1.72599  8.98220 -1.01895  6.09 13.20
 5 12  0.32951 -1.78565  9.15543 -1.06995  4.96  8.47
 5 13  0.27372 -1.83198  9.48856 -1.07435  5.03  8.43
 5 14  0.27991 -1.85009  9.66993 -1.06866  4.90  8.90
 5 15  0.26039 -1.87411  9.74991 -1.07292  4.14  7.39
 5 16  0.22462 -1.89507  9.85508 -1.07552  3.67  6.75
 5 17  0.23291 -1.88529  9.80276 -1.06213  2.89  5.04
 5 18  0.49906 -1.74164  8.88169 -0.96735  1.26  2.14
 5 19  0.62650 -1.71003  8.80463 -0.96508  2.28  4.94
 5 20  0.61376 -1.72968  8.97745 -0.96815  2.62  5.66
 5 21  0.46330 -1.79717  9.40761 -1.00359  2.22  4.63
 5 22  0.40521 -1.82412  9.70632 -1.02867  3.03  5.95
 5 23  0.40527 -1.82899  9.80487 -1.03473  3.04  5.84
 5 24  0.40659 -1.83217  9.89951 -1.04156  3.35  6.21
 5 25  0.40476 -1.83582  9.97846 -1.04852  3.48  6.36
 5 26  0.42595 -1.83169 10.01751 -1.04621  3.37  6.21
 5 27  0.45075 -1.82513 10.04234 -1.03913  3.21  6.10
 5 28  0.46218 -1.81446  9.94246 -1.04109  3.17  6.35
 5 29  0.55657 -1.76984  9.70700 -1.01963  3.33  7.14
 5 30  0.63267 -1.72464  9.42707 -1.00845  3.40  6.89
 5 31  0.48294 -1.76111  9.70515 -1.04069  4.03  8.18
 5 32  0.41030 -1.78785  9.88948 -1.04837  4.11  7.45
 5 33  0.37122 -1.80678 10.02664 -1.04957  3.89  6.86
 5 34  0.29475 -1.83100 10.13765 -1.06231  3.98  6.89
 5 35  0.28184 -1.82734 10.10097 -1.05375  3.63  6.08
 5 36  0.43282 -1.73765  9.54199 -0.99299  1.36  2.24
