# Z1 Z2     a1        b1       a2       b2       a3       b3  rmax[A]    error
10 73  0.16169  40.52337  0.54806  8.95275  0.29040  3.65012  2.55153  0.03013
10 74  0.19359  35.11859  0.54234  8.36907  0.26435  3.55409  2.41594  0.02540
10 75  0.17250  38.62753  0.54652  8.83007  0.28132  3.58862  2.40102  0.02231
10 76  0.14957  43.40916  0.55202  9.36850  0.29881  3.61656  2.39567  0.01943
10 77  0.11864  52.51308  0.55827 10.16868  0.32349  3.66876  2.43300  0.01911
10 78  0.13042  49.07474  0.56656  9.81385  0.30349  3.53620  2.36900  0.00783
10 79  0.12646  50.90007  0.57981  9.81804  0.29393  3.44823  2.74700  0.01202
10 80  0.12344  49.94279  0.58494  9.90002  0.29169  3.41043  2.94200  0.01802
10 81  0.11001  55.02644  0.58430 10.30113  0.30579  3.45561  2.99600  0.01899
10 82  0.07835  74.12415  0.58679 11.27574  0.33482  3.55019  3.09200  0.02803
10 83  0.07380  77.72022  0.58163 11.59390  0.34438  3.58982  3.10800  0.02572
10 84  0.08036  72.00053  0.57623 11.53060  0.34309  3.58126  3.11100  0.02355
10 85  0.11715  53.50514  0.56798 10.60487  0.31453  3.44403  3.11000  0.01630
10 86  0.60680  13.97318  0.38329  3.87667  0.01218  1.01250  3.02196  0.02445
10 87  0.58982  14.33566  0.38274  4.07575  0.02838  1.72591  2.98240  0.02500
10 88  0.52914  15.47402  0.35193  5.00996  0.11943  2.58290  2.82759  0.02303
10 89  0.54258  15.09462  0.36048  4.77852  0.09768  2.45319  2.68590  0.02272
10 90  0.48217  16.47331  0.35869  5.64391  0.15968  2.76761  2.71748  0.02414
10 91  0.50696  16.45426  0.48456  4.50234  0.02555  0.46920  2.51794  0.02314
10 92  0.48590  17.46643  0.50617  4.61768  0.07534  0.22341  2.42872  0.02436
11 11  0.46564  11.00319  0.53487  3.34699  0.00000  1.00000  2.13600  0.05031
11 12  0.37989  13.35176  0.61299  3.73435  0.00000  1.00000  2.64300  0.04380
11 13  0.36989  14.37814  0.62186  3.81995  0.00000  1.00000  2.27800  0.03614
11 14  0.34724  15.49402  0.64255  3.96032  0.00000  1.00000  2.04000  0.03084
11 15  0.33408  15.15280  0.65414  4.06772  0.00000  1.00000  1.88700  0.02605
11 16  0.33665  15.21482  0.64993  4.11550  0.00000  1.00000  1.77600  0.02111
11 17  0.33058  15.55572  0.64954  4.25177  0.00000  1.00000  1.69900  0.02385
11 18  0.14988  25.54899  0.62076  6.58060  0.23137  2.43606  2.60114  0.03313
11 19  0.13256  27.18727  0.57744  7.29240  0.28960  2.74638  2.60100  0.02696
11 20  0.07964  37.54021  0.54065  8.70668  0.37588  3.17966  2.65000  0.03126
11 21  0.09273  35.27355  0.56189  8.29794  0.34356  3.10428  2.35000  0.02961
11 22  0.08181  40.78409  0.56514  8.56330  0.35195  3.19139  2.19600  0.03336
11 23  0.08416  41.91764  0.58119  8.43146  0.33489  3.16914  2.07300  0.03329
11 24  0.07774  45.39319  0.57454  8.70550  0.34842  3.26251  1.97300  0.03271
11 25  0.07957  45.49319  0.56654  8.77001  0.35517  3.32822  1.88700  0.02846
11 26  0.07166  49.27518  0.53559  9.34208  0.39359  3.52134  1.82500  0.02692
11 27  0.06472  53.16196  0.50342  9.97671  0.43241  3.70152  1.77700  0.02380
11 28  0.06875  51.93212  0.51974  9.80044  0.41345  3.60057  1.73400  0.02121
11 29  0.06628  53.09751  0.51397 10.06312  0.41994  3.62949  1.73400  0.01682
11 30  0.05500  58.91173  0.47483 11.06196  0.46774  3.84971  2.53900  0.02056
11 31  0.03909  78.75499  0.46170 12.04778  0.49605  3.95168  2.24200  0.01796
11 32  0.03320  89.20610  0.44365 12.84067  0.51893  4.04901  2.06700  0.01724
11 33  0.02889 102.54842  0.42727 13.52477  0.53855  4.13697  1.95400  0.01661
11 34  0.03552  84.50100  0.42011 13.43134  0.53811  4.15087  1.87200  0.01387
11 35  0.38412  17.19762  0.59821  4.53614  9.99990  0.02335  1.81100  0.01659
11 36  0.24984  24.43721  0.59903  6.09672  0.15194  2.45175  2.91272  0.02360
11 37  0.23883  25.10662  0.56704  6.47647  0.19371  2.70810  2.76700  0.01798
11 38  0.19214  29.28266  0.52583  7.52550  0.27967  3.14155  2.90600  0.02079
11 39  0.20496  28.52264  0.54790  7.14973  0.24591  3.00349  2.49600  0.02062
11 40  0.19842  29.62562  0.55689  7.19380  0.24424  2.99677  2.31200  0.02207
11 41  0.20207  29.72152  0.57149  7.04474  0.22707  2.91267  2.16500  0.02281
11 42  0.17144  33.53530  0.55505  7.74263  0.27399  3.11550  2.07000  0.02357
11 43  0.13834  39.48492  0.54148  8.58369  0.32065  3.28821  1.99900  0.02191
11 44  0.11617  45.01468  0.53988  9.19870  0.34505  3.34758  1.94600  0.01976
11 45  0.09498  51.96877  0.52690  9.99061  0.37888  3.47125  1.89700  0.01486
11 46  0.12395  42.85076  0.55058  9.04506  0.32759  3.22384  1.88000  0.01013
11 47  0.12586  42.49240  0.55968  8.99502  0.31638  3.15122  1.93400  0.01187
11 48  0.06775  68.61785  0.53168 11.09029  0.39928  3.52846  2.60000  0.01839
11 49  0.06031  75.72006  0.52871 11.50314  0.40944  3.57052  2.36800  0.01875
11 50  0.05380  83.66182  0.52151 11.96173  0.42253  3.63350  2.21500  0.01908
11 51  0.04218 105.57196  0.51538 12.68604  0.43962  3.69624  2.11500  0.01997
11 52  0.03646 121.94873  0.50875 13.20668  0.45127  3.74711  2.04000  0.01966
11 53  0.04082 108.06859  0.51165 13.01015  0.44303  3.72770  1.98000  0.01674
11 54  0.46907  16.18520  0.45947  4.52641  0.07212  2.05073  3.23689  0.02201
11 55  0.35999  19.18387  0.49137  5.70574  0.14760  2.62680  2.99500  0.01907
11 56  0.36796  18.98988  0.53201  5.41940  0.09985  2.30208  2.79600  0.02011
11 57  0.40871  18.14197  0.48250  4.99795  0.10917  2.33452  2.56500  0.02042
11 58  0.31816  22.03523  0.56645  5.88245  0.11450  2.54535  2.96100  0.02084
11 59  0.30548  23.06653  0.58664  5.95213  0.10717  2.52104  2.92100  0.02204
11 60  0.29932  23.69632  0.60173  5.97615  0.09845  2.47455  2.88300  0.02257
11 61  0.29346  24.22878  0.60835  6.05079  0.09777  2.49469  2.84800  0.02324
11 62  0.28790  24.74839  0.61303  6.13347  0.09871  2.52824  2.81600  0.02357
11 63  0.28189  25.30509  0.61711  6.22423  0.10066  2.57020  2.78500  0.02382
11 64  0.26974  24.91263  0.60071  6.49853  0.12869  2.89327  2.89200  0.02561
11 65  0.27380  26.25080  0.62668  6.33757  0.09930  2.60223  2.73000  0.02331
11 66  0.26594  27.13474  0.63145  6.43650  0.10240  2.65044  2.70500  0.02300
11 67  0.25601  28.25101  0.63464  6.57234  0.10911  2.72141  2.68200  0.02161
11 68  0.25216  28.66853  0.62705  6.70005  0.12051  2.81963  2.66000  0.01993
11 69  0.24104  29.67881  0.61202  6.99325  0.14655  2.98617  2.64000  0.01631
11 70  0.27888  24.74974  0.57943  6.76977  0.14073  2.98919  3.04300  0.01246
11 71  0.21087  32.05953  0.59796  7.50047  0.19037  3.24007  2.48700  0.01841
11 72  0.22249  32.37902  0.59062  7.42354  0.18643  3.22260  2.31000  0.01974
11 73  0.22139  32.66410  0.58868  7.47728  0.18969  3.22852  2.17300  0.02236
11 74  0.21315  33.83919  0.58767  7.65445  0.19926  3.24475  2.08900  0.02035
11 75  0.18994  37.18932  0.57762  8.18460  0.23255  3.37869  2.02700  0.01975
11 76  0.16752  41.11140  0.56871  8.75785  0.26392  3.48864  1.97500  0.01786
11 77  0.15415  43.79246  0.55640  9.21379  0.28927  3.58691  1.93100  0.01366
11 78  0.19772  36.49489  0.58854  8.03835  0.21476  3.15917  1.93200  0.00817
11 79  0.20491  35.95581  0.60815  7.76526  0.18848  2.94648  1.98800  0.01018
11 80  0.15442  43.52274  0.58046  9.03857  0.26443  3.39041  2.61800  0.01617
11 81  0.15300  43.51837  0.57142  9.25712  0.27476  3.42675  2.42400  0.01741
11 82  0.13345  49.27438  0.57580  9.63231  0.28960  3.47672  2.28700  0.01934
11 83  0.12735  50.94482  0.56746  9.94302  0.30359  3.54240  2.19000  0.01947
11 84  0.12029  52.99060  0.56043 10.29417  0.31727  3.59363  2.12200  0.01891
11 85  0.12415  51.57130  0.55812 10.27830  0.31518  3.57890  2.06700  0.01707
11 86  0.50680  15.76795  0.42105  4.96181  0.07240  2.22273  3.42300  0.02555
11 87  0.35366  21.62152  0.48775  6.55093  0.15805  2.76512  3.19000  0.02328
11 88  0.36150  21.35017  0.47961  6.49290  0.15819  2.78720  2.86000  0.02292
11 89  0.34850  21.44952  0.48564  6.67874  0.16532  2.81060  2.64600  0.02203
11 90  0.33325  22.26672  0.49432  6.85566  0.17194  2.84320  2.51500  0.02115
11 91  0.45658  17.88869  0.52069  4.96184  0.02566  1.35017  2.56000  0.02336
11 92  0.45102  18.53526  0.53181  4.95361  0.02253  1.04464  2.52100  0.02353
12 12  0.36861  13.79799  0.61740  3.87929  9.99990  0.01202  3.02800  0.03345
12 13  0.32121  16.22041  0.65316  4.20033  9.99990  0.02619  2.40700  0.03169
12 14  0.31423  16.78198  0.65695  4.29331  9.99990  0.02964  2.00700  0.02735
12 15  0.31761  16.02944  0.65267  4.32980  9.99990  0.03095  1.80200  0.02446
12 16  0.28845  17.26275  0.66510  4.63682  9.99990  0.04831  1.67300  0.02341
12 17  0.25686  18.51847  0.68137  4.99093  9.99990  0.05754  1.69600  0.02147
12 18  0.07944  33.26263  0.59097  8.31375  0.32946  2.78571  3.28000  0.03020
12 19  0.08777  32.32389  0.57455  8.37655  0.33409  2.92337  3.16600  0.02608
12 20  0.70861   8.71213  0.28919  2.74665  0.00000  1.00000  3.90800  0.03459
12 21  0.07230  41.10303  0.59602  8.65220  0.32952  2.99107  2.62900  0.02927
12 22  0.05579  51.84107  0.58610  9.20609  0.35619  3.15629  2.36500  0.03264
12 23  0.05154  57.02329  0.57386  9.52310  0.37315  3.27503  2.18300  0.03280
12 24  0.05103  58.55614  0.56041  9.79093  0.38776  3.37288  2.04100  0.03136
12 25  0.04471  68.42875  0.53523 10.29465  0.41926  3.54557  1.94700  0.02865
12 26  0.05630  56.71697  0.52316 10.16632  0.42048  3.59561  1.86300  0.02229
12 27  0.05675  55.92966  0.50313 10.49656  0.43997  3.69961  1.79100  0.01837
12 28  0.05212  61.36545  0.50179 10.77793  0.44624  3.71802  1.74400  0.01743
12 29  0.04120  72.29163  0.46622 11.88082  0.48990  3.91605  1.87300  0.01728
12 30  0.45198  14.26466  0.54144  4.16826  8.57673  0.01082  2.62000  0.01732
12 31  0.42379  15.21972  0.56514  4.34100  9.99990  0.01773  2.31100  0.01802
12 32  0.40489  15.97311  0.58067  4.46113  9.99990  0.02198  2.03300  0.01841
12 33  0.38894  16.75381  0.59372  4.55532  9.99990  0.02565  1.88300  0.01746
12 34  0.36393  17.89973  0.61042  4.74937  9.99990  0.03569  1.79100  0.01648
12 35  0.34497  18.95584  0.62358  4.89651  9.99990  0.03870  1.83700  0.01530
12 36  0.21257  27.09072  0.58587  6.83200  0.20140  2.68392  3.36300  0.01898
12 37  0.22465  26.08119  0.56856  6.78219  0.20508  2.76389  3.38500  0.01623
12 38  0.42029  15.48881  0.49795  4.87010  0.08119  2.07476  5.28800  0.02406
12 39  0.19665  29.54549  0.58582  7.15217  0.21656  2.80185  2.63700  0.01905
12 40  0.17659  32.15041  0.58046  7.55586  0.24234  2.92705  2.34500  0.02177
12 41  0.16631  33.77448  0.57899  7.79164  0.25485  2.97391  2.14600  0.02082
12 42  0.15232  35.89847  0.57188  8.18951  0.27651  3.05770  2.01100  0.01884
12 43  0.12221  42.11074  0.55557  9.03970  0.32240  3.26167  1.90600  0.01742
12 44  0.11038  45.19615  0.54242  9.53158  0.34704  3.36925  1.83300  0.01316
12 45  0.09871  49.28052  0.54061  9.93767  0.36065  3.40923  1.79300  0.01369
12 46  0.12084  43.06979  0.56940  9.12417  0.31253  3.12622  1.78700  0.01191
12 47  0.08647  55.45109  0.55020 10.30814  0.36309  3.38802  2.08700  0.01439
12 48  0.06213  72.00041  0.53323 11.42211  0.40246  3.58301  2.78300  0.01615
12 49  0.09173  52.31065  0.53383 10.50485  0.37255  3.47529  2.49500  0.01819
12 50  0.08671  54.70176  0.53047 10.78157  0.38039  3.51601  2.21100  0.01825
12 51  0.06841  65.99208  0.53268 11.47947  0.39639  3.54662  2.08100  0.01919
12 52  0.06232  71.22388  0.53419 11.79503  0.40101  3.54927  1.99800  0.01650
12 53  0.51630  15.04378  0.46895  4.02541  9.99990  0.02265  2.05300  0.01889
12 54  0.44892  16.87663  0.45449  4.90397  0.09680  2.15760  3.53900  0.01915
12 55  0.35241  19.99282  0.52819  5.68769  0.11878  2.33687  3.79900  0.01549
12 56  0.32538  21.62752  0.56590  5.84529  0.10904  2.22051  2.97800  0.01748
12 57  0.42690  17.69689  0.49260  4.88994  0.08223  1.95355  2.51500  0.01678
12 58  0.34284  20.98125  0.57796  5.61661  0.07826  2.15930  3.69000  0.02084
12 59  0.31877  22.57563  0.59605  5.82748  0.08423  2.25326  3.57400  0.02159
12 60  0.31046  23.14756  0.60135  5.93466  0.08727  2.31827  3.49100  0.02198
12 61  0.30488  23.51796  0.60433  6.02501  0.08989  2.37617  3.43000  0.02219
12 62  0.29932  23.91600  0.60718  6.11492  0.09259  2.43459  3.38200  0.02163
12 63  0.29840  24.00124  0.60745  6.15916  0.09321  2.48101  3.34300  0.02165
12 64  0.29736  22.89585  0.61072  6.20118  0.09160  2.49495  4.28400  0.02174
12 65  0.28888  24.79812  0.61086  6.32083  0.09924  2.60325  3.28400  0.02081
12 66  0.27784  25.75744  0.61330  6.47825  0.10779  2.69641  3.26100  0.01993
12 67  0.27130  26.35416  0.60970  6.61424  0.11787  2.79429  3.24000  0.01961
12 68  0.26417  26.96518  0.60040  6.80089  0.13425  2.91923  3.22200  0.01914
12 69  0.24996  28.19307  0.59054  7.11058  0.15826  3.05549  3.20500  0.01833
12 70  0.61513  12.55601  0.37948  4.13805  9.90291  0.00912  3.47200  0.02641
12 71  0.22605  29.83090  0.61019  7.31877  0.16324  3.01731  2.88900  0.01532
12 72  0.21397  33.06771  0.59711  7.65763  0.18826  3.18140  2.36100  0.01796
12 73  0.21036  33.59967  0.59468  7.77353  0.19467  3.19304  2.16600  0.01757
12 74  0.20853  33.77143  0.58931  7.88564  0.20222  3.20840  2.03000  0.01567
12 75  0.19038  36.11049  0.57201  8.39911  0.23724  3.38988  1.92600  0.01363
12 76  0.17711  37.91541  0.55052  8.90640  0.27126  3.56472  1.85700  0.01106
12 77  0.19208  36.01957  0.55969  8.56290  0.24786  3.40546  1.83000  0.01065
12 78  0.22550  32.35545  0.60175  7.63532  0.17546  2.84755  1.84600  0.00975
12 79  0.17879  39.17229  0.59004  8.58231  0.23135  3.22363  2.12600  0.01301
12 80  0.14998  43.11454  0.57454  9.37855  0.27426  3.46354  2.83100  0.01420
12 81  0.18568  36.58092  0.56885  8.70718  0.24451  3.31276  2.56700  0.01632
12 82  0.15889  41.61348  0.57780  9.21222  0.26207  3.36822  2.30700  0.01701
12 83  0.17067  39.22050  0.57098  9.08374  0.25728  3.32312  2.17700  0.01713
12 84  0.14889  43.42704  0.56764  9.70347  0.28211  3.42120  2.10500  0.01328
12 85  0.19054  36.09066  0.55688  8.91093  0.25055  3.28182  2.16600  0.01770
12 86  0.50384  16.25990  0.43516  4.99365  0.06122  2.01110  3.61900  0.02072
12 87  0.54703  15.12332  0.39426  4.71845  0.05817  2.06707  3.76800  0.02027
12 88  0.50014  16.49161  0.43782  5.04809  0.06284  1.94659  2.97700  0.01936
12 89  0.46050  17.37064  0.44825  5.52914  0.09143  2.25356  2.58000  0.01814
12 90  0.33448  22.41004  0.50758  6.91372  0.15704  2.72972  2.41200  0.01691
12 91  0.42987  19.08936  0.52897  5.33219  0.04289  1.74841  2.49200  0.02056
12 92  0.42290  19.87229  0.53851  5.35432  0.04052  1.72216  2.47900  0.02157
13 13  0.31153  16.60870  0.65568  4.34497  9.99990  0.03199  1.93800  0.02815
13 14  0.30722  17.21758  0.65333  4.45350  9.99986  0.04044  1.75800  0.02376
13 15  0.30937  17.08426  0.64677  4.50991  9.99990  0.04674  1.63100  0.01960
13 16  0.27215  18.99673  0.66810  4.88648  9.99990  0.05570  1.55200  0.01923
13 17  0.22668  21.81445  0.68848  5.42035  9.99990  0.07427  1.57700  0.01826
13 18  0.06111  57.59925  0.59986  8.88195  0.34005  2.78047  2.86719  0.02968
13 19  0.05689  58.70943  0.59574  9.09858  0.34511  2.90112  2.54500  0.02917
13 20  0.05587  61.21481  0.60404  9.12339  0.33863  2.90867  2.38800  0.03087
13 21  0.06150  57.91912  0.62359  8.86653  0.31703  2.81498  1.98600  0.03318
13 22  0.06104  58.89656  0.61614  9.03083  0.32642  2.89173  1.86200  0.03339
13 23  0.06326  58.17635  0.60967  9.12238  0.33244  2.94517  1.76500  0.03116
13 24  0.06990  54.19894  0.59897  9.13014  0.33710  3.01812  1.68500  0.02551
13 25  0.08241  47.83460  0.57506  9.06017  0.34701  3.16442  1.62200  0.01981
13 26  0.07082  53.68342  0.52196  9.96664  0.40827  3.52589  1.58300  0.01636
13 27  0.06074  61.07600  0.49435 10.72232  0.44526  3.70414  1.55600  0.01552
13 28  0.05785  63.55195  0.47706 11.19253  0.46511  3.79680  1.57300  0.01492
13 29  0.03949  87.11571  0.43714 12.77728  0.51991  4.06217  1.74100  0.01599
13 30  0.48159  13.59865  0.51407  4.06105  0.00000  1.00000  2.09600  0.02113
13 31  0.38597  16.84379  0.59644  4.59548  9.99990  0.02700  1.90700  0.01862
13 32  0.37689  17.34636  0.60216  4.67287  9.99990  0.03139  1.79800  0.01600
13 33  0.13321  34.16564  0.40097 10.14726  0.46010  3.96101  1.71200  0.01377
13 34  0.34954  18.81997  0.61930  4.91280  9.99990  0.03971  1.66000  0.01450
13 35  0.32504  20.20870  0.63377  5.13908  9.99989  0.04778  1.71100  0.01330
13 36  0.20345  28.76236  0.59798  6.98649  0.19922  2.62773  2.80000  0.01778
13 37  0.19127  30.20391  0.59041  7.27187  0.21742  2.75106  2.64300  0.01695
13 38  0.17038  33.00610  0.59822  7.60968  0.23071  2.79722  2.55400  0.01895
13 39  0.18300  31.80103  0.61796  7.28360  0.20128  2.57745  2.06400  0.01964
13 40  0.17262  33.26588  0.62019  7.47936  0.21128  2.59521  1.92000  0.02038
13 41  0.18010  32.42070  0.62926  7.33773  0.19873  2.43591  1.80800  0.01619
13 42  0.17978  32.21791  0.61402  7.50315  0.21324  2.56621  1.71900  0.01181
13 43  0.16260  34.56796  0.58902  8.03203  0.25297  2.85060  1.66800  0.00972
13 44  0.15415  35.88683  0.58161  8.31987  0.26954  2.91455  1.63400  0.00920
13 45  0.14181  38.32994  0.58758  8.59343  0.27794  2.89306  1.61800  0.01290
13 46  0.12160  42.71663  0.56897  9.26946  0.31305  3.13013  1.69600  0.01357
13 47  0.08082  57.80660  0.54575 10.70830  0.37321  3.45941  1.94800  0.01638
13 48  0.07586  60.43585  0.53426 11.09625  0.38807  3.55449  2.28200  0.01565
13 49  0.10112  48.45969  0.53209 10.41433  0.36499  3.47200  2.07800  0.01752
13 50  0.07898  59.10505  0.53088 11.18562  0.38781  3.56048  1.97700  0.01281
13 51  0.05090  85.49920  0.52706 12.41984  0.41898  3.66963  1.90200  0.01302
13 52  0.06127  72.04993  0.52848 12.06893  0.40550  3.64270  1.85100  0.01600
13 53  0.50218  15.56833  0.47689  4.20942  9.99990  0.02882  1.91400  0.01765
13 54  0.41581  17.96495  0.45090  5.45725  0.13413  2.32888  2.85400  0.01864
13 55  0.28719  24.12320  0.57609  6.36916  0.13786  2.31190  2.59600  0.01512
13 56  0.29675  23.89544  0.60407  6.09054  0.10474  1.90260  2.20800  0.01674
13 57  0.40715  18.79086  0.51962  5.08977  0.08471  1.51626  2.08400  0.01519
13 58  0.26120  26.98404  0.59984  6.62187  0.13810  2.57485  2.84800  0.01858
13 59  0.26210  27.12599  0.60581  6.59234  0.13129  2.58096  2.82700  0.01991
13 60  0.25959  27.44983  0.60907  6.63670  0.13054  2.62174  2.81000  0.02069
13 61  0.25505  27.90428  0.61068  6.72404  0.13341  2.68353  2.79400  0.02068
13 62  0.25063  28.38822  0.61230  6.80838  0.13616  2.74377  2.78000  0.02062
13 63  0.24547  28.96645  0.61379  6.90216  0.13978  2.80742  2.76800  0.02014
13 64  0.23244  28.70042  0.63238  7.03010  0.13582  2.71540  2.36600  0.01914
13 65  0.23035  30.68308  0.61434  7.18380  0.15424  2.96295  2.75000  0.01742
13 66  0.22404  31.48793  0.61185  7.32532  0.16301  3.04176  2.74400  0.01685
13 67  0.21938  32.06133  0.60616  7.46852  0.17332  3.12084  2.73900  0.01612
13 68  0.21652  32.37098  0.59778  7.60772  0.18454  3.19394  2.73600  0.01395
13 69  0.21623  32.42296  0.59661  7.66406  0.18605  3.18673  2.73300  0.01185
13 70  0.42984  17.16884  0.51183  5.50351  0.05798  2.17923  3.03200  0.02054
13 71  0.20459  32.74918  0.61372  7.73744  0.18171  3.06938  2.09200  0.01531
13 72  0.21491  33.32673  0.61418  7.62205  0.17194  2.97594  1.93100  0.01618
13 73  0.23190  31.47010  0.62268  7.32625  0.14843  2.73110  1.82800  0.01269
13 74  0.24121  30.47249  0.61280  7.26945  0.14874  2.75260  1.74400  0.00959
13 75  0.23166  31.41803  0.59358  7.57452  0.17628  2.99215  1.70100  0.00748
13 76  0.22873  31.86621  0.59631  7.64046  0.17743  2.94045  1.67000  0.00777
13 77  0.22602  32.45550  0.61214  7.61564  0.16692  2.73525  1.65900  0.01019
13 78  0.20304  35.29640  0.59729  8.13207  0.20165  3.04266  1.74800  0.01058
13 79  0.17318  40.07056  0.58322  8.86628  0.24370  3.31245  1.99100  0.01276
13 80  0.16214  41.00196  0.57155  9.26771  0.26535  3.44117  2.32200  0.01373
13 81  0.18646  36.80521  0.56783  8.82840  0.24488  3.32744  2.14900  0.01396
13 82  0.16540  40.50178  0.56934  9.30402  0.26414  3.39598  2.06200  0.01108
13 83  0.13867  45.73997  0.56376 10.05153  0.29583  3.54333  1.99200  0.01078
13 84  0.16142  40.91129  0.56434  9.49354  0.27172  3.43797  1.94600  0.01284
13 85  0.20345  34.46270  0.55957  8.66219  0.23415  3.24967  2.02600  0.01552
13 86  0.37586  21.02243  0.51541  6.21879  0.10922  2.35235  2.90900  0.01728
13 87  0.39237  20.05599  0.48322  6.24999  0.12385  2.52076  3.03000  0.01612
13 88  0.38390  20.78143  0.51962  6.12695  0.09851  2.13663  2.29500  0.01715
13 89  0.38559  20.27710  0.51920  6.14100  0.09809  2.08824  2.17300  0.01618
13 90  0.33781  22.74240  0.54540  6.64836  0.11889  2.29017  2.07200  0.01512
13 91  0.41831  19.77840  0.54872  5.41727  0.05088  0.99731  2.00700  0.01706
13 92  0.42025  20.12690  0.54939  5.38761  0.04940  0.94769  1.98800  0.01712
14 14  0.32791  16.42467  0.63228  4.39894  9.99990  0.04278  1.59800  0.01861
14 15  0.27533  18.65842  0.66092  4.90999  9.99990  0.05922  1.49300  0.01880
14 16  0.24433  20.42496  0.67184  5.32455  9.99990  0.07315  1.44200  0.01737
14 17  0.19660  24.12924  0.69981  5.86262  9.99990  0.08767  1.54700  0.01709
14 18  0.61094  10.70631  0.39077  2.93356  0.00000  1.00000  2.38253  0.03770
14 19  0.61955  10.59652  0.38016  2.97356  0.00000  1.00000  2.23500  0.03701
14 20  0.63814  10.39225  0.36415  2.91387  0.00000  1.00000  2.00400  0.03776
14 21  0.07754  48.28365  0.67008  8.29801  0.27306  2.26484  1.70100  0.02670
14 22  0.06846  52.83255  0.63034  8.89652  0.31104  2.69829  1.60600  0.02706
14 23  0.07458  49.72229  0.61463  8.96014  0.32030  2.81672  1.55700  0.02343
14 24  0.07294  50.56856  0.57963  9.37954  0.35289  3.10443  1.51500  0.02100
14 25  0.06349  55.56847  0.53015 10.19878  0.40771  3.46687  1.48200  0.01720
14 26  0.05409  63.06665  0.49258 11.06821  0.45338  3.71431  1.46300  0.01649
14 27  0.04232  77.60338  0.46307 12.10754  0.49418  3.90538  1.47000  0.01778
14 28  0.03602  89.58267  0.43689 12.98383  0.52452  4.08164  1.49300  0.01632
14 29  0.03422  94.44466  0.42244 13.48803  0.53936  4.17513  1.62600  0.01580
14 30  0.38557  16.92168  0.59823  4.59475  9.99990  0.02733  1.85900  0.01804
14 31  0.37827  17.31319  0.60223  4.67265  9.99990  0.03121  1.74900  0.01576
14 32  0.10060  41.53832  0.40448 11.17227  0.48925  4.08630  1.64900  0.01297
14 33  0.34921  18.79133  0.62041  4.93939  9.99990  0.04011  1.57300  0.01427
14 34  0.33067  19.70583  0.62902  5.14691  9.99985  0.04826  1.54900  0.01314
14 35  0.31595  20.61179  0.63722  5.29717  9.99990  0.05312  1.68600  0.01238
14 36  0.16939  32.93835  0.61189  7.54988  0.22040  2.68111  2.46334  0.01780
14 37  0.15406  35.37474  0.60883  7.89578  0.23770  2.77860  2.31800  0.01973
14 38  0.14161  37.77609  0.61697  8.11176  0.24302  2.77118  2.14000  0.02289
14 39  0.20375  29.36948  0.65697  6.80744  0.15602  1.90176  1.80400  0.01457
14 40  0.17712  32.37940  0.63458  7.40133  0.19572  2.41149  1.70400  0.01500
14 41  0.17998  31.99825  0.62859  7.43202  0.19981  2.43749  1.64800  0.01242
14 42  0.16850  33.38932  0.60732  7.83438  0.23007  2.69338  1.60000  0.01065
14 43  0.16343  34.24600  0.60215  8.01128  0.24194  2.72727  1.55900  0.00987
14 44  0.14501  37.30714  0.59354  8.51018  0.26929  2.85589  1.54200  0.01193
14 45  0.14122  38.09895  0.58905  8.68632  0.27795  2.88978  1.54900  0.01135
14 46  0.10609  46.63975  0.56250  9.82624  0.33455  3.25781  1.65400  0.01365
14 47  0.08008  57.32419  0.54410 10.85378  0.37575  3.49865  1.84000  0.01506
14 48  0.08899  52.49998  0.53732 10.74139  0.37257  3.51473  2.04300  0.01571
14 49  0.07405  60.31327  0.53481 11.36470  0.38938  3.58468  1.92700  0.01230
14 50  0.05476  77.41962  0.52810 12.28787  0.41427  3.70036  1.82900  0.01170
14 51  0.06126  71.46386  0.53285 12.02363  0.40133  3.66805  1.75700  0.01329
14 52  0.07169  63.46430  0.53995 11.59793  0.38258  3.60559  1.73800  0.01449
14 53  0.50248  15.56586  0.47155  4.33301  9.99990  0.03451  1.87700  0.01609
14 54  0.40672  18.13183  0.45463  5.71969  0.14104  2.28521  2.45900  0.01717
14 55  0.27567  25.17569  0.60364  6.45927  0.12642  2.03996  2.24900  0.01324
14 56  0.27818  25.29223  0.62615  6.31213  0.11036  1.64399  1.95600  0.01549
14 57  0.42019  18.29439  0.51858  5.06482  0.09635  1.02756  1.86600  0.01387
14 58  0.20645  32.37160  0.61170  7.53112  0.18205  2.76440  2.41200  0.02268
14 59  0.21207  31.80645  0.60891  7.47957  0.17903  2.81207  2.40000  0.02215
14 60  0.21398  31.67728  0.60728  7.48504  0.17860  2.86557  2.39500  0.02197
14 61  0.21231  31.94888  0.60699  7.54357  0.18045  2.92353  2.39700  0.02123
14 62  0.20852  32.49208  0.60736  7.63176  0.18376  2.98533  2.39800  0.02072
14 63  0.20243  33.39324  0.60874  7.75197  0.18837  3.04848  2.39800  0.02008
14 64  0.26406  25.65963  0.64428  6.64089  0.09949  2.04996  1.93500  0.01186
14 65  0.19112  35.24606  0.61133  7.98029  0.19696  3.15701  2.39600  0.01795
14 66  0.18989  35.51256  0.60963  8.03903  0.19983  3.19984  2.39400  0.01608
14 67  0.19105  35.33071  0.60436  8.08620  0.20386  3.24689  2.39200  0.01352
