# Z1 Z2     a1        b1       a2       b2       a3       b3  rmax[A]    error
29 33  0.08307  41.23898  0.50542 11.22054  0.41045  4.03623  1.66900  0.00889
29 34  0.06103  49.43740  0.50315 12.10378  0.43442  4.12663  1.65700  0.01050
29 35  0.05449  50.87715  0.48760 12.79126  0.45591  4.20165  1.67500  0.01183
29 36  0.44264  16.44357  0.48234  5.09198  0.07621  2.58617  2.26300  0.01283
29 37  0.44949  16.50417  0.51134  4.89834  0.04114  2.01399  2.05300  0.01248
29 38  0.42857  17.15233  0.48086  5.26448  0.09082  2.75736  2.04300  0.01236
29 39  0.42856  17.26482  0.50194  5.21473  0.07120  2.44116  1.87000  0.01132
29 40  0.40940  17.75795  0.45868  5.65884  0.13294  2.97220  1.81500  0.01062
29 41  0.38214  18.70664  0.43750  6.13682  0.18105  3.22582  1.78300  0.01000
29 42  0.36168  19.48834  0.40659  6.65086  0.23198  3.46493  1.76700  0.00958
29 43  0.27473  22.96527  0.39639  8.37141  0.32841  3.81587  1.76400  0.00912
29 44  0.24572  24.81281  0.42417  8.76032  0.32977  3.79793  1.77200  0.00917
29 45  0.26180  24.27583  0.44183  8.30300  0.29660  3.63795  1.79600  0.00864
29 46  0.28331  23.55802  0.47117  7.68842  0.24650  3.37308  1.84600  0.00829
29 47  0.28576  23.70490  0.49097  7.54693  0.22442  3.21808  1.87000  0.00756
29 48  0.25608  25.35391  0.48857  8.18236  0.25596  3.34846  2.04700  0.00649
29 49  0.22236  27.83994  0.49700  8.82329  0.28084  3.46497  1.96400  0.00743
29 50  0.20263  29.88332  0.50389  9.22137  0.29357  3.51643  1.88900  0.00791
29 51  0.11114  44.50639  0.54020 11.20031  0.34824  3.70234  1.84500  0.00730
29 52  0.09101  52.00056  0.54719 11.78050  0.36134  3.74727  1.82900  0.00851
29 53  0.07629  59.72415  0.55078 12.29986  0.37229  3.78974  1.83300  0.00947
29 54  0.53633  15.80357  0.36568  4.75772  0.09864  2.78606  2.34000  0.01381
29 55  0.14514  36.45234  0.46886 11.21182  0.38499  3.97454  2.12100  0.01326
29 56  0.12850  39.88512  0.47484 11.57828  0.39545  4.06756  1.99000  0.01140
29 57  0.50208  17.12376  0.45942  4.58834  0.03945  2.13630  1.99400  0.01095
29 58  0.48586  16.86432  0.46538  4.98199  0.04853  2.62289  2.24900  0.01356
29 59  0.47826  17.07900  0.47147  5.07149  0.05009  2.63523  2.23500  0.01395
29 60  0.47018  17.31990  0.47956  5.15366  0.05016  2.62367  2.22500  0.01420
29 61  0.45737  17.72126  0.48536  5.29511  0.05716  2.71042  2.21600  0.01437
29 62  0.44620  18.10452  0.49392  5.40299  0.05980  2.73714  2.21000  0.01448
29 63  0.43210  18.62207  0.50180  5.54424  0.06602  2.80604  2.20500  0.01431
29 64  0.20101  31.97760  0.50693  8.99847  0.29164  3.99420  1.98100  0.01051
29 65  0.40074  19.87548  0.50767  5.90937  0.09138  3.05769  2.19700  0.01334
29 66  0.38792  20.44879  0.50690  6.07981  0.10493  3.17019  2.19400  0.01322
29 67  0.37369  21.14586  0.50500  6.27329  0.12100  3.28648  2.19200  0.01302
29 68  0.36308  21.74197  0.50309  6.42217  0.13349  3.36864  2.19000  0.01272
29 69  0.33308  23.47049  0.50184  6.84122  0.16471  3.51614  2.18700  0.01209
29 70  0.44788  17.76547  0.49579  5.55052  0.05610  2.80452  2.26100  0.01370
29 71  0.34449  21.64016  0.46460  6.90444  0.19076  3.64972  1.91500  0.01198
29 72  0.24448  29.90799  0.45983  8.70860  0.29529  4.07413  1.82800  0.01063
29 73  0.22875  31.63550  0.47002  8.96930  0.30078  4.09547  1.80300  0.00995
29 74  0.21777  33.00569  0.47715  9.16343  0.30455  4.11174  1.79300  0.00952
29 75  0.20281  34.96738  0.48274  9.47361  0.31378  4.14840  1.79400  0.00888
29 76  0.19725  35.99376  0.49377  9.52203  0.30831  4.11438  1.80900  0.00857
29 77  0.24067  31.23043  0.50987  8.48807  0.24920  3.83965  1.83800  0.00903
29 78  0.27773  28.31243  0.54192  7.61617  0.18066  3.43373  1.90200  0.00947
29 79  0.27721  28.65187  0.56671  7.48567  0.15668  3.20908  1.93800  0.00906
29 80  0.27194  28.50470  0.56636  7.61935  0.16216  3.21922  2.11600  0.00843
29 81  0.25705  29.81397  0.55892  7.95193  0.18413  3.35061  2.04400  0.00776
29 82  0.22228  33.66495  0.56679  8.55517  0.21095  3.44881  1.97900  0.00784
29 83  0.20602  35.65875  0.56757  8.91303  0.22628  3.52201  1.92800  0.00749
29 84  0.18390  39.03225  0.56992  9.40148  0.24595  3.60125  1.91500  0.00746
29 85  0.17262  41.05951  0.57245  9.65853  0.25467  3.62621  1.92000  0.00780
29 86  0.24893  30.47290  0.54548  8.38278  0.20571  3.37156  2.40700  0.01181
29 87  0.20358  35.69762  0.55543  9.22755  0.24068  3.52674  2.45700  0.01178
29 88  0.20184  36.01056  0.54802  9.33318  0.24938  3.60720  2.16000  0.01079
29 89  0.24179  27.87450  0.52054  8.85580  0.23704  3.55487  2.10000  0.01148
29 90  0.30501  23.55390  0.47700  8.13563  0.21746  3.47347  2.06000  0.01216
29 91  0.07146  75.57038  0.57146 12.40537  0.35634  4.20272  1.95000  0.00833
29 92  0.09070  70.36122  0.54823 12.31504  0.36030  4.24178  1.94500  0.00947
30 30  0.50535  13.93214  0.48609  4.41314  0.01642  0.71685  2.40800  0.01280
30 31  0.17141  26.71843  0.47380  9.24228  0.35398  3.84452  2.08200  0.01019
30 32  0.22940  22.80793  0.44394  8.44856  0.32639  3.75006  1.93200  0.01169
30 33  0.13824  30.02546  0.47717 10.21303  0.38412  3.94082  1.84500  0.01293
30 34  0.08072  41.04747  0.49872 11.63610  0.41983  4.06557  1.78700  0.01361
30 35  0.55000  13.64401  0.44804  4.15895  0.00000  1.00000  1.85200  0.02200
30 36  0.40519  17.73337  0.48940  5.48213  0.10537  2.81662  3.14600  0.01321
30 37  0.39289  18.30961  0.48598  5.65057  0.12050  2.94163  3.14500  0.01232
30 38  0.40693  17.97953  0.50226  5.43713  0.09044  2.70638  3.93100  0.01118
30 39  0.38036  19.01858  0.51148  5.74247  0.10841  2.76220  2.44800  0.01135
30 40  0.37365  19.17576  0.49533  5.94271  0.13140  2.91525  2.22900  0.01058
30 41  0.36510  19.66532  0.50245  6.03514  0.13317  2.90369  2.09000  0.01002
30 42  0.37198  19.60490  0.50861  5.94672  0.12063  2.80446  2.00400  0.00927
30 43  0.36382  19.99662  0.50463  6.09504  0.13290  2.88125  1.94600  0.00881
30 44  0.36087  20.25022  0.50950  6.14454  0.13153  2.82170  1.89800  0.00888
30 45  0.31906  22.18648  0.51308  6.75467  0.16966  3.00163  1.86600  0.00869
30 46  0.29250  23.77960  0.53918  7.04370  0.17103  2.90138  1.88000  0.00965
30 47  0.22376  28.15059  0.52879  8.37695  0.24815  3.33570  2.12100  0.01111
30 48  0.27130  24.60634  0.48521  7.93314  0.24336  3.36158  2.56700  0.01541
30 49  0.18864  31.31022  0.52223  9.29982  0.28884  3.53141  2.26400  0.00923
30 50  0.20862  29.45171  0.51432  9.01719  0.27727  3.46046  2.13300  0.00799
30 51  0.14202  37.89372  0.53650 10.43615  0.32161  3.60776  2.05600  0.00937
30 52  0.09765  49.53530  0.55266 11.55198  0.34963  3.71371  1.99800  0.00977
30 53  0.12875  40.68280  0.53475 10.95701  0.33594  3.67152  2.05600  0.01272
30 54  0.52647  16.04756  0.38267  4.87390  0.09083  2.70589  3.29700  0.01486
30 55  0.45891  17.85888  0.44752  5.28129  0.09327  2.81596  3.53300  0.01358
30 56  0.46889  17.46562  0.47102  5.10695  0.06027  2.48229  2.86800  0.01386
30 57  0.47912  17.83194  0.47140  4.85412  0.05070  2.13870  2.38500  0.01185
30 58  0.50486  16.28147  0.47434  4.79704  0.02074  1.84524  3.44900  0.01386
30 59  0.49296  16.62140  0.48181  4.91944  0.02513  1.98966  3.37200  0.01406
30 60  0.47429  17.20005  0.49244  5.09852  0.03312  2.18781  3.31300  0.01398
30 61  0.46000  17.66486  0.50097  5.23817  0.03886  2.30856  3.26500  0.01411
30 62  0.44554  18.18021  0.50981  5.37594  0.04448  2.41326  3.22600  0.01411
30 63  0.43264  18.67044  0.51736  5.50219  0.04982  2.50463  3.19300  0.01394
30 64  0.40335  18.80609  0.49272  6.04528  0.10380  3.10560  3.94700  0.01224
30 65  0.41014  19.61751  0.52771  5.73734  0.06193  2.68684  3.14100  0.01338
30 66  0.40687  19.79826  0.52908  5.78005  0.06383  2.72699  3.12000  0.01360
30 67  0.40529  19.92461  0.52953  5.80459  0.06497  2.75871  3.10000  0.01376
30 68  0.40326  20.08440  0.52953  5.83341  0.06700  2.79722  3.08300  0.01399
30 69  0.39736  20.38203  0.52786  5.92164  0.07457  2.87213  3.06700  0.01322
30 70  0.50968  16.02949  0.48107  4.96731  0.01002  1.26420  3.25500  0.01511
30 71  0.36826  21.12571  0.52965  6.21132  0.10211  3.09586  2.70000  0.01090
30 72  0.35400  22.83427  0.51326  6.53026  0.13271  3.34005  2.24100  0.01105
30 73  0.34470  23.38149  0.51754  6.65828  0.13780  3.35384  2.11000  0.01085
30 74  0.34513  23.41227  0.52648  6.63022  0.12862  3.27152  2.02600  0.01081
30 75  0.34683  23.38270  0.53303  6.59651  0.12056  3.18908  1.96700  0.01087
30 76  0.35261  23.13344  0.54192  6.49757  0.10623  3.03073  1.92700  0.01132
30 77  0.32869  24.70725  0.55639  6.76149  0.11583  3.03283  1.90400  0.01042
30 78  0.31321  26.03334  0.58076  6.85250  0.10765  2.83081  1.93800  0.01008
30 79  0.26030  30.48760  0.57915  7.68947  0.16106  3.23591  2.17900  0.00995
30 80  0.28141  27.73517  0.55827  7.54734  0.16029  3.26872  2.61200  0.01267
30 81  0.26298  29.37878  0.56144  7.85923  0.17554  3.33193  2.35700  0.00984
30 82  0.25295  30.51164  0.57058  7.98508  0.17675  3.28130  2.25200  0.00931
30 83  0.22098  33.86400  0.57167  8.61226  0.20755  3.43301  2.16000  0.00795
30 84  0.19169  37.81175  0.57314  9.23795  0.23522  3.55967  2.11000  0.00724
30 85  0.22499  33.27628  0.56051  8.71962  0.21433  3.45355  2.16700  0.00964
30 86  0.43580  19.15413  0.44986  6.24413  0.11428  2.92078  3.37100  0.01569
30 87  0.59438  14.75167  0.37140  4.67679  0.03412  2.23304  3.64900  0.01981
30 88  0.44153  19.19670  0.45149  6.16003  0.10707  2.83101  2.92600  0.01546
30 89  0.48739  17.25426  0.43370  5.68383  0.07933  2.58759  2.45200  0.01400
30 90  0.49406  17.01019  0.43244  5.61238  0.07409  2.52132  2.32800  0.01251
30 91  0.55624  15.56359  0.42387  4.85726  0.02100  1.82598  2.37100  0.01457
30 92  0.52431  16.82324  0.44356  5.10918  0.03281  2.22191  2.37800  0.01683
31 31  0.21186  23.64088  0.44652  8.74295  0.34104  3.81057  1.90600  0.01006
31 32  0.10789  33.92552  0.48464 10.91153  0.40650  4.03332  1.80900  0.00960
31 33  0.05079  52.92835  0.49862 12.66518  0.44911  4.19531  1.73900  0.01077
31 34  0.54233  13.84965  0.45515  4.22991  0.00000  1.00000  1.69800  0.01733
31 35  0.54654  13.82090  0.45032  4.20662  0.00000  1.00000  1.76200  0.02126
31 36  0.38533  18.51656  0.51313  5.65802  0.10181  2.67370  2.76700  0.01380
31 37  0.38051  18.82668  0.51245  5.73511  0.10682  2.73429  2.60600  0.01226
31 38  0.35527  19.91092  0.52043  6.03094  0.12423  2.81038  2.51700  0.01246
31 39  0.36239  19.83879  0.54152  5.86910  0.09744  2.50960  2.07500  0.01256
31 40  0.35265  20.20453  0.53840  6.03600  0.11074  2.59692  1.96000  0.01131
31 41  0.34403  20.74924  0.54540  6.13218  0.11304  2.57877  1.87300  0.01073
31 42  0.37404  19.82672  0.56489  5.67452  0.06871  1.85523  1.80700  0.00923
31 43  0.36241  20.34228  0.55521  5.88960  0.08683  2.25486  1.75600  0.00855
31 44  0.33623  21.61828  0.56081  6.23325  0.10780  2.40379  1.73500  0.00900
31 45  0.29960  23.58578  0.57086  6.73235  0.13501  2.54636  1.72400  0.01127
31 46  0.26107  25.82947  0.55726  7.46813  0.18461  2.94537  1.79400  0.01181
31 47  0.18900  31.55678  0.54590  8.96418  0.26562  3.41878  2.00600  0.01403
31 48  0.15867  35.14495  0.54272  9.74170  0.29823  3.58322  2.25100  0.01326
31 49  0.18580  32.07570  0.53705  9.24428  0.27725  3.47802  2.08200  0.01027
31 50  0.14304  37.83415  0.54566 10.23592  0.31115  3.61755  1.99000  0.00988
31 51  0.09776  49.31861  0.55793 11.42137  0.34390  3.73769  1.92900  0.01356
31 52  0.10999  45.77306  0.55600 11.14010  0.33313  3.69850  1.88400  0.01153
31 53  0.14034  39.10519  0.54404 10.52268  0.31443  3.62471  1.95100  0.01391
31 54  0.53250  15.80148  0.38599  4.90620  0.08171  2.55483  2.82800  0.01547
31 55  0.44754  18.20967  0.47683  5.38258  0.07596  2.48393  2.57800  0.01223
31 56  0.44567  18.23182  0.48919  5.38374  0.06622  2.31190  2.21400  0.01288
31 57  0.49086  17.29628  0.47098  4.83707  0.04189  1.70399  2.11200  0.01289
31 58  0.42859  18.80445  0.50414  5.57292  0.06713  2.48890  2.80600  0.01184
31 59  0.41372  19.37328  0.51211  5.72804  0.07399  2.58830  2.78800  0.01194
31 60  0.40015  19.94347  0.51981  5.86691  0.07982  2.67245  2.77300  0.01186
31 61  0.38585  20.61239  0.52801  6.01044  0.08589  2.75542  2.75900  0.01166
31 62  0.37352  21.24636  0.53548  6.13295  0.09072  2.82457  2.74800  0.01145
31 63  0.36262  21.85280  0.54136  6.24703  0.09572  2.89289  2.73800  0.01091
31 64  0.30451  23.94642  0.55368  6.98227  0.14190  3.20646  2.36800  0.01023
31 65  0.35076  22.63064  0.54705  6.38368  0.10186  2.99590  2.72200  0.01073
31 66  0.34830  22.86124  0.54795  6.41579  0.10341  3.03532  2.71500  0.01098
31 67  0.34811  22.95942  0.54736  6.42623  0.10419  3.06820  2.70900  0.01160
31 68  0.34557  23.14784  0.54342  6.49124  0.11065  3.13457  2.70300  0.01183
31 69  0.35318  22.73305  0.53802  6.43976  0.10845  3.12609  2.69800  0.01105
31 70  0.47079  17.17272  0.50123  5.34916  0.02803  2.12481  2.95500  0.01304
31 71  0.34579  22.35528  0.54013  6.51047  0.11424  3.11508  2.11100  0.01222
31 72  0.33632  24.06526  0.53942  6.66171  0.12448  3.20460  1.97000  0.01112
31 73  0.33176  24.38437  0.54462  6.72156  0.12405  3.18017  1.89100  0.01083
31 74  0.36436  22.67712  0.56844  6.18942  0.06916  2.52934  1.83000  0.01080
31 75  0.35355  23.29111  0.56143  6.37824  0.08603  2.80247  1.78500  0.01051
31 76  0.33857  24.26600  0.57059  6.54988  0.09230  2.78512  1.76800  0.01026
31 77  0.32259  25.43632  0.59050  6.68140  0.08980  2.59153  1.76200  0.01107
31 78  0.28822  28.09588  0.58594  7.21517  0.12718  2.98698  1.84400  0.01059
31 79  0.24811  31.80179  0.57992  7.92320  0.17233  3.31493  2.05600  0.01092
31 80  0.23042  32.76563  0.57387  8.32639  0.19558  3.45887  2.31200  0.01132
31 81  0.24327  31.52023  0.57423  8.13797  0.18263  3.35786  2.16000  0.00943
31 82  0.20681  35.76236  0.57927  8.81028  0.21389  3.49906  2.08100  0.00976
31 83  0.18155  39.50073  0.57688  9.40708  0.24131  3.63677  2.02100  0.00970
31 84  0.20209  36.52064  0.57549  9.02630  0.22201  3.52781  1.97900  0.00836
31 85  0.21661  34.47307  0.57034  8.81685  0.21226  3.48122  2.04800  0.00895
31 86  0.37410  21.86839  0.50175  6.79722  0.12411  2.93857  2.88100  0.01451
31 87  0.48863  17.46210  0.42430  5.76311  0.08687  2.71842  3.01700  0.01764
31 88  0.34165  23.87596  0.51516  7.21148  0.14306  3.03665  2.29800  0.01404
31 89  0.40989  19.83458  0.47979  6.51491  0.11066  2.79326  2.19300  0.01403
31 90  0.37471  21.33689  0.49421  6.93508  0.13116  2.95059  2.10800  0.01277
31 91  0.50442  17.06906  0.44618  5.44690  0.05048  2.32450  2.05100  0.01473
31 92  0.47093  18.55751  0.46133  5.75766  0.06845  2.61183  2.04500  0.01573
32 32  0.04862  50.26437  0.49027 12.87933  0.45934  4.23922  1.71200  0.01050
32 33  0.06193  45.82549  0.48525 12.56705  0.44994  4.24080  1.64100  0.01241
32 34  0.07637  41.27595  0.48102 12.22261  0.43886  4.22530  1.62200  0.01252
32 35  0.55864  13.58331  0.43798  4.17081  0.00000  1.00000  1.77100  0.02461
32 36  0.34251  20.26905  0.52858  6.15305  0.12946  2.77050  2.64494  0.01523
32 37  0.34723  20.17296  0.52422  6.14143  0.12868  2.78863  2.37500  0.01360
32 38  0.32178  21.34465  0.52306  6.52326  0.15532  2.93349  2.21500  0.01509
32 39  0.37118  19.71286  0.57046  5.64381  0.06590  1.75507  1.90000  0.01146
32 40  0.36542  19.89515  0.56612  5.76508  0.07414  1.96548  1.80300  0.00978
32 41  0.36497  20.12345  0.57187  5.75536  0.07042  1.84268  1.75000  0.00931
32 42  0.37097  20.10660  0.57489  5.68596  0.06505  1.60541  1.71100  0.00885
32 43  0.34226  21.36458  0.57446  6.08305  0.08999  2.11102  1.67800  0.00897
32 44  0.31580  22.78977  0.58440  6.42440  0.10830  2.18789  1.66600  0.01031
32 45  0.28172  24.68602  0.58034  6.98970  0.14430  2.54757  1.68100  0.01088
32 46  0.23160  27.93333  0.55964  8.01346  0.21127  3.09176  1.77800  0.01249
32 47  0.18142  32.47385  0.55108  9.13249  0.26812  3.42316  1.93600  0.01392
32 48  0.18020  32.62075  0.54419  9.28816  0.27578  3.47118  2.11900  0.01260
32 49  0.13925  38.42993  0.55118 10.25784  0.30936  3.61843  1.98700  0.01162
32 50  0.10956  44.84769  0.55303 11.12762  0.33680  3.74034  1.89000  0.01267
32 51  0.12711  41.12985  0.55310 10.69805  0.31912  3.64733  1.82500  0.01184
32 52  0.12573  41.94676  0.55327 10.78595  0.31961  3.66182  1.80500  0.01106
32 53  0.15632  36.28832  0.54217 10.19306  0.30024  3.57366  1.95300  0.01344
32 54  0.53892  15.68684  0.40238  4.80790  0.05973  2.20948  2.65800  0.01604
32 55  0.41461  19.39043  0.49528  5.77514  0.09125  2.45908  2.33700  0.01250
32 56  0.38627  20.49300  0.51212  6.08458  0.10318  2.52701  2.05000  0.01164
32 57  0.50894  16.88114  0.47252  4.64630  0.07560  0.44449  1.96400  0.01332
32 58  0.36016  21.75684  0.52029  6.41026  0.11935  2.84999  2.50700  0.01162
32 59  0.35410  22.12649  0.52692  6.45944  0.11879  2.87915  2.50000  0.01165
32 60  0.34915  22.44416  0.53349  6.49390  0.11719  2.89893  2.49700  0.01154
32 61  0.33936  23.05962  0.54062  6.58898  0.11983  2.94876  2.49400  0.01126
32 62  0.32927  23.73603  0.54678  6.69342  0.12373  3.00689  2.49000  0.01055
32 63  0.31470  24.69582  0.55222  6.87087  0.13281  3.09367  2.48500  0.00987
32 64  0.28891  25.27304  0.58218  7.06378  0.12997  2.99569  2.08100  0.01078
32 65  0.31459  24.93910  0.55572  6.85481  0.12941  3.13550  2.47600  0.01012
32 66  0.31461  25.05875  0.55761  6.84616  0.12750  3.14961  2.47000  0.01043
32 67  0.31987  24.80346  0.55723  6.78311  0.12262  3.14130  2.46500  0.01070
32 68  0.32928  24.26111  0.55345  6.68685  0.11702  3.12539  2.46000  0.01068
32 69  0.35026  23.06619  0.54898  6.44665  0.10053  3.01732  2.45400  0.01108
32 70  0.40835  19.38404  0.52477  5.97422  0.06661  2.72975  2.58400  0.01144
32 71  0.35513  22.07704  0.56156  6.31245  0.08465  2.71545  1.92700  0.01193
32 72  0.35492  23.22001  0.56585  6.30506  0.08040  2.70571  1.81400  0.01067
32 73  0.34447  23.88447  0.56298  6.46564  0.09311  2.88916  1.76700  0.01037
32 74  0.35731  23.26208  0.57628  6.24394  0.06808  2.50678  1.73500  0.01030
32 75  0.35212  23.62040  0.58149  6.30666  0.06876  2.43245  1.70900  0.01022
32 76  0.32458  25.39474  0.58799  6.66631  0.08996  2.63090  1.70000  0.01067
32 77  0.31244  26.29640  0.59532  6.82096  0.09534  2.60922  1.71500  0.01071
32 78  0.27585  29.26407  0.58625  7.43426  0.13918  3.06738  1.83400  0.01066
32 79  0.24286  32.62385  0.58050  8.02968  0.17699  3.33930  1.99800  0.01084
32 80  0.24563  31.23912  0.57564  8.08347  0.17894  3.34430  2.19300  0.01063
32 81  0.21424  34.62602  0.57259  8.74041  0.21303  3.53029  2.06700  0.00942
32 82  0.18614  38.57917  0.57278  9.35214  0.24065  3.65543  1.97900  0.00983
32 83  0.21962  34.08263  0.57502  8.68774  0.20518  3.44477  1.91500  0.00869
32 84  0.22250  33.77505  0.57409  8.67207  0.20279  3.43380  1.89800  0.00805
32 85  0.24446  31.46402  0.56843  8.34671  0.18655  3.32843  2.05000  0.00977
32 86  0.37178  22.18864  0.51507  6.76287  0.11332  2.82007  2.63600  0.01403
32 87  0.36208  22.69324  0.50887  6.96123  0.12881  2.95817  2.80100  0.01340
32 88  0.33418  24.48952  0.53533  7.20905  0.13070  2.90412  2.16200  0.01314
32 89  0.44162  18.88523  0.48365  6.07695  0.07630  2.35753  2.05300  0.01464
32 90  0.38866  20.91173  0.49901  6.72225  0.11249  2.78709  1.99200  0.01295
32 91  0.40153  20.37508  0.47575  6.70016  0.12278  3.03711  1.90800  0.01399
32 92  0.40433  21.12594  0.48263  6.58156  0.11333  2.97877  1.90000  0.01479
33 33  0.08332  37.28372  0.47028 12.16680  0.44253  4.24119  1.59200  0.01240
33 34  0.53980  14.03826  0.45589  4.28581  0.00000  1.00000  1.65600  0.01825
33 35  0.58013  13.12840  0.41656  4.08750  0.00000  1.00000  1.78300  0.02792
33 36  0.25334  24.60651  0.54070  7.44316  0.20630  3.13219  2.66210  0.02755
33 37  0.29751  22.34956  0.52562  6.89053  0.17705  3.01603  2.24100  0.01945
33 38  0.37163  19.67220  0.56072  5.68854  0.07155  2.00113  2.04400  0.01154
33 39  0.37292  19.78662  0.56764  5.65506  0.06394  1.85622  1.82900  0.00994
33 40  0.36606  20.03276  0.57214  5.74568  0.06778  1.82780  1.76100  0.00931
33 41  0.36716  20.20459  0.58106  5.69751  0.06300  1.51210  1.70900  0.00891
33 42  0.35883  20.67919  0.58281  5.83378  0.07118  1.57446  1.67500  0.00868
33 43  0.31209  22.92310  0.58351  6.48652  0.11130  2.26608  1.66500  0.00993
33 44  0.27189  25.15921  0.57257  7.19726  0.15995  2.72934  1.67400  0.01179
33 45  0.25295  26.47710  0.57150  7.55902  0.17973  2.84968  1.69600  0.01127
33 46  0.21216  29.54433  0.55772  8.44516  0.23203  3.21116  1.78700  0.01236
33 47  0.17446  33.27480  0.55097  9.34320  0.27500  3.45875  1.90000  0.01321
33 48  0.15836  35.35166  0.55118  9.78615  0.29062  3.52664  2.04000  0.01177
33 49  0.11958  42.14721  0.55456 10.81531  0.32541  3.69109  1.92200  0.01280
33 50  0.14608  37.29311  0.54690 10.27439  0.30635  3.61110  1.82000  0.01103
33 51  0.13701  39.17018  0.55076 10.52106  0.31092  3.62915  1.77300  0.01068
33 52  0.14262  38.29857  0.54820 10.46330  0.30759  3.62087  1.83800  0.01151
33 53  0.22035  28.99766  0.51462  9.09531  0.26405  3.41212  1.95800  0.01502
33 54  0.44429  18.24406  0.42858  5.96797  0.12807  2.66846  2.53309  0.01690
33 55  0.36819  21.29649  0.51469  6.35050  0.11880  2.57923  2.21500  0.01275
33 56  0.38010  20.80101  0.51770  6.18286  0.10348  2.50045  1.96100  0.01186
33 57  0.47527  17.88915  0.47007  5.12766  0.05721  1.94042  1.93900  0.01321
33 58  0.38126  20.89425  0.52703  6.14411  0.09244  2.52616  2.32000  0.01253
33 59  0.37407  21.27294  0.53318  6.20914  0.09339  2.57620  2.31600  0.01282
33 60  0.36503  21.78704  0.54114  6.28502  0.09441  2.62013  2.31900  0.01201
33 61  0.35674  22.28475  0.54785  6.35968  0.09593  2.66813  2.32100  0.01098
33 62  0.34723  22.85444  0.55336  6.45835  0.09980  2.73940  2.32100  0.01017
33 63  0.34052  23.32544  0.55821  6.52093  0.10157  2.79032  2.32000  0.00970
33 64  0.24930  28.60389  0.57425  7.73977  0.17651  3.33389  1.94500  0.00886
33 65  0.32723  24.31529  0.56368  6.67064  0.10914  2.93019  2.31400  0.00954
33 66  0.32415  24.59098  0.56389  6.71543  0.11192  2.98921  2.31000  0.01041
33 67  0.33390  24.04936  0.56181  6.60256  0.10426  2.95956  2.30600  0.01274
33 68  0.33346  24.13810  0.55721  6.64002  0.10915  3.03784  2.30100  0.01183
33 69  0.32823  24.53393  0.55073  6.75426  0.12066  3.15693  2.30700  0.01047
33 70  0.32944  23.07772  0.53219  6.96842  0.13765  3.30829  2.38600  0.00975
33 71  0.35270  22.29018  0.54650  6.42863  0.10054  3.00174  1.84600  0.01087
33 72  0.34011  24.21677  0.55777  6.54931  0.10193  3.01300  1.76800  0.01016
33 73  0.35485  23.52868  0.57822  6.26356  0.06801  2.52980  1.72600  0.01026
33 74  0.35762  23.48785  0.58878  6.18882  0.05679  2.16697  1.69800  0.01018
33 75  0.33592  24.85210  0.59430  6.46733  0.07311  2.37166  1.69000  0.01006
33 76  0.30518  26.89629  0.59113  6.94576  0.10608  2.77124  1.70600  0.01083
33 77  0.29493  27.67871  0.59082  7.12899  0.11645  2.84894  1.73700  0.01029
33 78  0.26521  30.32699  0.58353  7.65220  0.15227  3.16565  1.84900  0.01027
33 79  0.24167  32.61101  0.57756  8.12366  0.18105  3.36253  1.97200  0.01023
33 80  0.23159  32.69363  0.57355  8.39798  0.19498  3.42985  2.12200  0.00919
33 81  0.20192  36.15849  0.56815  9.07831  0.22957  3.62256  2.00700  0.00888
33 82  0.23602  32.19328  0.57176  8.41381  0.19213  3.37904  1.91100  0.00864
33 83  0.22340  33.65512  0.57286  8.67443  0.20304  3.44937  1.86200  0.00724
33 84  0.23736  32.14354  0.57061  8.46631  0.19133  3.37141  1.93100  0.00830
33 85  0.28104  28.15762  0.56213  7.80329  0.15654  3.12822  2.05200  0.01074
33 86  0.40586  20.72066  0.50927  6.35468  0.08574  2.50844  2.62882  0.01394
33 87  0.27186  29.06269  0.56389  7.99875  0.16389  3.14878  2.63700  0.01066
33 88  0.31701  25.67665  0.54524  7.42811  0.13734  2.97364  2.09700  0.01148
33 89  0.34473  22.93284  0.52503  7.19235  0.12975  2.93096  2.03000  0.01145
33 90  0.38227  21.30220  0.51044  6.75876  0.10727  2.72818  1.97900  0.01187
33 91  0.36649  21.78415  0.49113  7.15297  0.14209  3.16541  1.89000  0.01367
33 92  0.34687  23.87270  0.50188  7.34913  0.15104  3.23781  1.88300  0.01388
34 34  0.57952  13.10464  0.41694  4.11051  0.00000  1.00000  1.70600  0.02555
34 35  0.42634  17.48567  0.55003  5.04292  0.14364  0.36257  1.80800  0.01138
34 36  0.16910  30.89892  0.55732  8.96041  0.27370  3.39757  2.89800  0.04594
34 37  0.37919  19.23268  0.54909  5.67550  0.07348  2.13765  2.15700  0.01183
34 38  0.36922  19.93235  0.56347  5.71570  0.06878  2.06154  1.98800  0.01011
34 39  0.38704  19.46750  0.57559  5.44758  0.05081  1.14887  1.81900  0.00929
34 40  0.37859  19.80414  0.58520  5.52494  0.07404  0.80583  1.76200  0.00859
34 41  0.36434  20.50598  0.59092  5.70170  0.07191  1.06588  1.72800  0.00812
34 42  0.33536  21.77023  0.58582  6.16551  0.08800  1.90795  1.71600  0.00868
34 43  0.28812  24.15436  0.57587  6.92869  0.14039  2.58335  1.71500  0.01014
34 44  0.25249  26.32202  0.56547  7.61509  0.18501  2.92452  1.72300  0.01119
