# fitted for a_NLH (0.5 0.5)
# Z1 Z2 a b c d relerr(%)
13 57  0.26877 -1.70043  6.71997 -0.98871  2.39783
13 58  0.47214 -1.62861  6.51367 -0.94970  2.21570
13 59  0.49394 -1.62609  6.51404 -0.94523  2.17778
13 60  0.50556 -1.62574  6.51921 -0.94337  2.14305
13 61  0.51306 -1.62609  6.52721 -0.94253  2.09720
13 62  0.52130 -1.62619  6.53485 -0.94138  2.05146
13 63  0.52873 -1.62634  6.54153 -0.94028  2.00920
13 64  0.42030 -1.66279  6.57986 -0.97560  2.71533
13 65  0.53286 -1.62832  6.56337 -0.94040  1.95707
13 66  0.52875 -1.63046  6.58032 -0.94120  1.93968
13 67  0.52177 -1.63286  6.59951 -0.94237  1.89497
13 68  0.51092 -1.63569  6.62027 -0.94423  1.84286
13 69  0.49779 -1.63782  6.63794 -0.94794  1.89367
13 70  0.52226 -1.62091  6.24136 -0.97528  0.99552
13 71  0.40801 -1.67157  6.69752 -0.97554  2.50221
13 72  0.39460 -1.68047  6.85937 -0.97451  2.72301
13 73  0.37391 -1.68965  6.90773 -0.98018  2.92378
13 74  0.37678 -1.69081  6.93701 -0.97939  2.98916
13 75  0.37289 -1.69345  6.96574 -0.97894  2.85518
13 76  0.35454 -1.69984  6.99573 -0.98322  2.83215
13 77  0.32790 -1.70832  7.02129 -0.99022  2.98123
13 78  0.33451 -1.70108  6.98300 -0.98688  2.91369
13 79  0.33632 -1.69236  6.92900 -0.98241  2.49316
13 80  0.35577 -1.67691  6.84438 -0.97508  2.07820
13 81  0.35415 -1.67883  6.89030 -0.97690  2.27355
13 82  0.34851 -1.68125  6.91082 -0.97725  2.09497
13 83  0.34709 -1.68268  6.91855 -0.97671  1.85066
13 84  0.36747 -1.67316  6.90449 -0.97422  1.99313
13 85  0.38655 -1.66096  6.87614 -0.97147  2.15179
13 86  0.35041 -1.65207  6.68065 -0.98447  2.31658
13 87  0.36113 -1.64517  6.58996 -0.98543  1.56188
13 88  0.33099 -1.66585  6.74265 -0.99507  2.39049
13 89  0.31403 -1.67422  6.70269 -1.00365  2.42126
13 90  0.31657 -1.67648  6.79004 -0.99955  2.58548
13 91  0.41073 -1.66012  6.72039 -0.97442  2.34451
13 92  0.41680 -1.66107  6.79751 -0.96830  2.24817
14 14  0.23225 -1.76516  6.47347 -1.02674  3.47588
14 15  0.17582 -1.79903  6.53128 -1.05269  3.93741
14 16  0.14386 -1.82305  6.61840 -1.06388  3.83223
14 17  0.14092 -1.81571  6.61205 -1.06141  3.47387
14 18  0.17749 -1.76183  6.35339 -1.02627  0.82155
14 19  0.22648 -1.73284  6.31017 -1.02384  0.47154
14 20  0.19258 -1.75989  6.32358 -1.04376  0.67794
14 21  0.17329 -1.78715  6.63140 -1.04539  2.25475
14 22  0.19416 -1.78034  6.67856 -1.04100  2.36261
14 23  0.21480 -1.77407  6.71403 -1.03439  2.33396
14 24  0.22663 -1.77282  6.75394 -1.03077  2.42332
14 25  0.24948 -1.76603  6.76616 -1.02251  2.37261
14 26  0.27345 -1.75889  6.78459 -1.01234  2.23738
14 27  0.29163 -1.75318  6.79890 -1.00239  2.00115
14 28  0.30956 -1.74477  6.79169 -0.99515  1.94837
14 29  0.35691 -1.72002  6.71737 -0.97745  1.55585
14 30  0.38541 -1.69825  6.55215 -0.97522  1.80975
14 31  0.34360 -1.71277  6.42931 -1.00229  1.09892
14 32  0.33162 -1.71996  6.51987 -1.00276  1.56559
14 33  0.31852 -1.72371  6.70114 -1.00033  3.08945
14 34  0.27788 -1.73646  6.74025 -1.01440  3.53447
14 35  0.27098 -1.72871  6.68955 -1.01524  3.49351
14 36  0.25012 -1.71333  6.56270 -1.00953  2.82391
14 37  0.28609 -1.69967  6.58946 -0.99882  2.35923
14 38  0.27017 -1.71068  6.62292 -1.00460  2.34407
14 39  0.23089 -1.73848  6.71267 -1.02375  3.37716
14 40  0.24651 -1.73587  6.73806 -1.01874  3.14362
14 41  0.24850 -1.73881  6.76584 -1.01712  3.04717
14 42  0.24545 -1.74395  6.80194 -1.01691  2.98504
14 43  0.24142 -1.74915  6.83062 -1.01600  2.85967
14 44  0.23517 -1.75405  6.85689 -1.01543  2.64881
14 45  0.23044 -1.75624  6.87238 -1.01487  2.57246
14 46  0.24606 -1.74416  6.84279 -1.00517  2.07073
14 47  0.27082 -1.72548  6.78806 -0.99271  1.63531
14 48  0.28474 -1.71166  6.76130 -0.98615  1.67323
14 49  0.29596 -1.70904  6.79239 -0.98236  1.26344
14 50  0.29980 -1.70956  6.83135 -0.98082  1.23186
14 51  0.28384 -1.71400  6.86872 -0.98899  1.82066
14 52  0.23141 -1.73199  6.56943 -1.02884  1.30369
14 53  0.22091 -1.72819  6.44028 -1.03808  0.84723
14 54  0.24100 -1.70382  6.70629 -1.00341  2.02987
14 55  0.26903 -1.69693  6.68239 -1.00404  3.33028
14 56  0.26746 -1.70660  6.74058 -1.01004  3.61336
14 57  0.23441 -1.72056  6.76092 -1.00787  2.73883
14 58  0.34925 -1.67233  6.67510 -0.98235  2.61318
14 59  0.37126 -1.66773  6.67691 -0.97733  2.52222
14 60  0.38691 -1.66500  6.67999 -0.97407  2.46351
14 61  0.39702 -1.66358  6.68295 -0.97257  2.47090
14 62  0.40501 -1.66282  6.68662 -0.97147  2.44245
14 63  0.41217 -1.66208  6.69037 -0.97063  2.41765
14 64  0.34528 -1.69365  6.68672 -1.00159  3.28938
14 65  0.42287 -1.66114  6.69736 -0.96959  2.38285
14 66  0.42721 -1.66080  6.70205 -0.96867  2.35029
14 67  0.43085 -1.66046  6.70948 -0.96740  2.29191
14 68  0.43411 -1.65978  6.71708 -0.96617  2.23298
14 69  0.44459 -1.65589  6.71571 -0.96372  2.16537
14 70  0.47702 -1.64168  6.62016 -0.96352  1.91982
14 71  0.35325 -1.69420  6.77465 -0.99432  3.02710
14 72  0.38361 -1.68887  6.91009 -0.98094  2.96512
14 73  0.38004 -1.69167  6.93386 -0.98125  2.87945
14 74  0.37264 -1.69554  6.95803 -0.98237  2.83343
14 75  0.35607 -1.70187  6.98718 -0.98599  2.90538
14 76  0.33371 -1.70966  7.01187 -0.99112  2.95898
14 77  0.32214 -1.71223  7.01894 -0.99379  3.03629
14 78  0.32546 -1.70560  6.97633 -0.98987  2.92711
14 79  0.33337 -1.69578  6.92650 -0.98457  2.49966
14 80  0.33297 -1.68869  6.85448 -0.98502  2.46108
14 81  0.34359 -1.68627  6.91450 -0.97978  2.12852
14 82  0.35050 -1.68454  6.93938 -0.97699  1.97406
14 83  0.35152 -1.68268  6.96473 -0.97959  2.37658
14 84  0.35722 -1.67749  6.95212 -0.98135  2.60112
14 85  0.35673 -1.67000  6.84896 -0.98605  2.52157
14 86  0.33267 -1.66335  6.76189 -0.99124  2.81273
14 87  0.31594 -1.66629  6.81001 -0.98941  2.72763
14 88  0.30394 -1.67972  6.82581 -1.00448  3.04178
14 89  0.29096 -1.68678  6.74639 -1.01528  2.94579
14 90  0.30860 -1.68250  6.83867 -1.00589  3.03515
14 91  0.37201 -1.67607  6.77826 -0.98860  2.59092
14 92  0.37618 -1.67741  6.85025 -0.98338  2.47412
15 15  0.12912 -1.83586  6.32511 -1.08439  3.48581
15 16  0.11960 -1.84116  6.39591 -1.08358  3.09059
15 17  0.12239 -1.83105  6.41866 -1.07687  2.63727
15 18  0.20417 -1.75519  6.52429 -0.99285  1.15395
15 19  0.21230 -1.75113  6.42536 -1.01693  0.71581
15 20  0.16733 -1.78163  6.26967 -1.06068  0.99886
15 21  0.17693 -1.78591  6.51500 -1.05248  2.10589
15 22  0.19516 -1.78132  6.55915 -1.04721  2.26022
15 23  0.20718 -1.78012  6.59873 -1.04416  2.38182
15 24  0.22412 -1.77595  6.63168 -1.03868  2.48580
15 25  0.25276 -1.76623  6.63202 -1.02638  2.32082
15 26  0.27880 -1.75775  6.64416 -1.01458  2.16502
15 27  0.29705 -1.75167  6.65114 -1.00584  2.01388
15 28  0.31973 -1.74138  6.63786 -0.99756  2.02585
15 29  0.35225 -1.72357  6.59304 -0.98525  1.77949
15 30  0.36002 -1.71160  6.51903 -0.98288  2.23632
15 31  0.32894 -1.72277  6.40906 -1.00629  1.33758
15 32  0.32306 -1.72486  6.62073 -1.00033  3.01739
15 33  0.28007 -1.73986  6.66669 -1.01692  3.44799
15 34  0.26335 -1.74049  6.66018 -1.02210  3.59585
15 35  0.25326 -1.73577  6.62638 -1.02210  3.48388
15 36  0.21431 -1.73609  6.50566 -1.02123  2.19531
15 37  0.23108 -1.72969  6.54706 -1.01727  2.39113
15 38  0.25167 -1.72192  6.58146 -1.01700  2.97133
15 39  0.24525 -1.73154  6.63159 -1.02348  3.19246
15 40  0.24311 -1.73767  6.65596 -1.02390  3.16230
15 41  0.23960 -1.74316  6.69086 -1.02459  3.23716
15 42  0.23272 -1.75026  6.73731 -1.02430  3.07169
15 43  0.23274 -1.75345  6.76048 -1.02066  2.83472
15 44  0.23266 -1.75472  6.77703 -1.01733  2.55065
15 45  0.23712 -1.75196  6.78351 -1.01329  2.37671
15 46  0.25210 -1.74057  6.75583 -1.00421  1.95650
15 47  0.27447 -1.72447  6.71968 -0.99363  1.68549
15 48  0.27839 -1.71715  6.70543 -0.98913  1.65018
15 49  0.29411 -1.71242  6.73288 -0.98450  1.31196
15 50  0.26082 -1.72428  6.61841 -1.01044  1.71612
15 51  0.26981 -1.71975  6.80911 -0.99827  2.13112
15 52  0.24249 -1.72557  6.65746 -1.01751  2.28233
15 53  0.23758 -1.72107  6.64138 -1.01841  2.36052
15 54  0.21876 -1.71814  6.66370 -1.01406  2.34204
15 55  0.22847 -1.72011  6.64823 -1.01999  3.62730
15 56  0.27178 -1.70658  6.67530 -1.01188  3.72547
15 57  0.23800 -1.71837  6.70251 -1.00716  2.85955
15 58  0.32393 -1.68459  6.64435 -0.99368  3.18547
15 59  0.34348 -1.68021  6.64622 -0.98860  3.07302
15 60  0.36140 -1.67639  6.64945 -0.98386  2.92445
15 61  0.37465 -1.67386  6.65032 -0.98070  2.83603
15 62  0.38419 -1.67221  6.65199 -0.97882  2.78909
15 63  0.39400 -1.67041  6.65392 -0.97671  2.73929
15 64  0.35118 -1.69560  6.64124 -0.99860  2.99828
15 65  0.41281 -1.66724  6.66666 -0.97106  2.57239
15 66  0.42215 -1.66562  6.67199 -0.96774  2.45028
15 67  0.43142 -1.66375  6.67427 -0.96447  2.31980
15 68  0.44039 -1.66161  6.67695 -0.96093  2.14179
15 69  0.44456 -1.65917  6.67259 -0.95955  2.08632
15 70  0.45823 -1.65119  6.58160 -0.96497  1.76030
15 71  0.39439 -1.68228  6.66817 -0.98147  2.58920
15 72  0.39900 -1.68533  6.83947 -0.97478  2.77129
15 73  0.39142 -1.68935  6.85621 -0.97723  2.84935
15 74  0.37034 -1.69712  6.88565 -0.98238  2.96710
15 75  0.34997 -1.70428  6.90989 -0.98691  2.99665
15 76  0.32974 -1.71094  6.92552 -0.99114  3.00568
15 77  0.32582 -1.71033  6.92074 -0.99108  2.95555
15 78  0.33595 -1.70075  6.87356 -0.98598  2.99252
15 79  0.34668 -1.69104  6.83356 -0.98078  2.68230
15 80  0.33187 -1.69114  6.76704 -0.98512  2.47223
15 81  0.34917 -1.68628  6.79058 -0.97962  2.10569
15 82  0.35566 -1.68225  6.80647 -0.98172  2.52807
15 83  0.35472 -1.68119  6.82393 -0.98444  2.70241
15 84  0.34954 -1.67810  6.79121 -0.98828  2.83219
15 85  0.34339 -1.67393  6.73747 -0.99267  2.91463
15 86  0.31722 -1.67217  6.71615 -0.99693  3.25627
15 87  0.29589 -1.67734  6.71232 -0.99766  2.74131
15 88  0.32449 -1.67356  6.77980 -0.99869  3.38448
15 89  0.31297 -1.67872  6.68534 -1.00836  3.30299
15 90  0.30626 -1.68267  6.72039 -1.00994  3.47094
15 91  0.35810 -1.68134  6.68850 -0.99287  2.75770
15 92  0.36564 -1.68184  6.78299 -0.98468  2.65926
16 16  0.11285 -1.84540  6.38904 -1.08476  2.70960
16 17  0.12082 -1.83293  6.44536 -1.07363  2.21881
16 18  0.22808 -1.74867  6.62451 -0.96692  1.45447
16 19  0.19807 -1.75441  6.29918 -1.04081  0.95152
16 20  0.19406 -1.76320  6.42143 -1.04536  2.02798
16 21  0.17813 -1.78349  6.49944 -1.05527  2.53027
16 22  0.19394 -1.78156  6.55905 -1.04855  2.43844
16 23  0.21633 -1.77487  6.60275 -1.03964  2.41722
16 24  0.24297 -1.76588  6.62900 -1.02917  2.37675
16 25  0.27453 -1.75573  6.61306 -1.01752  2.28131
16 26  0.29984 -1.74828  6.61998 -1.00715  2.15520
16 27  0.31763 -1.74286  6.62241 -0.99943  2.04503
16 28  0.33605 -1.73516  6.61194 -0.99294  2.06818
16 29  0.34456 -1.72713  6.56308 -0.99064  2.13391
16 30  0.30790 -1.73206  6.29352 -1.01877  1.01078
16 31  0.34209 -1.71814  6.57614 -0.99442  2.84832
16 32  0.29807 -1.73348  6.63411 -1.01110  3.33179
16 33  0.27215 -1.73927  6.64604 -1.01973  3.55478
16 34  0.20268 -1.76414  6.16598 -1.07338  1.74377
16 35  0.23987 -1.74130  6.64743 -1.02546  3.40934
16 36  0.19187 -1.75419  6.50116 -1.01753  0.84214
16 37  0.28334 -1.70452  6.54905 -1.00600  2.55821
16 38  0.27946 -1.70798  6.57060 -1.01180  3.07039
16 39  0.24967 -1.72767  6.61722 -1.02525  3.43119
16 40  0.23294 -1.74092  6.63830 -1.02996  3.39735
16 41  0.22797 -1.74698  6.67276 -1.02914  3.23132
16 42  0.23205 -1.74828  6.71110 -1.02393  2.89123
16 43  0.23896 -1.74825  6.73609 -1.01720  2.55176
16 44  0.23877 -1.74931  6.75567 -1.01380  2.31013
16 45  0.24550 -1.74558  6.76201 -1.00895  2.11610
16 46  0.26039 -1.73502  6.74132 -1.00064  1.76922
16 47  0.27641 -1.72341  6.72818 -0.99290  1.59937
16 48  0.27690 -1.71947  6.72670 -0.98987  1.51644
16 49  0.29112 -1.71227  6.75556 -0.98944  1.79892
16 50  0.28007 -1.71604  6.78277 -0.99632  2.05199
16 51  0.22651 -1.73369  6.45276 -1.03594  1.27215
16 52  0.19915 -1.74354  6.35036 -1.05164  1.00315
16 53  0.22285 -1.72780  6.68390 -1.02228  2.45551
16 54  0.19099 -1.73403  6.66972 -1.02618  2.60522
16 55  0.26754 -1.70158  6.65096 -1.00839  3.26761
16 56  0.28622 -1.69984  6.68445 -1.00797  3.68501
16 57  0.24642 -1.71251  6.69293 -1.00786  2.97026
16 58  0.37889 -1.66825  6.63612 -0.97773  2.42339
16 59  0.40154 -1.66404  6.64163 -0.97110  2.20112
16 60  0.41645 -1.66190  6.64723 -0.96703  2.08299
16 61  0.42692 -1.66072  6.65314 -0.96453  2.00403
16 62  0.43677 -1.65958  6.65636 -0.96220  1.90295
16 63  0.44544 -1.65867  6.65884 -0.96004  1.81708
16 64  0.38136 -1.68662  6.64656 -0.98601  2.38738
16 65  0.46419 -1.65608  6.65920 -0.95505  1.66878
16 66  0.47652 -1.65391  6.65442 -0.95142  1.52810
16 67  0.48319 -1.65286  6.65372 -0.94876  1.44428
16 68  0.48127 -1.65356  6.66038 -0.94815  1.45991
16 69  0.47230 -1.65458  6.66322 -0.95094  1.57114
16 70  0.47842 -1.64837  6.57625 -0.96249  1.75563
16 71  0.42633 -1.67228  6.62473 -0.97460  2.56642
16 72  0.40302 -1.68323  6.79641 -0.97578  2.98683
16 73  0.38360 -1.69052  6.83239 -0.98001  2.95833
16 74  0.36583 -1.69692  6.86550 -0.98297  2.93847
16 75  0.34977 -1.70257  6.89129 -0.98509  2.86291
16 76  0.33169 -1.70833  6.89940 -0.98890  2.84329
16 77  0.33187 -1.70629  6.88777 -0.98765  2.89353
16 78  0.33928 -1.69773  6.84805 -0.98434  2.89647
16 79  0.34513 -1.69082  6.82371 -0.98094  2.66285
16 80  0.33093 -1.69251  6.76850 -0.98559  2.37445
16 81  0.36322 -1.68058  6.77694 -0.97913  2.37648
16 82  0.35448 -1.68092  6.78197 -0.98617  2.79132
16 83  0.35212 -1.67894  6.78011 -0.98756  2.78771
16 84  0.33708 -1.67990  6.74996 -0.99482  2.96933
16 85  0.32413 -1.67978  6.74571 -0.99890  3.15262
16 86  0.28622 -1.68476  6.70341 -1.00944  3.50790
16 87  0.32238 -1.66739  6.69717 -0.99644  3.12940
16 88  0.34490 -1.66497  6.74921 -0.99582  3.34446
16 89  0.32279 -1.67380  6.67543 -1.00808  3.40572
16 90  0.30048 -1.68321  6.69067 -1.01478  3.57773
16 91  0.34580 -1.68546  6.70270 -0.99514  2.74335
16 92  0.36422 -1.68295  6.85059 -0.97980  2.64348
17 17  0.12359 -1.82784  6.41608 -1.07047  1.74383
17 18  0.16118 -1.76035  6.15035 -1.04206  0.67865
17 19  0.21249 -1.73779  6.35138 -1.03898  2.09805
17 20  0.19269 -1.75756  6.41232 -1.04650  2.23470
17 21  0.19430 -1.76736  6.47807 -1.04659  2.29952
17 22  0.22257 -1.75924  6.50815 -1.03647  2.18213
17 23  0.25038 -1.75163  6.52914 -1.02705  2.16826
17 24  0.27262 -1.74650  6.54719 -1.01957  2.20681
17 25  0.30176 -1.73894  6.51444 -1.01162  2.22302
17 26  0.33940 -1.72871  6.55928 -0.99462  2.02813
17 27  0.35429 -1.72567  6.56417 -0.98832  1.94167
17 28  0.35888 -1.72432  6.57555 -0.98523  1.91406
17 29  0.34938 -1.72420  6.56283 -0.98859  2.25688
17 30  0.36302 -1.70853  6.49014 -0.98604  2.53651
17 31  0.33587 -1.71532  6.53036 -0.99944  3.02796
17 32  0.30472 -1.72252  6.55917 -1.01035  3.27664
17 33  0.27239 -1.73222  6.59748 -1.01943  3.36799
17 34  0.24807 -1.73963  6.62342 -1.02545  3.33859
17 35  0.23012 -1.74323  6.63198 -1.02803  3.25633
17 36  0.25522 -1.70385  6.45029 -1.01317  2.97921
17 37  0.32300 -1.68226  6.49251 -1.00373  2.94566
17 38  0.27388 -1.70446  6.53151 -1.01762  3.43359
17 39  0.25149 -1.72133  6.57952 -1.02447  3.49051
17 40  0.24211 -1.73075  6.61160 -1.02417  3.12504
17 41  0.24195 -1.73425  6.64080 -1.02089  2.87290
17 42  0.24705 -1.73525  6.67037 -1.01591  2.51924
17 43  0.25688 -1.73411  6.68021 -1.00902  2.14461
17 44  0.25702 -1.73498  6.69504 -1.00594  1.91710
17 45  0.25668 -1.73513  6.70852 -1.00358  1.82360
17 46  0.26648 -1.72802  6.70655 -0.99792  1.71245
17 47  0.27403 -1.72221  6.71964 -0.99475  1.63626
17 48  0.23495 -1.73034  6.31552 -1.03368  0.44178
17 49  0.24726 -1.72360  6.36971 -1.03055  0.79353
17 50  0.23127 -1.72818  6.32812 -1.03994  0.80606
17 51  0.23607 -1.72408  6.62089 -1.02078  2.25743
17 52  0.22667 -1.72638  6.67687 -1.02105  2.37443
17 53  0.21492 -1.72941  6.72313 -1.02214  2.42068
17 54  0.23050 -1.70605  6.68776 -1.00921  2.25368
17 55  0.32397 -1.67459  6.58574 -0.99487  2.97448
17 56  0.31199 -1.68500  6.63836 -1.00090  3.30307
17 57  0.25579 -1.70290  6.69695 -1.00384  2.82747
17 58  0.42653 -1.65090  6.58864 -0.96591  2.12531
17 59  0.45889 -1.64499  6.57747 -0.95704  1.83898
17 60  0.48599 -1.64040  6.56339 -0.95043  1.63226
17 61  0.50730 -1.63718  6.55929 -0.94514  1.47304
17 62  0.52382 -1.63500  6.56261 -0.94097  1.34913
17 63  0.53887 -1.63305  6.56483 -0.93715  1.24626
17 64  0.43663 -1.66690  6.57904 -0.96827  1.73897
17 65  0.56354 -1.63031  6.56486 -0.93061  1.09022
17 66  0.57310 -1.62943  6.56445 -0.92750  1.03790
17 67  0.57451 -1.62988  6.57002 -0.92646  1.03681
17 68  0.56864 -1.63118  6.57872 -0.92771  1.10528
17 69  0.55155 -1.63299  6.57418 -0.93571  1.44962
17 70  0.51101 -1.63659  6.40472 -0.97038  2.08867
17 71  0.42756 -1.66759  6.56876 -0.97511  2.67073
17 72  0.40800 -1.67738  6.76977 -0.97227  3.03883
17 73  0.39028 -1.68363  6.79594 -0.97546  2.98280
17 74  0.37455 -1.68928  6.81677 -0.97788  2.88136
17 75  0.36133 -1.69396  6.82922 -0.97980  2.74592
17 76  0.34873 -1.69783  6.83534 -0.98188  2.65942
17 77  0.34273 -1.69819  6.83886 -0.98236  2.69880
17 78  0.34402 -1.69245  6.81143 -0.98162  2.65799
17 79  0.34652 -1.68834  6.80661 -0.98067  2.62610
17 80  0.35519 -1.68008  6.71470 -0.98175  2.37386
17 81  0.37282 -1.67306  6.69529 -0.98145  2.41210
17 82  0.34849 -1.67676  6.71686 -0.98973  2.82857
17 83  0.33869 -1.67791  6.71749 -0.99401  2.92387
17 84  0.32340 -1.68044  6.72135 -0.99942  3.13361
17 85  0.30902 -1.68254  6.73308 -1.00356  3.31458
17 86  0.31491 -1.66772  6.66183 -0.99969  3.26182
17 87  0.37983 -1.64536  6.63158 -0.98651  2.93116
17 88  0.35864 -1.65562  6.67830 -0.99528  3.34882
17 89  0.32488 -1.66820  6.61469 -1.00892  3.34271
17 90  0.29877 -1.67870  6.65298 -1.01463  3.46088
17 91  0.35932 -1.67757  6.69070 -0.98585  2.32503
17 92  0.37652 -1.67543  6.81272 -0.97242  2.18944
18 18  0.18141 -1.72362  6.08786 -1.04485  1.81306
18 19  0.17912 -1.73033  6.20602 -1.03865  1.79655
18 20  0.16080 -1.74349  6.02150 -1.04711  0.48742
18 21  0.17800 -1.74381  6.11074 -1.03797  0.61053
18 22  0.19147 -1.74812  6.13937 -1.03913  0.71892
18 23  0.22830 -1.73943  6.32965 -1.02046  1.40187
18 24  0.25381 -1.73489  6.37042 -1.01550  1.94431
18 25  0.28218 -1.72821  6.35838 -1.00738  2.20115
18 26  0.30674 -1.72427  6.38455 -0.99950  2.31823
18 27  0.31564 -1.72557  6.43108 -0.99463  2.37621
18 28  0.31836 -1.72717  6.47120 -0.99216  2.24442
18 29  0.32474 -1.71308  6.39813 -0.98884  2.11689
18 30  0.37845 -1.67520  6.24902 -0.97234  1.96943
18 31  0.34916 -1.68144  6.28949 -0.98664  2.45587
18 32  0.27178 -1.70868  6.33739 -1.01073  2.41192
18 33  0.19525 -1.74418  6.15852 -1.03994  0.66311
18 34  0.20771 -1.74031  6.36623 -1.01549  0.72793
18 35  0.25105 -1.70238  6.37176 -1.01438  2.55068
18 36  0.31912 -1.65910  6.29527 -1.00478  3.22024
18 37  0.26719 -1.68000  6.33681 -1.01719  3.18211
18 38  0.21474 -1.70168  6.30483 -1.02452  2.40963
18 39  0.20728 -1.71923  6.38674 -1.02535  2.18540
18 40  0.21126 -1.72652  6.43781 -1.02311  2.14712
18 41  0.22540 -1.72373  6.50116 -1.01681  2.60981
18 42  0.23078 -1.72733  6.56029 -1.01320  2.54471
18 43  0.23900 -1.72828  6.58084 -1.00904  2.38284
18 44  0.23936 -1.73073  6.60199 -1.00779  2.19705
18 45  0.18421 -1.75914  6.18582 -1.05487  0.68405
18 46  0.23523 -1.73371  6.65788 -1.00564  2.00565
18 47  0.23951 -1.71625  6.56607 -0.99845  1.85293
18 48  0.26315 -1.69450  6.40323 -0.99826  1.42522
18 49  0.26480 -1.69177  6.47992 -0.99703  1.85322
18 50  0.22836 -1.70653  6.56306 -1.00404  2.18411
18 51  0.19450 -1.72428  6.58266 -1.01010  1.49817
18 52  0.19131 -1.72603  6.61173 -1.00791  1.20177
18 53  0.22092 -1.69974  6.60423 -1.00753  2.28681
18 54  0.27645 -1.66310  6.45820 -1.00382  2.15272
18 55  0.32008 -1.65329  6.41076 -0.99378  3.15821
18 56  0.28507 -1.67363  6.47161 -1.00465  3.27554
18 57  0.24566 -1.68784  6.56303 -1.00210  2.65512
18 58  0.42162 -1.62626  6.36842 -0.96813  2.78902
18 59  0.45620 -1.62134  6.36281 -0.95949  2.68850
18 60  0.48576 -1.61737  6.35859 -0.95210  2.64421
18 61  0.50524 -1.61524  6.35553 -0.94751  2.58942
18 62  0.52034 -1.61391  6.35406 -0.94400  2.53953
18 63  0.53417 -1.61267  6.34562 -0.94110  2.48579
18 64  0.41891 -1.64463  6.32589 -0.96907  2.38051
18 65  0.55931 -1.61113  6.35768 -0.93393  2.33361
18 66  0.56386 -1.61110  6.36580 -0.93213  2.35248
18 67  0.56246 -1.61174  6.37517 -0.93202  2.40829
18 68  0.54609 -1.61442  6.39148 -0.93626  2.53405
18 69  0.50658 -1.61989  6.41044 -0.94912  2.95988
18 70  0.45302 -1.62751  6.33539 -0.97672  3.19363
18 71  0.34636 -1.66372  6.35797 -0.99165  2.97499
18 72  0.33532 -1.68042  6.59485 -0.98997  3.03530
18 73  0.36901 -1.67261  6.65507 -0.97595  3.00448
18 74  0.35939 -1.67963  6.70244 -0.97720  2.93121
18 75  0.35311 -1.68382  6.72552 -0.97790  2.80458
18 76  0.34575 -1.68741  6.73513 -0.97954  2.66570
18 77  0.33967 -1.68983  6.75800 -0.98004  2.60936
18 78  0.32518 -1.69074  6.75580 -0.98440  2.85191
18 79  0.31410 -1.67940  6.64879 -0.98467  2.87199
18 80  0.34729 -1.66070  6.50048 -0.98213  2.29877
18 81  0.35303 -1.65628  6.50962 -0.98254  2.61955
18 82  0.26901 -1.68189  6.53687 -1.00721  2.90413
18 83  0.24862 -1.69047  6.55338 -1.01264  2.76553
18 84  0.24035 -1.69301  6.55828 -1.01446  2.68544
18 85  0.29768 -1.66267  6.55078 -1.00183  3.15981
18 86  0.38455 -1.62596  6.42440 -0.98839  2.79695
18 87  0.36355 -1.62952  6.47985 -0.99109  3.29193
18 88  0.33895 -1.64228  6.53688 -0.99786  3.47995
18 89  0.31546 -1.65346  6.46407 -1.00939  3.34936
18 90  0.29869 -1.66111  6.50128 -1.01295  3.41692
18 91  0.32921 -1.66777  6.19835 -1.01196  0.76626
18 92  0.34579 -1.66505  6.31790 -0.99866  0.82678
19 19  0.22767 -1.70616  6.20024 -1.02068  1.08760
19 20  0.39773 -1.64510  6.05253 -0.97391  2.21094
19 21  0.26660 -1.70717  6.16219 -1.01181  0.58361
19 22  0.24824 -1.72728  6.32557 -1.01295  1.08201
19 23  0.25274 -1.73418  6.37050 -1.01660  2.03969
19 24  0.27297 -1.73529  6.42221 -1.01254  2.25816
19 25  0.30308 -1.73068  6.42040 -1.00496  2.31288
19 26  0.31878 -1.73081  6.45408 -0.99891  2.09205
19 27  0.30146 -1.74050  6.32292 -1.01558  0.81877
19 28  0.29270 -1.74072  6.24735 -1.02535  0.79351
19 29  0.36493 -1.70452  6.41927 -0.98035  1.62141
19 30  0.49166 -1.64197  6.12981 -0.94774  0.92464
19 31  0.41764 -1.66376  6.28872 -0.96993  2.33966
19 32  0.35725 -1.68337  6.36672 -0.98822  1.82549
19 33  0.31221 -1.70096  6.43756 -0.99888  1.57355
19 34  0.32110 -1.69360  6.46513 -1.00111  2.40062
19 35  0.36332 -1.67089  6.41152 -0.99710  2.82314
19 36  0.28751 -1.67262  6.30336 -1.01359  3.28695
19 37  0.27262 -1.68008  6.32236 -1.01387  2.66673
19 38  0.32070 -1.66252  6.31056 -0.99097  1.50148
19 39  0.24535 -1.70388  6.41447 -1.01178  1.85167
19 40  0.22856 -1.71971  6.46538 -1.01712  2.33314
19 41  0.23345 -1.72598  6.54851 -1.01533  2.60004
19 42  0.23639 -1.73137  6.60935 -1.01318  2.49223
19 43  0.24247 -1.73422  6.64021 -1.00979  2.37259
19 44  0.18255 -1.76649  6.22475 -1.05926  0.74635
19 45  0.23172 -1.74476  6.72695 -1.00834  2.00426
19 46  0.24779 -1.73129  6.70057 -1.00135  1.71055
19 47  0.27196 -1.71014  6.64452 -0.99137  1.47956
