# fitted for a_NLH (0.5 0.5)
# Z1 Z2 a b c d relerr(%)
28 31  0.31310 -1.72425  6.47996 -1.00880  2.08639
28 32  0.30245 -1.72914  6.52105 -1.01132  2.03149
28 33  0.30464 -1.72843  6.54873 -1.00844  1.80411
28 34  0.30963 -1.72564  6.56444 -1.00445  1.60944
28 35  0.31710 -1.71953  6.56776 -0.99701  1.44619
28 36  0.27065 -1.72813  6.43317 -1.01084  1.49793
28 37  0.29524 -1.72101  6.46239 -1.00577  1.32661
28 38  0.27100 -1.73209  6.32712 -1.02577  0.52849
28 39  0.28687 -1.72937  6.43410 -1.01646  0.71228
28 40  0.29301 -1.72854  6.55174 -1.00676  1.36624
28 41  0.29438 -1.72830  6.59124 -1.00392  1.45805
28 42  0.29243 -1.72918  6.63174 -1.00220  1.48942
28 43  0.29810 -1.72675  6.68287 -0.99548  1.53259
28 44  0.30100 -1.72367  6.69501 -0.99298  1.56770
28 45  0.29976 -1.72070  6.67700 -0.99433  1.73594
28 46  0.29989 -1.71518  6.65505 -0.99463  1.91997
28 47  0.30451 -1.70809  6.65377 -0.99268  1.90575
28 48  0.28775 -1.70925  6.65350 -0.99623  2.09622
28 49  0.28927 -1.71057  6.71091 -0.99680  2.06178
28 50  0.28411 -1.71346  6.74414 -0.99680  2.00513
28 51  0.27068 -1.71861  6.79346 -0.99686  1.81913
28 52  0.26983 -1.71867  6.80466 -0.99558  1.71423
28 53  0.26625 -1.71856  6.80795 -0.99448  1.54262
28 54  0.23435 -1.72723  6.79150 -0.99942  1.82356
28 55  0.29107 -1.71533  6.73363 -0.98163  1.39324
28 56  0.30640 -1.71404  6.74338 -0.97947  1.24126
28 57  0.27486 -1.71477  6.77840 -0.98012  1.35720
28 58  0.30791 -1.71338  6.72481 -0.98085  1.62274
28 59  0.31554 -1.71084  6.71134 -0.98000  1.67907
28 60  0.32344 -1.70825  6.69989 -0.97878  1.68090
28 61  0.33189 -1.70536  6.68010 -0.97780  1.63200
28 62  0.33763 -1.70339  6.64480 -0.97867  1.52315
28 63  0.34490 -1.70087  6.61675 -0.97836  1.43896
28 64  0.34647 -1.70941  6.64208 -0.98302  1.99028
28 65  0.35841 -1.69607  6.58827 -0.97587  1.39906
28 66  0.35259 -1.69464  6.52548 -0.97999  1.41105
28 67  0.36337 -1.69344  6.60360 -0.97271  1.57462
28 68  0.36644 -1.69197  6.63123 -0.96925  1.75624
28 69  0.36444 -1.69140  6.64110 -0.96828  1.87610
28 70  0.35275 -1.69345  6.50319 -0.97987  1.57970
28 71  0.35549 -1.70249  6.53413 -0.98145  1.57451
28 72  0.35519 -1.70625  6.79240 -0.97091  1.89340
28 73  0.35399 -1.70628  6.79623 -0.97170  1.98731
28 74  0.35481 -1.70522  6.79545 -0.97159  2.02090
28 75  0.35615 -1.70355  6.79105 -0.97110  2.05591
28 76  0.35972 -1.70048  6.78214 -0.96994  1.97397
28 77  0.36726 -1.69477  6.75486 -0.96911  2.02733
28 78  0.37657 -1.68618  6.70205 -0.96817  2.10154
28 79  0.38661 -1.67812  6.67967 -0.96580  2.23551
28 80  0.37949 -1.67512  6.61575 -0.97138  2.39724
28 81  0.38332 -1.67490  6.63777 -0.97202  2.34824
28 82  0.36969 -1.67837  6.67577 -0.97533  2.52231
28 83  0.36052 -1.68126  6.70034 -0.97750  2.48280
28 84  0.35446 -1.68249  6.71586 -0.97848  2.44765
28 85  0.34241 -1.68472  6.72966 -0.98057  2.43567
28 86  0.30895 -1.69038  6.70063 -0.98817  2.66649
28 87  0.28896 -1.69427  6.67387 -0.99240  2.72528
28 88  0.33893 -1.68233  6.70894 -0.98053  2.27794
28 89  0.32067 -1.68844  6.52364 -0.99554  2.03084
28 90  0.32106 -1.68841  6.53177 -0.99495  1.97759
28 91  0.28698 -1.71829  6.59979 -0.99952  1.64892
28 92  0.29844 -1.71497  6.73622 -0.98809  1.65097
29 29  0.31815 -1.72196  6.41482 -1.00267  1.63203
29 30  0.31183 -1.71781  6.40323 -1.00336  1.88888
29 31  0.31763 -1.71766  6.44840 -1.00272  1.61354
29 32  0.31506 -1.72040  6.49296 -1.00266  1.49332
29 33  0.31511 -1.72146  6.52720 -1.00123  1.35395
29 34  0.31257 -1.72238  6.55439 -0.99953  1.21933
29 35  0.31933 -1.71799  6.57391 -0.99249  1.07586
29 36  0.29646 -1.71053  6.40155 -0.99771  1.32830
29 37  0.32900 -1.70104  6.43884 -0.98912  1.08128
29 38  0.33621 -1.69819  6.45596 -0.98577  1.02896
29 39  0.32592 -1.70609  6.50881 -0.99069  1.22441
29 40  0.31404 -1.71190  6.53010 -0.99407  1.32715
29 41  0.31488 -1.71244  6.56316 -0.99266  1.41530
29 42  0.31394 -1.71332  6.59699 -0.99183  1.41648
29 43  0.31596 -1.71274  6.63352 -0.98822  1.43357
29 44  0.31188 -1.71303  6.65730 -0.98854  1.53578
29 45  0.30242 -1.71448  6.66908 -0.99125  1.62625
29 46  0.29347 -1.71397  6.66469 -0.99467  1.84493
29 47  0.29268 -1.71031  6.67116 -0.99550  1.94060
29 48  0.27626 -1.71129  6.66342 -0.99692  1.92280
29 49  0.28296 -1.71010  6.70158 -0.99436  1.80373
29 50  0.28348 -1.71135  6.74404 -0.99328  1.78638
29 51  0.26901 -1.71744  6.78651 -0.99358  1.51709
29 52  0.26451 -1.71960  6.80404 -0.99292  1.37695
29 53  0.26314 -1.71961  6.81893 -0.99149  1.22741
29 54  0.23338 -1.72015  6.57537 -1.00620  0.98684
29 55  0.23752 -1.72677  6.28954 -1.02343  0.30169
29 56  0.31306 -1.70213  6.69145 -0.97330  1.15920
29 57  0.27866 -1.70666  6.62882 -0.98100  0.96656
29 58  0.32276 -1.69465  6.46391 -0.98584  0.72639
29 59  0.33028 -1.69305  6.46265 -0.98497  0.74793
29 60  0.33861 -1.69111  6.46113 -0.98354  0.77677
29 61  0.34790 -1.68891  6.46616 -0.98126  0.82583
29 62  0.35656 -1.68695  6.46963 -0.97903  0.87273
29 63  0.36665 -1.68447  6.47680 -0.97600  0.92953
29 64  0.35474 -1.69609  6.54689 -0.97874  1.82689
29 65  0.37976 -1.68159  6.49683 -0.97130  1.06375
29 66  0.38284 -1.68099  6.50681 -0.96984  1.12109
29 67  0.38323 -1.68121  6.51929 -0.96878  1.18807
29 68  0.38400 -1.68104  6.53023 -0.96741  1.23342
29 69  0.38457 -1.68060  6.56255 -0.96485  1.41661
29 70  0.37133 -1.68284  6.33349 -0.98496  0.71127
29 71  0.34944 -1.69679  6.46595 -0.98074  1.34076
29 72  0.35622 -1.69850  6.71740 -0.96858  1.71799
29 73  0.35974 -1.69765  6.73035 -0.96801  1.77351
29 74  0.36331 -1.69625  6.73501 -0.96741  1.79528
29 75  0.36638 -1.69467  6.73836 -0.96663  1.79827
29 76  0.36632 -1.69333  6.73821 -0.96705  1.85459
29 77  0.36766 -1.69058  6.72555 -0.96787  1.94223
29 78  0.37279 -1.68458  6.68855 -0.96853  2.07241
29 79  0.38062 -1.67823  6.67585 -0.96808  2.26560
29 80  0.36693 -1.67678  6.61148 -0.97399  2.33921
29 81  0.36561 -1.67772  6.63924 -0.97375  2.24554
29 82  0.35002 -1.68241  6.67918 -0.97730  2.35950
29 83  0.34469 -1.68471  6.70145 -0.97915  2.32377
29 84  0.33101 -1.68890  6.72231 -0.98214  2.33025
29 85  0.32253 -1.69090  6.72502 -0.98379  2.29535
29 86  0.31407 -1.68292  6.62821 -0.98419  2.32058
29 87  0.30514 -1.68421  6.64785 -0.98360  2.24536
29 88  0.33488 -1.67853  6.67794 -0.97612  1.99924
29 89  0.31354 -1.68611  6.48144 -0.99446  1.61909
29 90  0.30561 -1.68893  6.41533 -1.00198  1.27270
29 91  0.29165 -1.70765  6.53794 -0.99617  1.55042
29 92  0.30642 -1.70342  6.70958 -0.98207  1.68974
30 30  0.33237 -1.69635  6.15351 -1.00123  0.84549
30 31  0.26287 -1.72802  5.99080 -1.04549  0.51831
30 32  0.25699 -1.73444  6.08257 -1.04453  0.56231
30 33  0.26195 -1.73534  6.21093 -1.03515  0.50879
30 34  0.30368 -1.72187  6.53930 -0.99852  1.28760
30 35  0.28787 -1.72075  6.24536 -1.02154  0.34307
30 36  0.34643 -1.67726  6.28404 -0.97927  1.20314
30 37  0.38172 -1.66475  6.28888 -0.96830  0.98889
30 38  0.38003 -1.65779  6.20727 -0.96971  0.96513
30 39  0.35880 -1.67989  6.40463 -0.97759  1.45065
30 40  0.34072 -1.69013  6.44422 -0.98376  1.48695
30 41  0.33799 -1.69395  6.48755 -0.98464  1.58772
30 42  0.33455 -1.69725  6.52902 -0.98571  1.62458
30 43  0.32877 -1.70067  6.55219 -0.98724  1.68082
30 44  0.32136 -1.70370  6.58077 -0.98960  1.78988
30 45  0.31399 -1.70575  6.62109 -0.99167  1.99889
30 46  0.29724 -1.70928  6.64493 -0.99727  2.29771
30 47  0.27975 -1.70930  6.63004 -0.99873  2.17522
30 48  0.25522 -1.70783  6.22392 -1.02547  0.43126
30 49  0.28444 -1.70282  6.64261 -0.99342  1.84106
30 50  0.27282 -1.70954  6.68224 -0.99711  1.95437
30 51  0.25475 -1.71881  6.74455 -0.99800  1.75727
30 52  0.25013 -1.72217  6.77759 -0.99712  1.52324
30 53  0.26719 -1.71091  6.77552 -0.99125  1.52075
30 54  0.26304 -1.69153  6.43855 -0.99730  0.85572
30 55  0.31913 -1.67427  6.39492 -0.97352  1.09890
30 56  0.32910 -1.67722  6.40835 -0.97705  1.09703
30 57  0.29838 -1.68871  6.55404 -0.97488  1.21718
30 58  0.39714 -1.65092  6.19578 -0.97218  0.99928
30 59  0.39862 -1.65225  6.20653 -0.97235  0.91463
30 60  0.40222 -1.65287  6.22532 -0.97110  0.84877
30 61  0.40427 -1.65389  6.23737 -0.97050  0.81688
30 62  0.40887 -1.65399  6.24993 -0.96897  0.81658
30 63  0.41495 -1.65357  6.27333 -0.96602  0.87810
30 64  0.35885 -1.66877  6.17116 -0.98388  1.11842
30 65  0.41467 -1.65553  6.28533 -0.96603  0.89560
30 66  0.41320 -1.65665  6.28998 -0.96623  0.89338
30 67  0.40930 -1.65847  6.29764 -0.96671  0.89350
30 68  0.40514 -1.66014  6.30470 -0.96714  0.89157
30 69  0.39896 -1.66181  6.31236 -0.96845  0.91853
30 70  0.46560 -1.64088  6.10967 -0.96326  1.16681
30 71  0.37617 -1.67336  6.32123 -0.96860  1.39178
30 72  0.37259 -1.68259  6.56063 -0.96584  1.47312
30 73  0.37549 -1.68377  6.58906 -0.96612  1.54119
30 74  0.37750 -1.68437  6.60072 -0.96714  1.57354
30 75  0.37884 -1.68460  6.61138 -0.96793  1.60575
30 76  0.37890 -1.68442  6.60809 -0.96985  1.62672
30 77  0.38632 -1.68110  6.63261 -0.96774  1.87179
30 78  0.38939 -1.67682  6.64568 -0.96674  2.25040
30 79  0.37468 -1.67456  6.63685 -0.96854  2.51228
30 80  0.38076 -1.66386  6.48585 -0.97111  1.93311
30 81  0.37129 -1.66992  6.57115 -0.97209  2.22777
30 82  0.35496 -1.67534  6.60572 -0.97649  2.38349
30 83  0.33284 -1.68405  6.65347 -0.98217  2.50292
30 84  0.31801 -1.68967  6.68298 -0.98542  2.46615
30 85  0.33583 -1.68008  6.66664 -0.98064  2.29664
30 86  0.32606 -1.66422  6.32250 -0.99417  1.22089
30 87  0.28592 -1.67394  6.05443 -1.02123  0.34833
30 88  0.33025 -1.66536  6.40808 -0.99045  1.43545
30 89  0.31910 -1.67471  6.28203 -1.00420  1.11554
30 90  0.31708 -1.67718  6.26786 -1.00641  1.06014
30 91  0.30084 -1.69108  6.21577 -1.01161  0.55416
30 92  0.31110 -1.68864  6.37823 -0.99923  0.73331
31 31  0.31008 -1.71475  6.28194 -1.01155  0.95095
31 32  0.31916 -1.71543  6.48922 -0.99642  1.23522
31 33  0.32126 -1.71674  6.52844 -0.99391  0.87478
31 34  0.30636 -1.71898  6.35518 -1.01521  0.60026
31 35  0.30379 -1.71414  6.26758 -1.01981  0.49510
31 36  0.35933 -1.67409  6.32997 -0.97915  1.49972
31 37  0.38483 -1.66705  6.34625 -0.97260  1.26277
31 38  0.37517 -1.67068  6.38003 -0.97508  1.49405
31 39  0.36698 -1.68140  6.46790 -0.98043  1.72346
31 40  0.34923 -1.69027  6.49887 -0.98565  1.81719
31 41  0.34248 -1.69511  6.54082 -0.98740  1.93969
31 42  0.33785 -1.69851  6.56832 -0.98984  2.08493
31 43  0.34272 -1.69837  6.59126 -0.98796  2.05330
31 44  0.32810 -1.70338  6.62840 -0.99182  2.28051
31 45  0.30385 -1.71134  6.66266 -0.99936  2.59643
31 46  0.29587 -1.71099  6.67134 -1.00002  2.38041
31 47  0.28198 -1.71039  6.65281 -0.99994  2.10146
31 48  0.28521 -1.70315  6.62745 -0.99514  1.82974
31 49  0.28118 -1.70733  6.67652 -0.99738  1.99148
31 50  0.27552 -1.71176  6.71586 -0.99736  1.72592
31 51  0.26860 -1.71573  6.75390 -0.99667  1.44505
31 52  0.28076 -1.70917  6.76945 -0.99445  1.52229
31 53  0.29350 -1.69987  6.76791 -0.99041  1.60909
31 54  0.27061 -1.69087  6.45017 -1.00334  0.90432
31 55  0.34282 -1.67198  6.45475 -0.97719  1.26349
31 56  0.34494 -1.67801  6.49835 -0.98055  1.33377
31 57  0.29901 -1.69123  6.55115 -0.98617  1.28501
31 58  0.40988 -1.65085  6.36274 -0.96631  1.10297
31 59  0.41328 -1.65150  6.36501 -0.96565  1.12658
31 60  0.41768 -1.65176  6.37041 -0.96428  1.15835
31 61  0.42313 -1.65173  6.38113 -0.96214  1.20377
31 62  0.42759 -1.65192  6.39119 -0.96017  1.24826
31 63  0.43066 -1.65237  6.40081 -0.95857  1.28605
31 64  0.38674 -1.67282  6.40564 -0.97393  1.85003
31 65  0.43331 -1.65373  6.41353 -0.95661  1.29501
31 66  0.43324 -1.65464  6.41871 -0.95589  1.27717
31 67  0.43115 -1.65598  6.42154 -0.95581  1.24651
31 68  0.42523 -1.65817  6.44190 -0.95579  1.31519
31 69  0.41802 -1.65999  6.43737 -0.95830  1.27491
31 70  0.43987 -1.64947  6.18506 -0.97064  0.78082
31 71  0.38679 -1.67767  6.43713 -0.96921  1.54922
31 72  0.39116 -1.68042  6.61634 -0.96251  1.63274
31 73  0.39103 -1.68207  6.63620 -0.96378  1.69803
31 74  0.39466 -1.68165  6.61934 -0.96625  1.68418
31 75  0.40372 -1.67973  6.63321 -0.96395  1.62397
31 76  0.40100 -1.68004  6.65625 -0.96477  1.84481
31 77  0.39343 -1.68097  6.67887 -0.96748  2.21418
31 78  0.39277 -1.67728  6.68030 -0.96619  2.33961
31 79  0.37801 -1.67555  6.65801 -0.96858  2.46708
31 80  0.36888 -1.67233  6.57962 -0.97281  2.36711
31 81  0.36483 -1.67522  6.61859 -0.97495  2.41673
31 82  0.34545 -1.68193  6.64421 -0.98029  2.43223
31 83  0.33678 -1.68569  6.67361 -0.98220  2.34165
31 84  0.35494 -1.67826  6.68331 -0.97817  2.31184
31 85  0.37523 -1.66819  6.65730 -0.97323  2.12946
31 86  0.35338 -1.65900  6.41552 -0.98610  1.67849
31 87  0.32957 -1.66306  6.23130 -1.00375  0.79811
31 88  0.35536 -1.66527  6.54048 -0.98408  1.66196
31 89  0.33642 -1.67212  6.36647 -1.00145  1.40457
31 90  0.34298 -1.67198  6.45353 -0.99531  1.60498
31 91  0.32984 -1.68398  6.35800 -1.00449  0.91692
31 92  0.33819 -1.68271  6.50393 -0.99361  1.07646
32 32  0.32572 -1.71589  6.50712 -0.99316  0.83134
32 33  0.32099 -1.71628  6.46778 -1.00340  1.24561
32 34  0.34192 -1.70766  6.56490 -0.99228  1.30622
32 35  0.30086 -1.71268  6.22199 -1.02480  0.49881
32 36  0.34401 -1.67773  6.36988 -0.98429  2.00233
32 37  0.36702 -1.67435  6.40510 -0.97915  1.63527
32 38  0.35589 -1.68061  6.45117 -0.98232  1.73433
32 39  0.35162 -1.68862  6.51053 -0.98796  2.14406
32 40  0.35299 -1.69050  6.51904 -0.98939  2.12837
32 41  0.35363 -1.69219  6.55396 -0.98863  2.24495
32 42  0.34733 -1.69591  6.58695 -0.99030  2.27187
32 43  0.33497 -1.70124  6.61978 -0.99304  2.35876
32 44  0.31202 -1.70941  6.66311 -0.99886  2.53046
32 45  0.29118 -1.71611  6.68392 -1.00459  2.65461
32 46  0.28544 -1.71474  6.68600 -1.00325  2.36083
32 47  0.27980 -1.71211  6.67111 -1.00131  2.08110
32 48  0.27614 -1.70855  6.65351 -0.99977  2.05796
32 49  0.27710 -1.71099  6.70010 -0.99837  1.73524
32 50  0.28058 -1.71170  6.74087 -0.99592  1.46633
32 51  0.28139 -1.71046  6.76751 -0.99681  1.63492
32 52  0.29284 -1.70424  6.78114 -0.99379  1.59392
32 53  0.29836 -1.69638  6.75714 -0.99096  1.62326
32 54  0.27245 -1.68975  6.42203 -1.00897  0.89007
32 55  0.33460 -1.67591  6.52124 -0.98282  1.73041
32 56  0.33854 -1.68115  6.57725 -0.98426  1.84508
32 57  0.29839 -1.69257  6.56225 -0.99213  1.47489
32 58  0.39139 -1.65860  6.49353 -0.96896  1.63504
32 59  0.39758 -1.65826  6.48684 -0.96765  1.62664
32 60  0.40364 -1.65779  6.47424 -0.96668  1.59581
32 61  0.40949 -1.65756  6.48396 -0.96411  1.66027
32 62  0.41391 -1.65765  6.48761 -0.96228  1.69040
32 63  0.41725 -1.65780  6.49085 -0.96092  1.72551
32 64  0.37505 -1.67948  6.46706 -0.97918  2.29092
32 65  0.42575 -1.65757  6.49008 -0.95749  1.66711
32 66  0.42845 -1.65777  6.49169 -0.95613  1.65057
32 67  0.42952 -1.65818  6.48960 -0.95563  1.59881
32 68  0.42856 -1.65877  6.48231 -0.95606  1.50140
32 69  0.42865 -1.65842  6.44971 -0.95818  1.28915
32 70  0.43833 -1.65324  6.29250 -0.96816  0.99472
32 71  0.38477 -1.68061  6.46937 -0.97226  1.70532
32 72  0.40632 -1.67765  6.62057 -0.96212  1.64263
32 73  0.41609 -1.67600  6.63719 -0.95942  1.62420
32 74  0.41692 -1.67632  6.63401 -0.96070  1.67821
32 75  0.41226 -1.67767  6.64936 -0.96285  1.82642
32 76  0.40026 -1.68062  6.68321 -0.96583  2.12448
32 77  0.39193 -1.68132  6.69110 -0.96887  2.34052
32 78  0.38557 -1.67880  6.68933 -0.96816  2.42795
32 79  0.37722 -1.67633  6.67167 -0.96827  2.47473
32 80  0.36426 -1.67493  6.59573 -0.97521  2.44071
32 81  0.35475 -1.67985  6.64076 -0.97801  2.34280
32 82  0.34734 -1.68301  6.66667 -0.97971  2.25107
32 83  0.35980 -1.67830  6.67503 -0.97839  2.32600
32 84  0.37566 -1.67168  6.67174 -0.97524  2.22795
32 85  0.37891 -1.66552  6.63838 -0.97429  2.16643
32 86  0.36373 -1.65717  6.43849 -0.98517  1.73736
32 87  0.36661 -1.65389  6.47084 -0.97978  1.83632
32 88  0.36375 -1.66369  6.56639 -0.98361  1.97620
32 89  0.34298 -1.67081  6.35133 -1.00438  1.49825
32 90  0.36244 -1.66648  6.46824 -0.99208  1.65038
32 91  0.35301 -1.67822  6.49788 -0.99353  1.39450
32 92  0.35747 -1.67825  6.62180 -0.98562  1.44733
33 33  0.33492 -1.71135  6.55068 -0.99517  1.39034
33 34  0.30197 -1.71715  6.30913 -1.02337  0.82442
33 35  0.28818 -1.71487  6.15082 -1.03440  0.50512
33 36  0.27526 -1.70006  6.38173 -1.00474  2.15682
33 37  0.33719 -1.68573  6.46075 -0.98783  1.77619
33 38  0.36642 -1.67763  6.45640 -0.98410  2.09626
33 39  0.38520 -1.67699  6.50281 -0.98152  2.10706
33 40  0.36894 -1.68430  6.52317 -0.98698  2.30361
33 41  0.36052 -1.68898  6.55401 -0.98944  2.41974
33 42  0.34019 -1.69727  6.60113 -0.99469  2.51845
33 43  0.31712 -1.70623  6.64653 -0.99907  2.59512
33 44  0.29893 -1.71266  6.67673 -1.00279  2.55743
33 45  0.28493 -1.71694  6.69400 -1.00589  2.65374
33 46  0.28040 -1.71560  6.69283 -1.00408  2.28768
33 47  0.28094 -1.71161  6.68239 -1.00096  2.00945
33 48  0.26888 -1.71275  6.67877 -1.00161  1.93302
33 49  0.27779 -1.71157  6.71909 -0.99783  1.57096
33 50  0.28777 -1.70791  6.75281 -0.99679  1.70554
33 51  0.29093 -1.70571  6.77440 -0.99614  1.68699
33 52  0.29664 -1.70005  6.76883 -0.99380  1.68905
33 53  0.29467 -1.69548  6.69925 -0.99677  1.56874
33 54  0.27166 -1.69059  6.62360 -0.99969  2.00553
33 55  0.31322 -1.68407  6.58797 -0.98942  2.16417
33 56  0.35262 -1.67574  6.58298 -0.98390  1.87404
33 57  0.31995 -1.68331  6.59345 -0.98596  1.41128
33 58  0.38122 -1.66219  6.51579 -0.97555  1.83986
33 59  0.38859 -1.66162  6.51462 -0.97321  1.83178
33 60  0.39630 -1.66068  6.51195 -0.97076  1.84340
33 61  0.40351 -1.65980  6.50949 -0.96844  1.84466
33 62  0.40907 -1.65950  6.51146 -0.96623  1.85622
33 63  0.41533 -1.65893  6.51229 -0.96372  1.85146
33 64  0.38855 -1.67703  6.51225 -0.97464  2.12435
33 65  0.42744 -1.65767  6.50809 -0.95919  1.77336
33 66  0.43121 -1.65756  6.50286 -0.95792  1.70231
33 67  0.43300 -1.65785  6.49670 -0.95727  1.60676
33 68  0.43367 -1.65834  6.49985 -0.95620  1.52502
33 69  0.43498 -1.65822  6.51624 -0.95389  1.45823
33 70  0.43441 -1.65661  6.39202 -0.96506  1.22974
33 71  0.41936 -1.67055  6.44426 -0.96510  1.36907
33 72  0.43113 -1.67045  6.62389 -0.95556  1.56577
33 73  0.43308 -1.67073  6.62362 -0.95683  1.67228
33 74  0.42483 -1.67348  6.64131 -0.95959  1.84939
33 75  0.40998 -1.67750  6.67251 -0.96304  2.10163
33 76  0.39308 -1.68145  6.69668 -0.96715  2.30004
33 77  0.38671 -1.68136  6.69954 -0.96927  2.39238
33 78  0.38079 -1.67906  6.69397 -0.96883  2.44677
33 79  0.37466 -1.67673  6.67391 -0.96991  2.43688
33 80  0.35360 -1.67902  6.61849 -0.97801  2.43202
33 81  0.35371 -1.68066  6.65679 -0.97811  2.24517
33 82  0.36535 -1.67640  6.66171 -0.97727  2.29936
33 83  0.37778 -1.67189  6.67059 -0.97531  2.23942
33 84  0.38358 -1.66701  6.65679 -0.97377  2.16981
33 85  0.38461 -1.66185  6.60159 -0.97602  2.11101
33 86  0.37126 -1.65288  6.42266 -0.98553  1.90206
33 87  0.36173 -1.65730  6.56908 -0.97739  2.30390
33 88  0.39257 -1.65486  6.58802 -0.97586  1.97314
33 89  0.38550 -1.65736  6.47029 -0.98519  1.76163
33 90  0.37996 -1.65950  6.46060 -0.98908  1.72384
33 91  0.36248 -1.67447  6.51461 -0.99096  1.51481
33 92  0.36751 -1.67461  6.66873 -0.98092  1.66428
34 34  0.30117 -1.71324  6.23241 -1.02753  0.73379
34 35  0.34670 -1.69273  6.45995 -0.99349  2.10342
34 36  0.24078 -1.71593  6.40478 -1.01220  1.77764
34 37  0.39574 -1.66390  6.39207 -0.97885  1.77760
34 38  0.42475 -1.65792  6.43017 -0.97175  1.95874
34 39  0.40738 -1.66733  6.48136 -0.97900  2.40439
34 40  0.37205 -1.68059  6.51584 -0.98876  2.71417
34 41  0.34832 -1.69013  6.56073 -0.99399  2.80717
34 42  0.32778 -1.69832  6.60675 -0.99824  2.71563
34 43  0.30967 -1.70560  6.64118 -1.00106  2.64063
34 44  0.29394 -1.71152  6.66956 -1.00385  2.55265
34 45  0.28234 -1.71529  6.68880 -1.00547  2.47427
34 46  0.27887 -1.71412  6.68877 -1.00381  2.20209
34 47  0.27954 -1.71123  6.69456 -1.00080  1.92278
34 48  0.26637 -1.71410  6.69640 -1.00186  1.81081
34 49  0.29122 -1.70419  6.72366 -0.99622  1.71196
34 50  0.29871 -1.70152  6.74946 -0.99536  1.72253
34 51  0.29727 -1.69927  6.75623 -0.99457  1.74939
34 52  0.30117 -1.69486  6.74926 -0.99337  1.74044
34 53  0.28253 -1.69682  6.57678 -1.00902  1.35045
34 54  0.22760 -1.70837  6.68191 -1.00912  2.25642
34 55  0.34811 -1.66970  6.55210 -0.98287  1.79170
34 56  0.37297 -1.66612  6.55459 -0.98098  1.81723
34 57  0.34478 -1.67119  6.54952 -0.98313  1.49857
34 58  0.41905 -1.65061  6.49280 -0.96898  1.42758
34 59  0.42328 -1.65104  6.48187 -0.96821  1.39183
34 60  0.42896 -1.65114  6.49715 -0.96501  1.42882
34 61  0.43354 -1.65144  6.50811 -0.96240  1.46073
34 62  0.43861 -1.65148  6.51522 -0.95971  1.48806
34 63  0.44327 -1.65164  6.52259 -0.95707  1.51062
34 64  0.41090 -1.66924  6.51762 -0.96741  1.86297
34 65  0.45157 -1.65182  6.52769 -0.95271  1.51822
34 66  0.45361 -1.65229  6.52863 -0.95127  1.50777
34 67  0.45607 -1.65254  6.53075 -0.94940  1.45503
34 68  0.45212 -1.65412  6.53620 -0.94935  1.42674
34 69  0.44890 -1.65473  6.54011 -0.94957  1.46912
34 70  0.45389 -1.65068  6.32850 -0.96753  1.04581
34 71  0.45374 -1.65924  6.38812 -0.95941  1.35193
34 72  0.45132 -1.66324  6.58237 -0.95337  1.74837
34 73  0.44008 -1.66699  6.61260 -0.95580  1.86853
34 74  0.42089 -1.67221  6.64769 -0.96000  2.05462
34 75  0.40693 -1.67569  6.67444 -0.96298  2.16727
34 76  0.39273 -1.67891  6.69630 -0.96616  2.30673
34 77  0.38544 -1.67924  6.69575 -0.96856  2.39631
34 78  0.38046 -1.67707  6.69195 -0.96827  2.44350
34 79  0.37267 -1.67606  6.68265 -0.97021  2.41546
34 80  0.35067 -1.67992  6.63075 -0.97875  2.38811
34 81  0.37664 -1.67180  6.64192 -0.97398  2.19362
34 82  0.38635 -1.66810  6.64543 -0.97341  2.21265
34 83  0.38832 -1.66538  6.64206 -0.97319  2.16405
34 84  0.38927 -1.66211  6.61808 -0.97467  2.16380
34 85  0.38729 -1.65872  6.57525 -0.97773  2.13731
34 86  0.35737 -1.65672  6.55278 -0.98311  2.87483
34 87  0.39318 -1.64542  6.43162 -0.98107  1.73260
34 88  0.43002 -1.64117  6.53904 -0.96938  1.78192
34 89  0.41436 -1.64593  6.41151 -0.98253  1.64309
34 90  0.39485 -1.65185  6.41766 -0.98902  1.81355
34 91  0.36677 -1.67089  6.47837 -0.99229  1.44852
34 92  0.37743 -1.66989  6.67999 -0.97705  1.75738
35 35  0.35647 -1.68572  6.47443 -0.98342  2.24978
35 36  0.37499 -1.65605  6.32271 -0.97640  2.52818
35 37  0.48083 -1.63483  6.32385 -0.95889  2.23733
35 38  0.44490 -1.64611  6.41078 -0.96526  2.64754
35 39  0.40533 -1.66152  6.47632 -0.97670  2.88848
35 40  0.36743 -1.67562  6.50697 -0.98717  2.77829
35 41  0.34669 -1.68390  6.54755 -0.99151  2.66920
35 42  0.32678 -1.69220  6.58875 -0.99591  2.52384
35 43  0.31067 -1.69922  6.61634 -0.99884  2.42512
35 44  0.29528 -1.70536  6.64509 -1.00121  2.34503
35 45  0.28431 -1.70948  6.66555 -1.00251  2.24248
35 46  0.27820 -1.71019  6.67830 -1.00187  2.09257
35 47  0.27946 -1.70862  6.69860 -0.99937  1.91336
35 48  0.28682 -1.70058  6.67145 -0.99574  1.85605
35 49  0.30076 -1.69500  6.68057 -0.99464  1.80107
35 50  0.29860 -1.69414  6.66088 -0.99686  1.69609
35 51  0.29199 -1.69434  6.63487 -0.99978  1.55820
35 52  0.28696 -1.69387  6.59157 -1.00414  1.48782
35 53  0.28443 -1.69199  6.58296 -1.00507  1.55735
