# Z1 Z2 a b c d rms_err(%) max_err(%)
 4 74  0.85311  0.01711  0.13809  0.22743  1.57  2.63
 4 75  0.84946  0.01780  0.14082  0.22370  1.59  2.66
 4 76  0.84727  0.01808  0.14215  0.22166  1.59  2.66
 4 77  0.84169  0.01777  0.14311  0.21509  1.63  2.72
 4 78  0.83617  0.01549  0.13826  0.21029  1.68  2.81
 4 79  0.83183  0.01210  0.12693  0.20950  1.70  2.90
 4 80  0.83803  0.00732  0.10071  0.22182  1.71  3.10
 4 81  0.83226  0.00739  0.10363  0.21386  1.77  3.20
 4 82  0.82150  0.00817  0.11208  0.19990  1.80  3.23
 4 83  0.81477  0.00956  0.12346  0.18873  1.81  3.24
 4 84  0.81001  0.01088  0.13330  0.17886  1.83  3.26
 4 85  0.81431  0.00734  0.11431  0.18483  1.98  3.57
 4 86  0.83689  0.00230  0.05059  0.20629  2.26  4.36
 4 87  0.84347  0.00220  0.05937  0.20549  2.44  4.87
 4 88  0.81112  0.00569  0.10780  0.17378  2.16  3.84
 4 89  0.80440  0.00801  0.12682  0.16228  2.07  3.72
 4 90  0.79983  0.00996  0.13985  0.15437  2.02  3.63
 4 91  0.82595  0.01468  0.15007  0.18584  1.94  3.70
 4 92  0.82276  0.01594  0.15465  0.18483  1.87  3.56
 5  5  1.24681  0.00982  0.04740  0.52777  2.48  4.66
 5  6  1.16486  0.03319  0.12314  0.44944  1.70  3.44
 5  7  1.12481  0.05041  0.14891  0.40723  1.08  2.49
 5  8  1.11455  0.05979  0.16033  0.38428  0.67  1.34
 5  9  1.20389  0.07176  0.16393  0.42647  0.43  0.97
 5 10  1.03343  0.04913  0.16844  0.28376  1.14  2.39
 5 13  1.13886  0.00084 -0.03730  0.41674  1.40  3.11
 5 14  1.04654  0.02190  0.16864  0.30789  1.12  2.42
 5 15  1.02885  0.02776  0.15592  0.28134  1.09  2.24
 5 16  0.99787  0.03117  0.16030  0.24271  1.32  2.72
 5 17  1.01436  0.02682  0.14975  0.24861  2.07  4.43
 5 18  0.99920  0.02056  0.13983  0.23848  2.39  4.68
 5 19  0.96675  0.02297  0.15193  0.22131  1.67  3.28
 5 20  0.99819  0.02669  0.15052  0.24437  2.10  4.48
 5 21  0.99094  0.03950  0.16973  0.23520  1.61  3.59
 5 22  0.99191  0.04207  0.17026  0.24391  1.51  3.30
 5 23  0.99028  0.04474  0.17129  0.25041  1.40  3.00
 5 24  0.98812  0.04641  0.17112  0.25793  1.34  2.81
 5 25  0.98825  0.04766  0.17038  0.26649  1.28  2.67
 5 26  0.98782  0.04690  0.16753  0.27691  1.30  2.78
 5 27  0.98104  0.04613  0.16658  0.27785  1.34  2.89
 5 28  0.96751  0.04460  0.16667  0.27023  1.42  3.09
 5 29  0.97160  0.03096  0.14649  0.28991  1.91  4.19
 5 30  1.13830  0.01321  0.21226  0.19593 49.12 94.10
 5 31  0.98486  0.01573  0.13759  0.32740  1.78  3.93
 5 32  0.96250  0.01826  0.14084  0.30031  1.83  3.99
 5 33  0.91879  0.02303  0.14436  0.25250  1.57  2.94
 5 34  0.90202  0.02158  0.14608  0.23265  1.71  3.17
 5 35  0.88855  0.01921  0.14574  0.21564  1.79  3.15
 5 36  0.88239  0.01258  0.12780  0.21503  1.83  3.17
 5 37  0.87938  0.01311  0.13228  0.20881  1.83  3.19
 5 38  0.87401  0.01750  0.14871  0.19570  1.81  3.10
 5 39  0.88418  0.02557  0.16450  0.18701  2.40  4.99
 5 40  0.86675  0.03036  0.17798  0.16985  1.86  4.03
 5 41  0.87645  0.03193  0.17748  0.17443  2.19  4.71
 5 42  0.87553  0.03355  0.17957  0.17376  2.14  4.59
 5 43  0.87387  0.03634  0.18380  0.16971  2.05  4.37
 5 44  0.86986  0.03928  0.18897  0.16199  1.99  4.14
 5 45  0.86398  0.04255  0.19530  0.15036  1.94  3.86
 5 46  0.86774  0.03644  0.18701  0.15982  2.09  4.44
 5 47  0.88057  0.02779  0.17086  0.17799  2.34  4.94
 5 48  0.86968  0.02206  0.16509  0.18063  1.64  2.98
 5 49  0.87386  0.02012  0.16202  0.18554  1.71  3.26
 5 50  0.86446  0.02194  0.16704  0.17260  1.65  2.94
 5 51  0.85800  0.02515  0.17631  0.15742  1.73  3.32
 5 52  0.85344  0.02248  0.17345  0.15408  1.76  3.21
 5 53  0.85270  0.01758  0.16344  0.15832  1.73  3.03
 5 54  0.86036  0.01184  0.14633  0.16958  1.85  3.36
 5 55  0.88272  0.00939  0.12247  0.20163  1.48  2.73
 5 56  0.88036  0.01362  0.13963  0.19727  1.47  2.67
 5 57  0.85143  0.02572  0.18963  0.12634  1.77  3.29
 5 58  0.88610  0.01639  0.14413  0.21105  1.37  2.49
 5 59  0.89186  0.01544  0.13894  0.22298  1.32  2.43
 5 60  0.89571  0.01486  0.13473  0.23259  1.29  2.38
 5 61  0.89930  0.01424  0.13043  0.24204  1.26  2.34
 5 62  0.90231  0.01370  0.12666  0.25072  1.22  2.29
 5 63  0.90389  0.01333  0.12402  0.25751  1.20  2.25
 5 64  0.90280  0.01580  0.12913  0.25359  1.35  2.36
 5 65  0.90443  0.01250  0.11870  0.26847  1.18  2.23
 5 66  0.90318  0.01209  0.11592  0.27190  1.19  2.23
 5 67  0.90306  0.01144  0.11201  0.27606  1.18  2.22
 5 68  0.90527  0.01024  0.10603  0.28239  1.17  2.21
 5 69  0.90937  0.00805  0.09343  0.29106  1.18  2.22
 5 70  0.95009  0.00335  0.05528  0.33390  1.73  3.90
 5 71  0.89095  0.01745  0.13523  0.24316  1.44  2.39
 5 72  0.90913  0.01622  0.12178  0.25989  2.70  4.80
 5 73  0.86113  0.01996  0.14597  0.22380  1.54  2.67
 5 74  0.85681  0.02085  0.14903  0.21902  1.57  2.81
 5 75  0.89244  0.01812  0.13113  0.24578  2.64  4.89
