# SRIM-2013 Electronic stopping power table for Z1=43
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.624   0.760   0.974   1.989   2.363   3.028   1.997   1.645   1.865   1.858   3.386   4.150   3.873   3.702   4.049   3.185   0.959   2.273   2.872   2.893   4.447   4.065   4.337   3.361   3.206   3.520   3.214   3.318   3.173   2.990   3.208   4.133   4.775   4.181   1.436   2.100   5.255   5.258   5.336   4.171   6.202   5.838   5.266   3.739   3.257   4.963   4.904   4.558   3.772   6.271   5.543   4.492   5.890   1.714   6.800   6.993   7.193   5.964   5.364   5.590   5.644   4.958   4.787   7.102   5.625   4.752   3.856   4.041   5.157   3.911   4.548   3.927   5.034   4.685   4.156   2.628   3.088   4.243   3.956   3.064   3.548   5.463   5.320   6.855   6.940   6.662   7.714   7.408   5.032   4.861   6.192   4.983   
   11.0    0.654   0.797   1.021   2.087   2.479   3.175   2.094   1.725   1.956   1.949   3.551   4.353   4.062   3.882   4.246   3.341   1.006   2.384   3.012   3.035   4.664   4.263   4.549   3.525   3.362   3.692   3.371   3.480   3.328   3.136   3.365   4.335   5.008   4.386   1.506   2.203   5.512   5.515   5.596   4.374   6.505   6.122   5.523   3.921   3.416   5.205   5.143   4.781   3.956   6.578   5.814   4.712   6.178   1.797   7.132   7.334   7.544   6.255   5.626   5.863   5.919   5.200   5.021   7.449   5.900   4.984   4.044   4.238   5.409   4.102   4.770   4.119   5.279   4.913   4.359   2.756   3.239   4.450   4.149   3.214   3.722   5.730   5.580   7.189   7.279   6.988   8.091   7.770   5.277   5.098   6.494   5.226   
   12.0    0.683   0.833   1.067   2.179   2.589   3.317   2.188   1.802   2.043   2.035   3.709   4.546   4.242   4.055   4.435   3.489   1.051   2.490   3.146   3.170   4.871   4.453   4.751   3.682   3.512   3.856   3.520   3.635   3.476   3.276   3.515   4.528   5.230   4.581   1.573   2.300   5.757   5.760   5.845   4.569   6.794   6.395   5.768   4.096   3.568   5.437   5.372   4.993   4.132   6.870   6.072   4.921   6.453   1.877   7.449   7.660   7.879   6.534   5.876   6.123   6.183   5.431   5.244   7.780   6.162   5.205   4.224   4.426   5.649   4.284   4.982   4.302   5.514   5.132   4.553   2.878   3.383   4.648   4.334   3.357   3.887   5.984   5.828   7.509   7.603   7.298   8.451   8.115   5.512   5.325   6.783   5.459   
   13.0    0.711   0.867   1.110   2.268   2.695   3.452   2.277   1.876   2.126   2.119   3.861   4.732   4.416   4.220   4.616   3.632   1.093   2.592   3.275   3.299   5.070   4.635   4.945   3.833   3.655   4.013   3.664   3.784   3.618   3.410   3.658   4.712   5.444   4.768   1.637   2.394   5.992   5.995   6.084   4.755   7.072   6.656   6.004   4.263   3.714   5.659   5.591   5.197   4.300   7.151   6.320   5.122   6.716   1.954   7.753   7.973   8.201   6.800   6.116   6.373   6.435   5.653   5.458   8.098   6.414   5.418   4.397   4.607   5.880   4.459   5.185   4.478   5.739   5.341   4.739   2.996   3.521   4.838   4.511   3.494   4.046   6.229   6.066   7.816   7.913   7.596   8.796   8.447   5.737   5.542   7.060   5.682   
   14.0    0.738   0.899   1.152   2.354   2.796   3.582   2.363   1.946   2.206   2.199   4.006   4.910   4.582   4.380   4.791   3.769   1.135   2.690   3.399   3.423   5.262   4.810   5.131   3.977   3.793   4.165   3.802   3.926   3.755   3.538   3.796   4.890   5.649   4.948   1.699   2.485   6.218   6.222   6.313   4.935   7.339   6.907   6.230   4.424   3.854   5.872   5.802   5.393   4.463   7.420   6.559   5.316   6.970   2.028   8.046   8.274   8.511   7.057   6.346   6.614   6.678   5.867   5.664   8.403   6.656   5.622   4.563   4.781   6.102   4.628   5.381   4.647   5.956   5.543   4.918   3.109   3.654   5.021   4.681   3.626   4.199   6.464   6.295   8.111   8.212   7.883   9.128   8.766   5.954   5.751   7.326   5.896   
   15.0    0.764   0.931   1.193   2.437   2.894   3.708   2.446   2.015   2.284   2.276   4.147   5.083   4.743   4.533   4.959   3.901   1.175   2.784   3.518   3.544   5.446   4.978   5.312   4.117   3.926   4.311   3.936   4.064   3.887   3.662   3.930   5.062   5.848   5.121   1.758   2.572   6.436   6.440   6.535   5.108   7.596   7.150   6.449   4.579   3.989   6.078   6.006   5.583   4.619   7.681   6.789   5.502   7.214   2.099   8.328   8.564   8.810   7.305   6.569   6.846   6.912   6.072   5.863   8.698   6.889   5.820   4.723   4.949   6.316   4.790   5.570   4.810   6.165   5.738   5.091   3.218   3.783   5.197   4.845   3.753   4.346   6.691   6.515   8.395   8.500   8.160   9.448   9.073   6.163   5.953   7.583   6.103   
   16.0    0.789   0.961   1.232   2.516   2.989   3.830   2.526   2.081   2.359   2.350   4.283   5.249   4.899   4.682   5.121   4.029   1.213   2.876   3.633   3.660   5.625   5.142   5.486   4.252   4.055   4.452   4.065   4.198   4.014   3.783   4.058   5.228   6.039   5.289   1.816   2.656   6.647   6.651   6.749   5.276   7.845   7.384   6.661   4.729   4.120   6.278   6.203   5.766   4.771   7.933   7.012   5.683   7.451   2.168   8.601   8.845   9.098   7.544   6.785   7.071   7.139   6.272   6.055   8.984   7.115   6.011   4.878   5.111   6.523   4.947   5.753   4.968   6.367   5.926   5.257   3.324   3.907   5.367   5.004   3.876   4.488   6.910   6.729   8.671   8.779   8.427   9.758   9.371   6.365   6.149   7.832   6.303   
   17.0    0.813   0.991   1.270   2.594   3.081   3.948   2.604   2.145   2.431   2.423   4.415   5.411   5.049   4.826   5.279   4.153   1.250   2.964   3.745   3.772   5.798   5.300   5.655   4.383   4.180   4.589   4.190   4.327   4.138   3.899   4.183   5.389   6.225   5.452   1.872   2.738   6.852   6.856   6.957   5.438   8.087   7.611   6.866   4.875   4.247   6.471   6.394   5.943   4.918   8.177   7.227   5.857   7.680   2.234   8.866   9.117   9.378   7.776   6.993   7.288   7.359   6.465   6.241   9.260   7.334   6.196   5.028   5.268   6.724   5.099   5.930   5.120   6.563   6.108   5.419   3.426   4.027   5.532   5.158   3.995   4.627   7.123   6.936   8.937   9.049   8.687   10.06   9.659   6.561   6.338   8.073   6.497   
   18.0    0.837   1.020   1.307   2.669   3.171   4.062   2.679   2.207   2.502   2.493   4.543   5.568   5.196   4.966   5.432   4.274   1.287   3.050   3.854   3.882   5.966   5.454   5.818   4.510   4.301   4.722   4.312   4.452   4.258   4.012   4.305   5.545   6.406   5.610   1.926   2.817   7.051   7.055   7.159   5.596   8.321   7.832   7.065   5.016   4.370   6.658   6.579   6.116   5.060   8.414   7.437   6.027   7.903   2.299   9.123   9.382   9.650   8.002   7.196   7.499   7.572   6.652   6.422   9.529   7.547   6.375   5.174   5.421   6.919   5.247   6.101   5.269   6.753   6.285   5.576   3.525   4.144   5.693   5.308   4.111   4.761   7.329   7.137   9.197   9.311   8.938   10.35   9.939   6.751   6.521   8.307   6.685   
