# SRIM-2013 Electronic stopping power table for Z1=56
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.546   0.666   0.854   1.744   2.072   2.654   1.750   1.442   1.634   1.629   2.968   3.638   3.395   3.245   3.549   2.792   0.841   1.993   2.518   2.536   3.898   3.563   3.801   2.946   2.810   3.085   2.817   2.909   2.782   2.621   2.812   3.623   4.185   3.665   1.258   1.841   4.606   4.609   4.677   3.656   5.437   5.117   4.616   3.277   2.855   4.350   4.299   3.996   3.306   5.497   4.859   3.938   5.163   1.502   5.961   6.130   6.305   5.228   4.692   4.900   4.947   4.346   4.196   6.225   4.931   4.165   3.380   3.542   4.520   3.428   3.986   3.442   4.412   4.106   3.643   2.303   2.707   3.719   3.468   2.686   3.110   4.789   4.663   6.009   6.083   5.840   6.762   6.494   4.411   4.261   5.427   4.368   
   11.0    0.572   0.699   0.895   1.829   2.173   2.783   1.836   1.512   1.714   1.708   3.113   3.815   3.560   3.403   3.722   2.928   0.882   2.090   2.641   2.660   4.088   3.737   3.987   3.090   2.947   3.236   2.954   3.051   2.917   2.749   2.950   3.800   4.389   3.844   1.320   1.931   4.831   4.834   4.905   3.834   5.702   5.367   4.841   3.437   2.995   4.563   4.508   4.191   3.467   5.766   5.096   4.130   5.415   1.575   6.251   6.429   6.613   5.483   4.921   5.139   5.189   4.558   4.401   6.529   5.171   4.369   3.545   3.715   4.741   3.595   4.181   3.610   4.628   4.307   3.821   2.416   2.839   3.901   3.637   2.817   3.262   5.022   4.891   6.302   6.380   6.125   7.092   6.811   4.626   4.469   5.692   4.581   
   12.0    0.598   0.730   0.935   1.910   2.269   2.907   1.918   1.580   1.790   1.784   3.251   3.985   3.719   3.554   3.888   3.059   0.921   2.183   2.758   2.778   4.270   3.903   4.164   3.228   3.078   3.380   3.086   3.186   3.047   2.871   3.081   3.969   4.585   4.015   1.379   2.016   5.046   5.049   5.123   4.005   5.956   5.605   5.056   3.590   3.128   4.765   4.709   4.377   3.622   6.022   5.323   4.314   5.656   1.645   6.529   6.715   6.907   5.727   5.140   5.367   5.419   4.761   4.596   6.820   5.401   4.563   3.703   3.880   4.952   3.755   4.367   3.771   4.833   4.498   3.991   2.523   2.966   4.074   3.799   2.942   3.407   5.246   5.108   6.582   6.664   6.397   7.408   7.114   4.832   4.667   5.945   4.785   
   13.0    0.622   0.760   0.973   1.988   2.362   3.026   1.996   1.644   1.864   1.857   3.384   4.148   3.870   3.699   4.046   3.183   0.958   2.272   2.871   2.892   4.444   4.062   4.334   3.359   3.204   3.518   3.212   3.317   3.172   2.989   3.207   4.131   4.772   4.179   1.435   2.099   5.252   5.255   5.333   4.168   6.199   5.834   5.263   3.737   3.255   4.960   4.901   4.556   3.770   6.268   5.540   4.490   5.887   1.713   6.796   6.989   7.189   5.961   5.349   5.587   5.641   4.955   4.784   7.098   5.622   4.749   3.854   4.038   5.154   3.909   4.545   3.925   5.031   4.682   4.154   2.626   3.087   4.241   3.954   3.063   3.546   5.460   5.317   6.851   6.936   6.659   7.710   7.404   5.029   4.858   6.188   4.980   
   14.0    0.646   0.788   1.010   2.063   2.451   3.140   2.071   1.706   1.934   1.927   3.512   4.304   4.017   3.839   4.199   3.304   0.995   2.358   2.979   3.001   4.612   4.216   4.498   3.486   3.325   3.651   3.333   3.442   3.291   3.101   3.328   4.287   4.952   4.337   1.489   2.178   5.450   5.453   5.534   4.326   6.433   6.054   5.461   3.878   3.378   5.147   5.086   4.728   3.912   6.504   5.749   4.659   6.109   1.777   7.053   7.253   7.460   6.186   5.551   5.797   5.854   5.142   4.965   7.366   5.834   4.928   4.000   4.191   5.348   4.056   4.717   4.073   5.221   4.859   4.311   2.725   3.203   4.401   4.103   3.178   3.680   5.666   5.517   7.109   7.198   6.910   8.001   7.683   5.219   5.041   6.422   5.168   
   15.0    0.668   0.816   1.046   2.136   2.537   3.250   2.144   1.766   2.002   1.995   3.635   4.455   4.158   3.974   4.347   3.420   1.030   2.441   3.084   3.106   4.774   4.364   4.656   3.609   3.442   3.779   3.450   3.563   3.407   3.210   3.444   4.437   5.126   4.489   1.541   2.255   5.642   5.645   5.728   4.478   6.659   6.267   5.653   4.014   3.497   5.328   5.265   4.894   4.049   6.733   5.951   4.823   6.324   1.840   7.300   7.507   7.722   6.403   5.746   6.001   6.059   5.323   5.139   7.625   6.039   5.101   4.140   4.338   5.536   4.199   4.882   4.216   5.404   5.029   4.462   2.821   3.316   4.555   4.247   3.290   3.809   5.865   5.711   7.359   7.451   7.152   8.282   7.953   5.402   5.218   6.647   5.350   
   16.0    0.690   0.843   1.080   2.206   2.620   3.357   2.214   1.824   2.067   2.060   3.754   4.601   4.294   4.104   4.489   3.532   1.063   2.521   3.185   3.208   4.931   4.507   4.809   3.727   3.555   3.903   3.563   3.679   3.519   3.316   3.557   4.583   5.294   4.636   1.592   2.328   5.827   5.830   5.916   4.624   6.877   6.472   5.838   4.146   3.612   5.503   5.437   5.054   4.182   6.954   6.146   4.981   6.531   1.900   7.540   7.753   7.975   6.613   5.935   6.198   6.258   5.497   5.308   7.875   6.237   5.269   4.276   4.480   5.718   4.336   5.042   4.354   5.581   5.194   4.608   2.913   3.424   4.705   4.386   3.398   3.934   6.057   5.898   7.600   7.695   7.387   8.554   8.214   5.579   5.389   6.865   5.525   
   17.0    0.711   0.869   1.113   2.274   2.701   3.460   2.282   1.880   2.131   2.124   3.870   4.743   4.426   4.230   4.627   3.640   1.096   2.598   3.283   3.307   5.082   4.646   4.957   3.842   3.664   4.023   3.673   3.793   3.627   3.418   3.667   4.724   5.457   4.779   1.641   2.400   6.006   6.009   6.098   4.767   7.089   6.672   6.018   4.273   3.723   5.672   5.605   5.210   4.311   7.168   6.335   5.134   6.732   1.958   7.772   7.992   8.221   6.816   6.117   6.388   6.450   5.667   5.471   8.117   6.429   5.431   4.407   4.618   5.894   4.470   5.198   4.488   5.753   5.354   4.750   3.003   3.530   4.849   4.521   3.502   4.055   6.244   6.080   7.834   7.932   7.614   8.817   8.467   5.751   5.555   7.076   5.695   
   18.0    0.732   0.894   1.145   2.340   2.779   3.561   2.349   1.935   2.193   2.185   3.982   4.880   4.554   4.353   4.761   3.746   1.128   2.674   3.378   3.403   5.230   4.780   5.100   3.953   3.770   4.139   3.779   3.903   3.732   3.517   3.773   4.861   5.615   4.917   1.688   2.470   6.180   6.184   6.275   4.905   7.294   6.865   6.193   4.397   3.831   5.836   5.767   5.361   4.436   7.375   6.519   5.283   6.927   2.015   7.997   8.224   8.459   7.014   6.295   6.574   6.637   5.831   5.630   8.352   6.615   5.588   4.535   4.752   6.065   4.599   5.348   4.619   5.920   5.509   4.888   3.090   3.632   4.990   4.652   3.604   4.173   6.425   6.256   8.061   8.162   7.835   9.072   8.712   5.918   5.716   7.282   5.860   
