# SRIM-2013 Electronic stopping power table for Z1=37
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.646   0.785   1.006   2.055   2.441   3.127   2.063   1.699   1.926   1.919   3.498   4.287   4.000   3.824   4.182   3.290   0.991   2.348   2.967   2.989   4.594   4.199   4.480   3.472   3.312   3.636   3.320   3.428   3.278   3.089   3.314   4.269   4.932   4.319   1.483   2.169   5.428   5.431   5.512   4.308   6.407   6.030   5.439   3.862   3.365   5.126   5.066   4.709   3.896   6.478   5.726   4.641   6.084   1.770   7.024   7.223   7.430   6.161   5.559   5.774   5.830   5.122   4.945   7.336   5.811   4.908   3.983   4.174   5.327   4.040   4.698   4.057   5.200   4.839   4.293   2.714   3.190   4.383   4.086   3.165   3.665   5.643   5.495   7.081   7.169   6.882   7.969   7.652   5.198   5.021   6.396   5.147   
   11.0    0.678   0.824   1.055   2.155   2.560   3.280   2.164   1.782   2.020   2.013   3.668   4.496   4.196   4.010   4.386   3.451   1.039   2.463   3.112   3.135   4.818   4.404   4.698   3.642   3.473   3.813   3.482   3.595   3.438   3.240   3.476   4.478   5.173   4.530   1.555   2.275   5.693   5.697   5.781   4.519   6.720   6.324   5.705   4.051   3.529   5.377   5.313   4.938   4.086   6.794   6.005   4.867   6.381   1.856   7.367   7.576   7.793   6.462   5.830   6.056   6.114   5.372   5.186   7.694   6.094   5.148   4.178   4.378   5.587   4.237   4.927   4.255   5.453   5.075   4.503   2.847   3.346   4.597   4.286   3.320   3.844   5.918   5.763   7.426   7.519   7.218   8.358   8.026   5.451   5.266   6.708   5.399   
   12.0    0.708   0.860   1.102   2.251   2.674   3.426   2.260   1.861   2.110   2.103   3.831   4.696   4.382   4.189   4.581   3.604   1.085   2.572   3.250   3.274   5.032   4.600   4.907   3.804   3.628   3.983   3.636   3.755   3.591   3.384   3.631   4.677   5.403   4.732   1.625   2.376   5.947   5.950   6.038   4.719   7.018   6.606   5.958   4.231   3.686   5.616   5.549   5.158   4.268   7.096   6.272   5.083   6.665   1.939   7.695   7.913   8.139   6.749   6.089   6.325   6.386   5.610   5.417   8.036   6.365   5.377   4.364   4.572   5.835   4.425   5.146   4.444   5.696   5.301   4.703   2.973   3.495   4.801   4.476   3.467   4.015   6.182   6.020   7.756   7.853   7.539   8.729   8.383   5.694   5.500   7.006   5.639   
   13.0    0.737   0.895   1.147   2.343   2.783   3.566   2.352   1.937   2.196   2.188   3.988   4.888   4.561   4.360   4.768   3.752   1.130   2.678   3.383   3.408   5.237   4.787   5.108   3.959   3.776   4.145   3.785   3.908   3.737   3.522   3.779   4.868   5.623   4.925   1.691   2.473   6.189   6.193   6.284   4.912   7.305   6.875   6.202   4.403   3.836   5.845   5.776   5.369   4.442   7.386   6.529   5.291   6.937   2.018   8.009   8.236   8.472   7.024   6.338   6.583   6.647   5.839   5.638   8.365   6.625   5.596   4.542   4.759   6.074   4.606   5.356   4.625   5.928   5.517   4.895   3.095   3.637   4.997   4.659   3.609   4.179   6.434   6.266   8.073   8.174   7.847   9.086   8.725   5.926   5.725   7.292   5.869   
   14.0    0.765   0.929   1.190   2.432   2.888   3.700   2.441   2.011   2.279   2.271   4.138   5.072   4.733   4.524   4.948   3.893   1.172   2.779   3.511   3.536   5.435   4.968   5.301   4.108   3.918   4.302   3.928   4.056   3.879   3.655   3.921   5.051   5.835   5.111   1.755   2.567   6.423   6.427   6.521   5.098   7.581   7.135   6.436   4.570   3.981   6.066   5.994   5.571   4.610   7.665   6.775   5.491   7.199   2.094   8.311   8.547   8.791   7.290   6.577   6.832   6.898   6.060   5.851   8.680   6.875   5.808   4.713   4.939   6.303   4.780   5.558   4.800   6.152   5.726   5.080   3.211   3.775   5.186   4.835   3.745   4.337   6.677   6.502   8.378   8.482   8.143   9.429   9.055   6.150   5.941   7.568   6.090   
   15.0    0.792   0.962   1.232   2.517   2.990   3.830   2.526   2.081   2.359   2.351   4.284   5.250   4.899   4.683   5.122   4.030   1.213   2.876   3.634   3.660   5.626   5.142   5.487   4.253   4.056   4.453   4.066   4.198   4.015   3.783   4.059   5.229   6.040   5.290   1.816   2.657   6.648   6.652   6.750   5.277   7.847   7.385   6.662   4.730   4.121   6.279   6.204   5.767   4.772   7.934   7.013   5.683   7.452   2.168   8.603   8.847   9.100   7.546   6.808   7.072   7.140   6.273   6.056   8.985   7.117   6.012   4.879   5.112   6.524   4.948   5.753   4.968   6.368   5.927   5.258   3.324   3.907   5.368   5.005   3.877   4.489   6.911   6.730   8.672   8.780   8.429   9.760   9.372   6.366   6.150   7.833   6.304   
   16.0    0.818   0.993   1.272   2.599   3.088   3.956   2.609   2.149   2.436   2.428   4.424   5.422   5.060   4.836   5.290   4.162   1.253   2.970   3.753   3.780   5.810   5.311   5.667   4.392   4.189   4.599   4.199   4.336   4.146   3.907   4.192   5.400   6.238   5.464   1.876   2.744   6.866   6.870   6.972   5.450   8.104   7.627   6.880   4.885   4.256   6.485   6.408   5.956   4.928   8.194   7.243   5.870   7.696   2.239   8.885   9.137   9.398   7.793   7.031   7.304   7.374   6.478   6.255   9.280   7.350   6.209   5.039   5.280   6.738   5.110   5.942   5.131   6.577   6.121   5.431   3.433   4.035   5.544   5.169   4.004   4.636   7.138   6.951   8.956   9.068   8.705   10.08   9.680   6.575   6.351   8.090   6.511   
   17.0    0.843   1.024   1.312   2.679   3.183   4.078   2.690   2.215   2.511   2.503   4.560   5.589   5.216   4.985   5.453   4.290   1.292   3.062   3.868   3.897   5.989   5.475   5.841   4.527   4.318   4.741   4.328   4.469   4.274   4.027   4.321   5.566   6.430   5.632   1.934   2.828   7.078   7.082   7.186   5.617   8.353   7.862   7.092   5.036   4.387   6.684   6.605   6.139   5.080   8.446   7.466   6.051   7.933   2.308   9.158   9.418   9.688   8.033   7.248   7.528   7.601   6.678   6.447   9.565   7.576   6.400   5.194   5.442   6.945   5.267   6.125   5.289   6.779   6.309   5.598   3.539   4.160   5.715   5.328   4.127   4.779   7.358   7.165   9.232   9.347   8.973   10.39   9.978   6.777   6.547   8.339   6.711   
   18.0    0.867   1.053   1.350   2.757   3.275   4.196   2.768   2.280   2.584   2.575   4.693   5.751   5.367   5.130   5.611   4.414   1.329   3.151   3.981   4.010   6.163   5.633   6.010   4.658   4.443   4.878   4.454   4.599   4.398   4.144   4.446   5.728   6.617   5.795   1.990   2.910   7.283   7.287   7.394   5.780   8.596   8.090   7.298   5.182   4.514   6.878   6.796   6.317   5.227   8.691   7.682   6.226   8.163   2.375   9.424   9.691   9.968   8.266   7.458   7.747   7.822   6.871   6.634   9.843   7.796   6.585   5.344   5.600   7.147   5.420   6.303   5.443   6.976   6.492   5.760   3.641   4.280   5.881   5.483   4.247   4.918   7.571   7.373   9.500   9.618   9.233   10.69   10.27   6.974   6.736   8.581   6.906   
