# SRIM-2013 Electronic stopping power table for Z1=38
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.657   0.802   1.027   2.098   2.492   3.193   2.106   1.735   1.966   1.959   3.570   4.376   4.084   3.903   4.269   3.359   1.011   2.397   3.029   3.051   4.689   4.286   4.573   3.544   3.381   3.711   3.389   3.499   3.346   3.153   3.383   4.358   5.035   4.409   1.514   2.214   5.541   5.544   5.626   4.398   6.540   6.155   5.552   3.942   3.435   5.233   5.171   4.807   3.977   6.613   5.845   4.737   6.211   1.807   7.170   7.374   7.585   6.289   5.647   5.894   5.951   5.228   5.048   7.489   5.932   5.011   4.066   4.261   5.438   4.124   4.795   4.141   5.308   4.940   4.383   2.771   3.257   4.474   4.172   3.231   3.742   5.760   5.610   7.228   7.318   7.025   8.135   7.812   5.306   5.126   6.529   5.254   
   11.0    0.689   0.841   1.077   2.200   2.614   3.348   2.209   1.819   2.062   2.055   3.745   4.590   4.283   4.094   4.478   3.523   1.061   2.514   3.177   3.200   4.918   4.495   4.796   3.717   3.546   3.893   3.554   3.670   3.510   3.307   3.548   4.571   5.280   4.624   1.588   2.322   5.812   5.815   5.901   4.613   6.859   6.456   5.823   4.135   3.602   5.489   5.423   5.041   4.171   6.936   6.130   4.968   6.514   1.895   7.520   7.733   7.955   6.596   5.922   6.182   6.242   5.483   5.294   7.854   6.221   5.255   4.265   4.469   5.703   4.325   5.029   4.343   5.567   5.181   4.597   2.906   3.416   4.693   4.375   3.389   3.924   6.042   5.883   7.581   7.675   7.368   8.532   8.193   5.565   5.376   6.848   5.511   
   12.0    0.719   0.878   1.125   2.298   2.730   3.497   2.307   1.900   2.154   2.146   3.911   4.794   4.473   4.276   4.677   3.679   1.108   2.626   3.318   3.342   5.137   4.695   5.009   3.883   3.703   4.066   3.712   3.833   3.666   3.454   3.706   4.774   5.515   4.830   1.658   2.426   6.070   6.074   6.163   4.818   7.164   6.743   6.082   4.319   3.762   5.733   5.665   5.265   4.357   7.244   6.403   5.189   6.804   1.979   7.855   8.077   8.309   6.889   6.185   6.457   6.519   5.727   5.529   8.204   6.498   5.489   4.454   4.667   5.957   4.518   5.253   4.536   5.814   5.411   4.801   3.035   3.568   4.901   4.570   3.540   4.099   6.310   6.145   7.918   8.017   7.696   8.911   8.557   5.812   5.615   7.152   5.756   
   13.0    0.749   0.914   1.171   2.392   2.841   3.640   2.401   1.978   2.242   2.234   4.071   4.989   4.656   4.450   4.868   3.830   1.153   2.733   3.453   3.479   5.346   4.887   5.214   4.041   3.854   4.232   3.864   3.990   3.815   3.595   3.857   4.969   5.740   5.027   1.726   2.525   6.318   6.322   6.415   5.014   7.457   7.018   6.331   4.495   3.916   5.967   5.896   5.480   4.535   7.540   6.664   5.401   7.082   2.060   8.175   8.407   8.648   7.171   6.438   6.720   6.785   5.961   5.755   8.539   6.763   5.713   4.636   4.858   6.200   4.702   5.468   4.722   6.052   5.632   4.997   3.159   3.713   5.101   4.756   3.684   4.266   6.568   6.396   8.241   8.344   8.010   9.275   8.907   6.050   5.844   7.444   5.991   
   14.0    0.777   0.948   1.215   2.482   2.949   3.777   2.492   2.052   2.326   2.318   4.225   5.178   4.832   4.618   5.051   3.974   1.197   2.836   3.584   3.610   5.548   5.071   5.411   4.194   4.000   4.391   4.010   4.140   3.959   3.731   4.003   5.157   5.957   5.217   1.791   2.620   6.557   6.560   6.657   5.204   7.738   7.283   6.570   4.665   4.064   6.192   6.118   5.687   4.706   7.825   6.916   5.605   7.349   2.138   8.484   8.725   8.974   7.441   6.681   6.974   7.042   6.186   5.972   8.861   7.018   5.929   4.811   5.041   6.434   4.880   5.674   4.900   6.280   5.845   5.186   3.278   3.853   5.294   4.936   3.823   4.427   6.816   6.637   8.552   8.659   8.312   9.625   9.243   6.278   6.065   7.725   6.217   
   15.0    0.804   0.982   1.258   2.569   3.052   3.910   2.579   2.124   2.408   2.400   4.373   5.359   5.001   4.780   5.229   4.114   1.239   2.936   3.709   3.737   5.743   5.249   5.601   4.341   4.140   4.546   4.150   4.286   4.098   3.862   4.143   5.338   6.166   5.400   1.854   2.712   6.787   6.791   6.891   5.386   8.010   7.539   6.800   4.829   4.207   6.409   6.333   5.887   4.871   8.099   7.159   5.802   7.607   2.213   8.782   9.031   9.289   7.703   6.916   7.219   7.289   6.403   6.182   9.172   7.265   6.137   4.980   5.218   6.660   5.051   5.873   5.072   6.501   6.050   5.368   3.393   3.989   5.480   5.109   3.957   4.583   7.055   6.870   8.852   8.963   8.604   9.963   9.567   6.498   6.277   7.996   6.435   
   16.0    0.831   1.014   1.299   2.654   3.152   4.038   2.664   2.194   2.487   2.478   4.516   5.535   5.165   4.937   5.400   4.249   1.279   3.032   3.831   3.859   5.931   5.422   5.784   4.483   4.276   4.695   4.286   4.426   4.233   3.989   4.279   5.513   6.368   5.577   1.915   2.801   7.009   7.013   7.117   5.563   8.273   7.786   7.023   4.987   4.344   6.620   6.541   6.080   5.031   8.365   7.394   5.992   7.857   2.286   9.070   9.327   9.594   7.955   7.142   7.456   7.528   6.613   6.385   9.473   7.503   6.338   5.143   5.389   6.878   5.216   6.066   5.238   6.714   6.248   5.544   3.505   4.119   5.660   5.277   4.087   4.733   7.287   7.096   9.143   9.257   8.886   10.29   9.881   6.712   6.483   8.258   6.646   
   17.0    0.856   1.045   1.339   2.735   3.249   4.163   2.746   2.262   2.564   2.555   4.655   5.706   5.324   5.089   5.566   4.379   1.319   3.126   3.949   3.978   6.114   5.588   5.962   4.621   4.408   4.839   4.418   4.562   4.363   4.111   4.411   5.682   6.564   5.749   1.974   2.887   7.225   7.229   7.336   5.734   8.527   8.026   7.240   5.140   4.478   6.823   6.742   6.267   5.185   8.622   7.621   6.176   8.098   2.356   9.349   9.614   9.889   8.200   7.362   7.685   7.759   6.817   6.581   9.764   7.734   6.533   5.302   5.555   7.090   5.377   6.252   5.399   6.920   6.441   5.714   3.612   4.246   5.834   5.439   4.213   4.879   7.511   7.314   9.424   9.542   9.160   10.61   10.19   6.918   6.683   8.513   6.851   
   18.0    0.881   1.075   1.378   2.814   3.343   4.283   2.825   2.327   2.638   2.629   4.790   5.871   5.479   5.237   5.728   4.506   1.357   3.216   4.063   4.093   6.291   5.751   6.135   4.755   4.535   4.979   4.546   4.695   4.489   4.230   4.539   5.847   6.755   5.916   2.031   2.971   7.435   7.439   7.548   5.900   8.774   8.258   7.449   5.289   4.608   7.021   6.938   6.449   5.336   8.872   7.842   6.355   8.333   2.424   9.620   9.893   10.18   8.438   7.576   7.908   7.984   7.014   6.772   10.05   7.958   6.722   5.455   5.716   7.295   5.533   6.434   5.556   7.121   6.627   5.880   3.717   4.369   6.003   5.597   4.335   5.020   7.729   7.526   9.697   9.818   9.425   10.91   10.48   7.119   6.877   8.759   7.050   
   20.0    0.929   1.133   1.452   2.967   3.524   4.515   2.978   2.453   2.781   2.771   5.049   6.189   5.775   5.520   6.038   4.750   1.430   3.390   4.283   4.315   6.631   6.062   6.467   5.013   4.781   5.249   4.792   4.949   4.732   4.459   4.784   6.163   7.120   6.236   2.141   3.132   7.837   7.841   7.957   6.220   9.249   8.705   7.852   5.576   4.857   7.401   7.313   6.797   5.624   9.352   8.266   6.699   8.784   2.555   10.14   10.43   10.73   8.894   7.985   8.336   8.416   7.394   7.138   10.59   8.388   7.086   5.751   6.026   7.690   5.832   6.782   5.856   7.506   6.986   6.198   3.918   4.606   6.328   5.899   4.570   5.291   8.147   7.933   10.22   10.35   9.935   11.50   11.05   7.504   7.249   9.233   7.431   
   22.0    0.985   1.202   1.540   3.147   3.738   4.789   3.159   2.602   2.949   2.939   5.356   6.564   6.125   5.855   6.404   5.038   1.517   3.596   4.543   4.576   7.034   6.429   6.860   5.317   5.071   5.567   5.083   5.249   5.019   4.730   5.075   6.537   7.552   6.614   2.271   3.322   8.312   8.317   8.439   6.597   9.810   9.233   8.329   5.914   5.152   7.850   7.757   7.210   5.966   9.919   8.768   7.106   9.317   2.710   10.76   11.06   11.38   9.434   8.470   8.841   8.927   7.842   7.571   11.23   8.897   7.516   6.099   6.391   8.156   6.186   7.193   6.212   7.962   7.410   6.574   4.156   4.885   6.711   6.257   4.847   5.612   8.641   8.414   10.84   10.98   10.54   12.20   11.72   7.959   7.688   9.793   7.882   
   25.0    1.038   1.267   1.624   3.317   3.940   5.048   3.330   2.743   3.109   3.098   5.645   6.919   6.457   6.171   6.750   5.311   1.599   3.790   4.789   4.824   7.414   6.777   7.231   5.604   5.345   5.868   5.358   5.533   5.291   4.986   5.349   6.891   7.960   6.972   2.394   3.501   8.762   8.767   8.896   6.954   10.34   9.733   8.779   6.234   5.431   8.274   8.176   7.600   6.288   10.46   9.242   7.490   9.821   2.857   11.34   11.66   11.99   9.944   8.928   9.319   9.410   8.266   7.981   11.84   9.379   7.922   6.429   6.737   8.598   6.521   7.582   6.548   8.392   7.810   6.930   4.381   5.149   7.074   6.596   5.109   5.916   9.108   8.869   11.43   11.57   11.11   12.86   12.35   8.389   8.104   10.32   8.308   
   27.0    1.089   1.329   1.703   3.479   4.132   5.294   3.492   2.876   3.261   3.249   5.921   7.257   6.772   6.473   7.080   5.570   1.677   3.975   5.023   5.059   7.776   7.108   7.583   5.878   5.606   6.155   5.619   5.803   5.549   5.229   5.610   7.227   8.349   7.312   2.510   3.672   9.189   9.194   9.330   7.293   10.85   10.21   9.208   6.538   5.696   8.678   8.575   7.971   6.595   10.97   9.693   7.856   10.30   2.996   11.89   12.23   12.58   10.43   9.364   9.774   9.869   8.670   8.370   12.42   9.836   8.309   6.743   7.066   9.017   6.839   7.952   6.867   8.802   8.192   7.268   4.595   5.401   7.420   6.918   5.358   6.205   9.553   9.302   11.99   12.14   11.65   13.49   12.95   8.799   8.500   10.83   8.713   
   30.0    1.138   1.388   1.779   3.633   4.316   5.530   3.647   3.004   3.406   3.394   6.184   7.579   7.073   6.760   7.395   5.818   1.752   4.152   5.246   5.284   8.122   7.424   7.921   6.139   5.855   6.428   5.869   6.061   5.796   5.462   5.860   7.548   8.720   7.637   2.622   3.835   9.598   9.603   9.745   7.617   11.33   10.66   9.617   6.829   5.949   9.064   8.956   8.325   6.889   11.45   10.12   8.205   10.76   3.130   12.42   12.77   13.14   10.89   9.780   10.21   10.31   9.055   8.743   12.97   10.27   8.679   7.043   7.380   9.418   7.143   8.306   7.173   9.193   8.556   7.591   4.799   5.641   7.750   7.225   5.597   6.481   9.977   9.716   12.52   12.68   12.17   14.09   13.53   9.190   8.878   11.31   9.101   
