# SRIM-2013 Electronic stopping power table for Z1=50
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.599   0.733   0.939   1.919   2.279   2.905   1.926   1.586   1.798   1.792   3.265   4.002   3.735   3.552   3.904   3.072   0.925   2.192   2.770   2.790   4.288   3.920   4.182   3.242   3.092   3.394   3.099   3.200   3.060   2.884   3.094   3.986   4.604   4.032   1.385   2.025   5.068   5.071   5.145   4.022   5.981   5.629   5.078   3.606   3.141   4.786   4.729   4.396   3.637   6.018   5.346   4.332   5.680   1.653   6.558   6.744   6.937   5.752   5.147   5.390   5.443   4.781   4.616   6.849   5.425   4.582   3.719   3.897   4.973   3.772   4.386   3.787   4.854   4.518   4.008   2.534   2.978   4.092   3.815   2.955   3.422   5.268   5.130   6.610   6.693   6.425   7.439   7.144   4.853   4.688   5.971   4.805   
   11.0    0.628   0.769   0.985   2.012   2.390   3.047   2.020   1.664   1.886   1.879   3.425   4.197   3.917   3.725   4.095   3.222   0.970   2.299   2.905   2.926   4.498   4.111   4.386   3.400   3.243   3.560   3.250   3.356   3.210   3.025   3.245   4.180   4.829   4.229   1.452   2.124   5.315   5.318   5.397   4.218   6.273   5.904   5.326   3.782   3.294   5.020   4.960   4.610   3.815   6.311   5.607   4.544   5.958   1.733   6.878   7.073   7.275   6.032   5.398   5.654   5.708   5.015   4.842   7.183   5.689   4.806   3.900   4.087   5.216   3.956   4.600   3.972   5.091   4.738   4.204   2.658   3.124   4.292   4.001   3.099   3.589   5.525   5.381   6.933   7.019   6.738   7.803   7.493   5.089   4.916   6.262   5.040   
   12.0    0.656   0.803   1.029   2.102   2.497   3.182   2.110   1.738   1.970   1.963   3.577   4.384   4.091   3.891   4.277   3.365   1.013   2.402   3.034   3.057   4.698   4.294   4.581   3.551   3.387   3.718   3.395   3.506   3.352   3.159   3.389   4.366   5.044   4.417   1.517   2.218   5.552   5.555   5.637   4.406   6.552   6.167   5.563   3.950   3.441   5.243   5.181   4.815   3.984   6.592   5.856   4.746   6.223   1.810   7.183   7.387   7.599   6.301   5.638   5.905   5.962   5.238   5.057   7.503   5.942   5.020   4.074   4.269   5.448   4.132   4.804   4.149   5.318   4.949   4.391   2.776   3.263   4.483   4.179   3.237   3.749   5.771   5.620   7.241   7.332   7.038   8.150   7.826   5.316   5.135   6.541   5.264   
   13.0    0.683   0.836   1.071   2.187   2.598   3.312   2.196   1.809   2.050   2.043   3.723   4.563   4.258   4.050   4.452   3.502   1.054   2.500   3.158   3.181   4.890   4.469   4.769   3.696   3.525   3.870   3.534   3.649   3.489   3.288   3.528   4.544   5.250   4.598   1.579   2.309   5.778   5.782   5.867   4.586   6.820   6.419   5.790   4.111   3.581   5.457   5.392   5.012   4.147   6.861   6.095   4.940   6.477   1.884   7.477   7.689   7.909   6.558   5.868   6.146   6.206   5.452   5.263   7.809   6.185   5.225   4.240   4.443   5.670   4.300   5.000   4.318   5.535   5.151   4.570   2.889   3.396   4.666   4.350   3.369   3.902   6.007   5.849   7.537   7.631   7.325   8.482   8.146   5.533   5.345   6.808   5.479   
   14.0    0.708   0.867   1.111   2.270   2.697   3.437   2.279   1.877   2.128   2.120   3.864   4.735   4.419   4.203   4.620   3.635   1.094   2.594   3.277   3.301   5.074   4.638   4.949   3.836   3.658   4.016   3.667   3.787   3.621   3.412   3.661   4.716   5.448   4.771   1.638   2.396   5.996   6.000   6.088   4.759   7.077   6.661   6.008   4.266   3.717   5.663   5.596   5.201   4.304   7.120   6.325   5.126   6.721   1.955   7.759   7.979   8.207   6.805   6.090   6.378   6.440   5.657   5.462   8.104   6.419   5.422   4.400   4.611   5.884   4.463   5.189   4.481   5.744   5.345   4.743   2.998   3.524   4.842   4.514   3.497   4.049   6.233   6.070   7.821   7.919   7.602   8.803   8.453   5.742   5.546   7.065   5.686   
   15.0    0.733   0.898   1.150   2.350   2.791   3.558   2.359   1.943   2.202   2.195   3.999   4.902   4.574   4.350   4.782   3.762   1.133   2.685   3.392   3.417   5.252   4.801   5.122   3.970   3.787   4.157   3.796   3.919   3.748   3.532   3.789   4.882   5.639   4.939   1.696   2.480   6.207   6.210   6.302   4.926   7.326   6.895   6.219   4.416   3.847   5.862   5.792   5.384   4.455   7.370   6.547   5.306   6.957   2.024   8.031   8.259   8.496   7.044   6.304   6.602   6.666   5.856   5.654   8.388   6.644   5.612   4.555   4.772   6.091   4.619   5.371   4.638   5.945   5.533   4.909   3.103   3.648   5.012   4.672   3.619   4.191   6.452   6.283   8.096   8.197   7.869   9.111   8.750   5.943   5.741   7.313   5.885   
   16.0    0.757   0.927   1.188   2.427   2.883   3.675   2.436   2.007   2.275   2.267   4.130   5.062   4.724   4.493   4.939   3.886   1.170   2.773   3.504   3.529   5.424   4.958   5.290   4.100   3.911   4.294   3.920   4.048   3.871   3.648   3.914   5.042   5.824   5.101   1.751   2.562   6.410   6.414   6.509   5.088   7.566   7.121   6.423   4.561   3.973   6.054   5.982   5.560   4.601   7.612   6.762   5.480   7.185   2.090   8.295   8.530   8.774   7.275   6.510   6.818   6.885   6.048   5.839   8.663   6.862   5.796   4.704   4.929   6.290   4.771   5.547   4.791   6.140   5.714   5.070   3.205   3.767   5.176   4.826   3.738   4.328   6.664   6.489   8.362   8.466   8.127   9.410   9.037   6.138   5.929   7.553   6.078   
   17.0    0.781   0.956   1.225   2.501   2.971   3.788   2.511   2.068   2.345   2.336   4.258   5.218   4.869   4.631   5.091   4.005   1.206   2.859   3.612   3.638   5.591   5.111   5.453   4.227   4.031   4.426   4.041   4.173   3.990   3.760   4.034   5.197   6.003   5.258   1.805   2.641   6.608   6.611   6.709   5.244   7.799   7.340   6.621   4.701   4.096   6.240   6.166   5.731   4.742   7.846   6.970   5.649   7.406   2.155   8.550   8.792   9.044   7.499   6.711   7.028   7.096   6.234   6.019   8.930   7.073   5.975   4.849   5.081   6.484   4.918   5.718   4.938   6.329   5.890   5.226   3.304   3.883   5.335   4.974   3.853   4.462   6.869   6.689   8.619   8.726   8.377   9.700   9.315   6.327   6.112   7.785   6.266   
   18.0    0.803   0.983   1.260   2.574   3.058   3.898   2.584   2.128   2.413   2.404   4.381   5.369   5.011   4.765   5.238   4.121   1.241   2.941   3.716   3.743   5.754   5.259   5.611   4.349   4.148   4.554   4.158   4.294   4.106   3.869   4.151   5.347   6.177   5.410   1.858   2.717   6.799   6.803   6.903   5.396   8.025   7.553   6.813   4.837   4.214   6.421   6.345   5.898   4.880   8.074   7.172   5.812   7.621   2.217   8.798   9.047   9.306   7.717   6.905   7.232   7.302   6.415   6.193   9.189   7.278   6.148   4.989   5.228   6.672   5.060   5.884   5.081   6.513   6.061   5.378   3.400   3.996   5.490   5.118   3.965   4.591   7.068   6.883   8.869   8.979   8.620   9.981   9.585   6.510   6.289   8.011   6.447   
