# SRIM-2013 Electronic stopping power table for Z1=30
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.758   0.913   1.170   2.390   2.838   3.636   2.399   1.976   2.240   2.232   4.067   4.985   4.651   4.446   4.863   3.826   1.152   2.731   3.450   3.475   5.341   4.882   5.209   4.037   3.851   4.228   3.860   3.986   3.812   3.592   3.854   4.964   5.735   5.022   1.724   2.522   6.312   6.315   6.409   5.009   7.450   7.011   6.325   4.491   3.912   5.961   5.890   5.475   4.530   7.533   6.658   5.396   7.075   2.058   8.167   8.399   8.639   7.164   6.516   6.714   6.779   5.955   5.750   8.530   6.756   5.707   4.632   4.853   6.194   4.697   5.462   4.717   6.046   5.627   4.992   3.156   3.710   5.096   4.752   3.681   4.262   6.562   6.390   8.233   8.336   8.002   9.266   8.898   6.044   5.838   7.437   5.985   
   11.0    0.795   0.957   1.227   2.506   2.977   3.814   2.516   2.072   2.349   2.341   4.265   5.228   4.878   4.663   5.100   4.013   1.208   2.864   3.618   3.645   5.602   5.121   5.463   4.234   4.039   4.434   4.048   4.180   3.998   3.767   4.042   5.206   6.015   5.267   1.809   2.645   6.620   6.624   6.721   5.254   7.813   7.354   6.633   4.710   4.103   6.252   6.178   5.742   4.751   7.900   6.983   5.659   7.420   2.159   8.566   8.809   9.061   7.513   6.834   7.041   7.110   6.246   6.030   8.947   7.086   5.986   4.858   5.090   6.496   4.927   5.729   4.947   6.341   5.901   5.236   3.310   3.891   5.345   4.984   3.860   4.470   6.882   6.701   8.635   8.743   8.393   9.718   9.332   6.339   6.123   7.800   6.277   
   12.0    0.830   1.000   1.281   2.618   3.109   3.984   2.628   2.164   2.453   2.445   4.455   5.460   5.095   4.870   5.327   4.191   1.262   2.991   3.779   3.807   5.851   5.348   5.706   4.423   4.218   4.631   4.228   4.366   4.175   3.934   4.221   5.438   6.282   5.502   1.889   2.763   6.914   6.918   7.020   5.488   8.161   7.681   6.928   4.919   4.286   6.530   6.452   5.997   4.963   8.252   7.293   5.911   7.750   2.255   8.947   9.201   9.464   7.847   7.137   7.355   7.426   6.524   6.298   9.344   7.401   6.252   5.074   5.316   6.785   5.146   5.984   5.167   6.623   6.164   5.469   3.457   4.064   5.583   5.205   4.032   4.669   7.188   6.999   9.019   9.131   8.766   10.15   9.747   6.621   6.396   8.147   6.556   
   13.0    0.864   1.041   1.334   2.724   3.236   4.146   2.735   2.253   2.554   2.545   4.637   5.683   5.303   5.069   5.545   4.362   1.313   3.113   3.933   3.962   6.090   5.567   5.939   4.603   4.390   4.820   4.401   4.545   4.346   4.095   4.394   5.660   6.538   5.726   1.966   2.876   7.197   7.201   7.307   5.712   8.494   7.994   7.211   5.120   4.461   6.796   6.716   6.242   5.165   8.588   7.591   6.152   8.067   2.347   9.312   9.576   9.850   8.168   7.429   7.655   7.729   6.790   6.555   9.726   7.703   6.507   5.281   5.533   7.062   5.356   6.228   5.378   6.893   6.415   5.692   3.598   4.230   5.811   5.418   4.196   4.859   7.481   7.285   9.387   9.504   9.124   10.56   10.15   6.891   6.657   8.479   6.824   
   14.0    0.897   1.080   1.384   2.827   3.359   4.303   2.838   2.338   2.650   2.641   4.812   5.898   5.504   5.260   5.754   4.527   1.363   3.231   4.082   4.112   6.320   5.777   6.163   4.777   4.556   5.002   4.567   4.716   4.510   4.250   4.560   5.874   6.785   5.942   2.040   2.984   7.468   7.473   7.583   5.927   8.814   8.296   7.483   5.314   4.629   7.053   6.969   6.478   5.360   8.913   7.878   6.384   8.371   2.435   9.664   9.938   10.22   8.476   7.709   7.944   8.021   7.046   6.803   10.09   7.994   6.753   5.480   5.742   7.329   5.558   6.463   5.581   7.154   6.658   5.907   3.734   4.389   6.030   5.622   4.355   5.043   7.764   7.560   9.742   9.863   9.468   10.96   10.53   7.151   6.908   8.799   7.082   
   15.0    0.928   1.118   1.433   2.927   3.476   4.454   2.938   2.420   2.743   2.733   4.981   6.105   5.697   5.445   5.956   4.686   1.411   3.344   4.225   4.256   6.542   5.979   6.380   4.945   4.716   5.178   4.727   4.882   4.668   4.399   4.720   6.080   7.023   6.151   2.112   3.089   7.731   7.735   7.849   6.135   9.124   8.587   7.746   5.500   4.791   7.301   7.214   6.705   5.548   9.225   8.154   6.609   8.665   2.521   10.00   10.29   10.58   8.774   7.980   8.223   8.302   7.294   7.042   10.45   8.275   6.990   5.673   5.944   7.586   5.753   6.690   5.777   7.405   6.891   6.114   3.865   4.543   6.242   5.819   4.508   5.220   8.036   7.826   10.08   10.21   9.800   11.35   10.90   7.402   7.150   9.108   7.330   
   16.0    0.959   1.155   1.480   3.023   3.590   4.600   3.034   2.499   2.833   2.823   5.144   6.305   5.884   5.624   6.151   4.839   1.457   3.454   4.364   4.396   6.756   6.176   6.589   5.107   4.871   5.348   4.882   5.042   4.821   4.543   4.874   6.279   7.254   6.353   2.181   3.191   7.984   7.989   8.106   6.337   9.423   8.869   8.000   5.680   4.949   7.540   7.450   6.925   5.730   9.528   8.422   6.825   8.949   2.603   10.33   10.62   10.93   9.061   8.242   8.492   8.575   7.533   7.273   10.79   8.546   7.219   5.859   6.139   7.835   5.942   6.909   5.967   7.647   7.117   6.315   3.992   4.692   6.447   6.010   4.656   5.391   8.300   8.082   10.41   10.54   10.12   11.72   11.26   7.645   7.385   9.407   7.571   
   17.0    0.988   1.190   1.525   3.116   3.701   4.741   3.127   2.576   2.920   2.910   5.303   6.499   6.065   5.797   6.340   4.988   1.502   3.560   4.498   4.531   6.964   6.366   6.792   5.264   5.021   5.512   5.033   5.197   4.970   4.683   5.024   6.472   7.477   6.548   2.248   3.289   8.230   8.234   8.356   6.532   9.713   9.142   8.246   5.855   5.101   7.772   7.680   7.138   5.907   9.821   8.681   7.035   9.224   2.684   10.65   10.95   11.26   9.340   8.495   8.754   8.838   7.765   7.496   11.12   8.809   7.441   6.039   6.328   8.076   6.125   7.122   6.150   7.883   7.336   6.509   4.115   4.837   6.645   6.195   4.799   5.557   8.555   8.331   10.73   10.87   10.43   12.08   11.60   7.880   7.612   9.696   7.804   
   18.0    1.017   1.225   1.569   3.206   3.808   4.879   3.218   2.651   3.005   2.994   5.456   6.687   6.241   5.965   6.524   5.133   1.545   3.663   4.629   4.662   7.166   6.550   6.989   5.417   5.166   5.672   5.179   5.348   5.114   4.819   5.170   6.660   7.694   6.738   2.314   3.384   8.468   8.473   8.598   6.721   9.995   9.407   8.485   6.025   5.249   7.997   7.902   7.345   6.078   10.11   8.932   7.239   9.492   2.761   10.96   11.27   11.59   9.611   8.741   9.007   9.095   7.990   7.714   11.44   9.065   7.657   6.214   6.511   8.310   6.302   7.328   6.328   8.111   7.549   6.698   4.234   4.977   6.838   6.375   4.938   5.718   8.803   8.573   11.05   11.18   10.74   12.43   11.94   8.109   7.833   9.977   8.030   
