# SRIM-2013 Electronic stopping power table for Z1=29
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.476   0.577   0.740   1.511   1.804   2.311   1.525   1.250   1.417   1.412   2.572   3.153   2.942   2.812   3.076   2.420   0.729   1.727   2.182   2.198   3.378   3.088   3.295   2.554   2.436   2.687   2.441   2.521   2.423   2.272   2.437   3.140   3.627   3.177   1.091   1.595   3.992   3.995   4.053   3.169   4.712   4.435   4.000   2.840   2.475   3.770   3.726   3.463   2.879   4.764   4.211   3.413   4.475   1.308   5.166   5.312   5.464   4.531   4.095   4.246   4.288   3.767   3.637   5.395   4.273   3.610   2.930   3.070   3.918   2.971   3.455   2.984   3.824   3.559   3.158   1.996   2.346   3.224   3.005   2.328   2.696   4.150   4.041   5.207   5.272   5.061   5.861   5.628   3.823   3.693   4.704   3.786   
   11.0    0.499   0.606   0.776   1.585   1.892   2.424   1.599   1.311   1.486   1.480   2.698   3.307   3.086   2.949   3.226   2.538   0.764   1.811   2.289   2.305   3.543   3.239   3.455   2.678   2.554   2.818   2.561   2.644   2.541   2.383   2.556   3.293   3.804   3.332   1.144   1.673   4.187   4.190   4.251   3.323   4.942   4.651   4.196   2.979   2.595   3.954   3.907   3.632   3.020   4.997   4.417   3.579   4.693   1.372   5.418   5.572   5.731   4.752   4.295   4.454   4.497   3.950   3.814   5.659   4.482   3.786   3.073   3.219   4.109   3.116   3.624   3.129   4.011   3.733   3.312   2.094   2.461   3.381   3.152   2.442   2.827   4.353   4.239   5.462   5.530   5.308   6.147   5.903   4.009   3.873   4.933   3.970   
   12.0    0.522   0.632   0.811   1.656   1.976   2.532   1.670   1.369   1.552   1.546   2.818   3.454   3.223   3.080   3.369   2.651   0.798   1.892   2.390   2.408   3.701   3.383   3.609   2.797   2.668   2.943   2.674   2.762   2.654   2.489   2.670   3.440   3.973   3.480   1.195   1.748   4.373   4.376   4.440   3.471   5.162   4.858   4.382   3.112   2.711   4.130   4.081   3.793   3.154   5.219   4.613   3.739   4.902   1.433   5.659   5.819   5.986   4.964   4.486   4.652   4.697   4.126   3.984   5.910   4.681   3.954   3.209   3.363   4.292   3.255   3.785   3.268   4.189   3.899   3.459   2.187   2.570   3.531   3.292   2.550   2.953   4.546   4.427   5.705   5.776   5.544   6.420   6.165   4.188   4.045   5.153   4.147   
   13.0    0.543   0.658   0.844   1.723   2.057   2.635   1.738   1.425   1.615   1.609   2.933   3.595   3.354   3.206   3.507   2.759   0.831   1.969   2.488   2.506   3.852   3.521   3.757   2.912   2.777   3.064   2.784   2.874   2.762   2.590   2.779   3.580   4.136   3.622   1.244   1.819   4.552   4.555   4.622   3.613   5.372   5.056   4.561   3.239   2.821   4.299   4.248   3.948   3.283   5.432   4.801   3.891   5.102   1.492   5.890   6.057   6.230   5.166   4.669   4.842   4.889   4.295   4.146   6.152   4.872   4.116   3.340   3.500   4.467   3.388   3.939   3.402   4.360   4.058   3.600   2.276   2.675   3.675   3.427   2.654   3.074   4.732   4.608   5.937   6.012   5.771   6.682   6.417   4.359   4.210   5.363   4.316   
   14.0    0.564   0.683   0.875   1.788   2.135   2.735   1.804   1.479   1.676   1.670   3.044   3.730   3.481   3.327   3.639   2.863   0.862   2.044   2.582   2.601   3.997   3.654   3.898   3.022   2.882   3.179   2.889   2.983   2.866   2.688   2.884   3.715   4.292   3.759   1.291   1.888   4.724   4.726   4.796   3.749   5.575   5.247   4.733   3.361   2.928   4.461   4.408   4.097   3.407   5.637   4.983   4.038   5.295   1.548   6.112   6.286   6.466   5.361   4.845   5.025   5.073   4.457   4.303   6.384   5.056   4.271   3.466   3.632   4.635   3.515   4.088   3.530   4.525   4.211   3.736   2.362   2.776   3.814   3.556   2.754   3.190   4.911   4.782   6.162   6.238   5.989   6.934   6.659   4.523   4.369   5.566   4.479   
   15.0    0.583   0.707   0.906   1.851   2.210   2.831   1.867   1.531   1.735   1.729   3.150   3.861   3.603   3.444   3.767   2.964   0.892   2.115   2.672   2.692   4.138   3.782   4.035   3.128   2.983   3.291   2.990   3.088   2.967   2.782   2.985   3.846   4.442   3.891   1.336   1.954   4.890   4.892   4.964   3.881   5.771   5.431   4.899   3.479   3.031   4.618   4.563   4.241   3.526   5.835   5.158   4.180   5.481   1.602   6.327   6.506   6.693   5.549   5.015   5.201   5.251   4.613   4.454   6.608   5.234   4.421   3.588   3.760   4.798   3.639   4.231   3.654   4.683   4.359   3.867   2.445   2.874   3.948   3.681   2.851   3.302   5.083   4.950   6.378   6.457   6.199   7.178   6.893   4.682   4.523   5.761   4.636   
   16.0    0.602   0.730   0.936   1.912   2.282   2.924   1.928   1.581   1.792   1.786   3.254   3.988   3.721   3.557   3.891   3.061   0.922   2.185   2.760   2.780   4.273   3.906   4.167   3.230   3.081   3.399   3.088   3.189   3.064   2.874   3.083   3.972   4.588   4.018   1.380   2.018   5.050   5.053   5.127   4.008   5.960   5.610   5.060   3.593   3.130   4.769   4.712   4.380   3.642   6.027   5.327   4.317   5.660   1.655   6.534   6.720   6.912   5.731   5.179   5.371   5.423   4.764   4.600   6.825   5.406   4.566   3.706   3.883   4.955   3.758   4.370   3.774   4.837   4.502   3.994   2.525   2.968   4.077   3.802   2.945   3.410   5.250   5.112   6.587   6.669   6.402   7.413   7.119   4.835   4.671   5.950   4.788   
   17.0    0.621   0.753   0.965   1.971   2.352   3.014   1.988   1.629   1.847   1.840   3.354   4.111   3.836   3.666   4.010   3.155   0.950   2.252   2.845   2.866   4.405   4.026   4.296   3.330   3.176   3.503   3.183   3.287   3.159   2.962   3.178   4.094   4.729   4.142   1.422   2.080   5.205   5.208   5.285   4.131   6.144   5.782   5.216   3.703   3.226   4.916   4.857   4.515   3.754   6.212   5.491   4.450   5.835   1.706   6.735   6.926   7.125   5.908   5.339   5.537   5.590   4.911   4.742   7.035   5.572   4.707   3.820   4.002   5.108   3.874   4.505   3.890   4.986   4.640   4.117   2.603   3.059   4.203   3.919   3.035   3.515   5.411   5.269   6.790   6.874   6.599   7.641   7.338   4.984   4.815   6.133   4.936   
   18.0    0.639   0.775   0.993   2.028   2.420   3.101   2.045   1.677   1.901   1.894   3.451   4.230   3.947   3.773   4.127   3.247   0.978   2.317   2.928   2.949   4.532   4.143   4.420   3.426   3.268   3.605   3.275   3.382   3.250   3.048   3.270   4.213   4.866   4.262   1.463   2.140   5.356   5.359   5.438   4.251   6.322   5.950   5.367   3.811   3.320   5.058   4.998   4.646   3.863   6.392   5.650   4.579   6.004   1.755   6.931   7.127   7.331   6.079   5.494   5.697   5.752   5.053   4.879   7.239   5.733   4.843   3.930   4.118   5.256   3.986   4.635   4.003   5.130   4.775   4.236   2.678   3.148   4.325   4.032   3.123   3.617   5.568   5.422   6.987   7.074   6.791   7.863   7.551   5.129   4.954   6.311   5.079   
