# SRIM-2013 Electronic stopping power table for Z1=52
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.537   0.661   0.846   1.729   2.054   2.631   1.735   1.429   1.620   1.615   2.942   3.606   3.365   3.216   3.518   2.768   0.833   1.975   2.496   2.514   3.864   3.532   3.769   2.921   2.786   3.059   2.793   2.884   2.758   2.598   2.788   3.591   4.149   3.633   1.248   1.825   4.566   4.569   4.636   3.624   5.390   5.073   4.576   3.249   2.830   4.313   4.261   3.961   3.277   5.450   4.817   3.904   5.118   1.489   5.909   6.076   6.250   5.183   4.619   4.857   4.904   4.308   4.160   6.171   4.888   4.129   3.351   3.511   4.481   3.398   3.952   3.413   4.374   4.071   3.612   2.283   2.684   3.687   3.438   2.663   3.083   4.747   4.623   5.956   6.031   5.789   6.704   6.437   4.372   4.224   5.380   4.330   
   11.0    0.564   0.693   0.888   1.813   2.154   2.759   1.820   1.499   1.699   1.693   3.086   3.782   3.529   3.373   3.690   2.903   0.874   2.072   2.618   2.637   4.053   3.705   3.952   3.063   2.922   3.208   2.929   3.024   2.892   2.725   2.924   3.767   4.351   3.811   1.308   1.914   4.789   4.792   4.863   3.801   5.653   5.320   4.799   3.407   2.969   4.523   4.469   4.154   3.437   5.716   5.052   4.094   5.368   1.562   6.197   6.373   6.555   5.436   4.845   5.094   5.144   4.519   4.363   6.473   5.127   4.331   3.514   3.682   4.700   3.564   4.145   3.579   4.587   4.269   3.788   2.395   2.815   3.867   3.605   2.793   3.234   4.979   4.848   6.247   6.325   6.072   7.031   6.752   4.586   4.430   5.643   4.541   
   12.0    0.589   0.724   0.927   1.894   2.250   2.882   1.901   1.566   1.775   1.769   3.223   3.950   3.686   3.523   3.854   3.032   0.913   2.164   2.734   2.754   4.233   3.869   4.128   3.200   3.052   3.350   3.059   3.159   3.021   2.846   3.054   3.934   4.545   3.980   1.367   1.999   5.002   5.005   5.079   3.970   5.904   5.557   5.012   3.559   3.101   4.724   4.668   4.339   3.590   5.970   5.277   4.276   5.607   1.631   6.473   6.656   6.847   5.677   5.060   5.321   5.372   4.720   4.557   6.760   5.355   4.523   3.671   3.846   4.909   3.723   4.329   3.738   4.791   4.459   3.956   2.501   2.940   4.039   3.766   2.917   3.378   5.200   5.064   6.525   6.606   6.342   7.343   7.052   4.790   4.627   5.894   4.743   
   13.0    0.613   0.753   0.965   1.971   2.341   3.000   1.979   1.630   1.847   1.841   3.355   4.112   3.837   3.667   4.011   3.156   0.950   2.252   2.846   2.867   4.406   4.027   4.297   3.330   3.176   3.487   3.184   3.288   3.144   2.963   3.179   4.095   4.730   4.143   1.422   2.081   5.207   5.210   5.286   4.132   6.145   5.784   5.217   3.704   3.227   4.917   4.859   4.516   3.737   6.213   5.492   4.451   5.836   1.698   6.737   6.928   7.126   5.909   5.267   5.538   5.592   4.912   4.743   7.036   5.573   4.708   3.821   4.003   5.109   3.875   4.506   3.891   4.987   4.641   4.118   2.603   3.060   4.204   3.920   3.036   3.516   5.412   5.271   6.791   6.876   6.601   7.643   7.340   4.985   4.816   6.134   4.937   
   14.0    0.636   0.781   1.001   2.045   2.430   3.113   2.053   1.691   1.917   1.910   3.481   4.267   3.982   3.806   4.163   3.275   0.986   2.337   2.953   2.975   4.572   4.179   4.459   3.456   3.296   3.619   3.304   3.412   3.263   3.075   3.299   4.249   4.909   4.299   1.476   2.159   5.403   5.406   5.486   4.288   6.377   6.002   5.414   3.844   3.349   5.103   5.042   4.687   3.878   6.448   5.699   4.619   6.056   1.762   6.991   7.190   7.395   6.132   5.466   5.747   5.803   5.098   4.922   7.302   5.784   4.886   3.965   4.154   5.302   4.021   4.676   4.038   5.175   4.817   4.273   2.702   3.175   4.363   4.067   3.151   3.648   5.617   5.470   7.048   7.136   6.850   7.932   7.617   5.174   4.998   6.366   5.123   
   15.0    0.658   0.809   1.036   2.117   2.515   3.222   2.125   1.751   1.984   1.977   3.604   4.417   4.121   3.939   4.309   3.390   1.021   2.419   3.057   3.079   4.733   4.326   4.615   3.577   3.412   3.746   3.420   3.532   3.377   3.182   3.415   4.399   5.081   4.450   1.528   2.235   5.593   5.596   5.678   4.439   6.601   6.213   5.604   3.979   3.467   5.282   5.219   4.851   4.014   6.674   5.899   4.781   6.269   1.824   7.237   7.442   7.655   6.347   5.657   5.949   6.006   5.277   5.094   7.558   5.987   5.057   4.104   4.300   5.488   4.162   4.840   4.180   5.357   4.986   4.423   2.796   3.287   4.516   4.210   3.261   3.776   5.814   5.662   7.295   7.386   7.090   8.210   7.884   5.355   5.173   6.589   5.303   
   16.0    0.680   0.835   1.070   2.187   2.598   3.328   2.195   1.808   2.050   2.042   3.722   4.561   4.257   4.069   4.450   3.501   1.054   2.499   3.157   3.180   4.888   4.468   4.767   3.695   3.524   3.869   3.532   3.648   3.488   3.287   3.527   4.543   5.248   4.596   1.578   2.308   5.776   5.779   5.865   4.584   6.817   6.416   5.788   4.110   3.580   5.455   5.390   5.010   4.146   6.893   6.093   4.938   6.474   1.883   7.474   7.686   7.906   6.556   5.843   6.144   6.203   5.450   5.262   7.806   6.183   5.223   4.239   4.441   5.668   4.299   4.999   4.317   5.533   5.149   4.569   2.888   3.395   4.664   4.348   3.368   3.900   6.005   5.847   7.534   7.628   7.323   8.479   8.143   5.531   5.343   6.806   5.477   
   17.0    0.701   0.861   1.103   2.254   2.678   3.430   2.263   1.864   2.113   2.105   3.836   4.702   4.388   4.194   4.587   3.609   1.087   2.576   3.254   3.278   5.038   4.605   4.914   3.808   3.632   3.988   3.641   3.760   3.595   3.388   3.635   4.683   5.409   4.737   1.627   2.379   5.954   5.957   6.045   4.725   7.027   6.614   5.966   4.236   3.690   5.623   5.556   5.164   4.273   7.105   6.280   5.090   6.674   1.941   7.704   7.923   8.149   6.757   6.023   6.333   6.394   5.617   5.423   8.047   6.373   5.384   4.369   4.578   5.843   4.431   5.153   4.449   5.703   5.308   4.709   2.977   3.499   4.807   4.482   3.472   4.020   6.189   6.027   7.766   7.863   7.548   8.740   8.393   5.701   5.507   7.015   5.646   
   18.0    0.721   0.886   1.135   2.319   2.755   3.530   2.328   1.918   2.174   2.166   3.948   4.838   4.515   4.315   4.720   3.713   1.118   2.650   3.349   3.373   5.184   4.739   5.056   3.919   3.738   4.103   3.747   3.869   3.700   3.486   3.740   4.818   5.566   4.875   1.674   2.448   6.127   6.130   6.220   4.862   7.231   6.806   6.139   4.359   3.797   5.786   5.717   5.314   4.397   7.311   6.462   5.237   6.867   1.998   7.928   8.152   8.386   6.953   6.197   6.517   6.580   5.780   5.581   8.280   6.558   5.540   4.496   4.711   6.012   4.559   5.302   4.578   5.868   5.461   4.846   3.063   3.601   4.947   4.612   3.572   4.137   6.369   6.202   7.991   8.091   7.767   8.994   8.637   5.866   5.667   7.218   5.809   
   20.0    0.760   0.934   1.197   2.445   2.904   3.721   2.454   2.021   2.291   2.283   4.161   5.100   4.759   4.549   4.975   3.914   1.179   2.794   3.530   3.556   5.465   4.995   5.329   4.131   3.940   4.325   3.949   4.078   3.900   3.675   3.943   5.079   5.867   5.139   1.764   2.581   6.458   6.462   6.557   5.125   7.622   7.174   6.471   4.595   4.003   6.099   6.026   5.602   4.635   7.707   6.812   5.521   7.239   2.106   8.356   8.593   8.839   7.329   6.533   6.869   6.936   6.093   5.883   8.728   6.913   5.839   4.739   4.965   6.337   4.806   5.589   4.826   6.186   5.757   5.108   3.229   3.795   5.214   4.862   3.766   4.361   6.713   6.537   8.424   8.529   8.187   9.480   9.104   6.184   5.973   7.609   6.124   
