# SRIM-2013 Electronic stopping power table for Z1=54
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.985   1.202   1.541   3.147   3.739   4.779   3.159   2.602   2.950   2.939   5.356   6.565   6.126   5.842   6.405   5.039   1.517   3.596   4.544   4.577   7.035   6.430   6.861   5.318   5.060   5.555   5.072   5.238   5.009   4.731   5.075   6.523   7.553   6.615   2.271   3.322   8.313   8.318   8.441   6.598   9.812   9.213   8.330   5.915   5.153   7.851   7.758   7.211   5.967   9.921   8.769   7.107   9.318   2.705   10.76   11.06   11.38   9.435   8.466   8.843   8.928   7.843   7.573   11.24   8.899   7.517   6.100   6.392   8.158   6.187   7.194   6.213   7.963   7.411   6.575   4.157   4.886   6.712   6.244   4.848   5.613   8.642   8.416   10.84   10.98   10.54   12.20   11.72   7.960   7.689   9.795   7.883   
   11.0    1.033   1.261   1.616   3.301   3.921   5.012   3.313   2.729   3.094   3.083   5.618   6.885   6.425   6.127   6.717   5.285   1.591   3.772   4.766   4.800   7.378   6.744   7.195   5.577   5.307   5.826   5.320   5.493   5.253   4.961   5.323   6.842   7.922   6.938   2.382   3.484   8.719   8.724   8.853   6.920   10.29   9.663   8.737   6.203   5.404   8.234   8.136   7.563   6.258   10.41   9.197   7.454   9.773   2.837   11.28   11.60   11.93   9.896   8.879   9.274   9.364   8.226   7.942   11.78   9.333   7.884   6.398   6.704   8.556   6.489   7.545   6.516   8.351   7.773   6.896   4.359   5.124   7.040   6.549   5.084   5.887   9.064   8.826   11.37   11.51   11.05   12.80   12.29   8.349   8.065   10.27   8.268   
   12.0    1.079   1.317   1.688   3.448   4.095   5.235   3.461   2.851   3.231   3.220   5.868   7.192   6.711   6.400   7.016   5.520   1.662   3.940   4.977   5.014   7.706   7.044   7.515   5.825   5.543   6.086   5.556   5.737   5.487   5.182   5.560   7.146   8.274   7.246   2.488   3.639   9.107   9.112   9.246   7.228   10.75   10.09   9.125   6.479   5.645   8.600   8.498   7.899   6.536   10.87   9.606   7.785   10.21   2.963   11.78   12.12   12.46   10.34   9.274   9.687   9.780   8.592   8.295   12.31   9.748   8.234   6.683   7.002   8.936   6.777   7.881   6.806   8.723   8.118   7.203   4.553   5.352   7.353   6.840   5.310   6.149   9.467   9.219   11.88   12.03   11.55   13.37   12.84   8.720   8.423   10.73   8.635   
   13.0    1.123   1.371   1.757   3.588   4.263   5.448   3.602   2.967   3.363   3.351   6.107   7.485   6.985   6.661   7.303   5.745   1.730   4.101   5.181   5.219   8.021   7.332   7.822   6.063   5.769   6.334   5.783   5.972   5.711   5.394   5.787   7.438   8.612   7.542   2.590   3.788   9.479   9.484   9.624   7.523   11.19   10.50   9.498   6.744   5.875   8.951   8.845   8.222   6.803   11.31   9.998   8.103   10.62   3.084   12.26   12.61   12.97   10.76   9.652   10.08   10.18   8.943   8.634   12.81   10.15   8.571   6.955   7.288   9.301   7.054   8.203   7.083   9.079   8.450   7.497   4.739   5.571   7.653   7.119   5.527   6.400   9.853   9.595   12.36   12.52   12.02   13.91   13.36   9.076   8.767   11.17   8.988   
   14.0    1.165   1.423   1.823   3.724   4.423   5.654   3.738   3.079   3.490   3.478   6.338   7.768   7.249   6.913   7.578   5.962   1.795   4.255   5.376   5.416   8.324   7.608   8.118   6.292   5.987   6.573   6.001   6.197   5.926   5.597   6.005   7.718   8.937   7.827   2.687   3.931   9.836   9.842   9.987   7.807   11.61   10.90   9.856   6.998   6.097   9.289   9.179   8.532   7.060   11.74   10.38   8.409   11.03   3.200   12.73   13.09   13.46   11.16   10.02   10.46   10.56   9.280   8.960   13.29   10.53   8.894   7.218   7.563   9.652   7.320   8.512   7.351   9.422   8.769   7.780   4.918   5.781   7.942   7.388   5.736   6.642   10.23   9.957   12.83   12.99   12.47   14.44   13.87   9.418   9.098   11.59   9.327   
   15.0    1.206   1.473   1.887   3.854   4.579   5.852   3.869   3.187   3.613   3.600   6.560   8.040   7.503   7.155   7.844   6.171   1.858   4.405   5.565   5.606   8.616   7.875   8.402   6.513   6.197   6.804   6.212   6.415   6.134   5.794   6.216   7.989   9.250   8.101   2.782   4.069   10.18   10.19   10.34   8.081   12.02   11.28   10.20   7.244   6.311   9.615   9.501   8.832   7.307   12.15   10.74   8.704   11.41   3.312   13.17   13.55   13.94   11.56   10.37   10.83   10.93   9.606   9.274   13.76   10.90   9.206   7.471   7.829   9.991   7.577   8.811   7.609   9.752   9.076   8.053   5.091   5.984   8.221   7.647   5.937   6.875   10.58   10.31   13.28   13.45   12.91   14.95   14.35   9.749   9.418   12.00   9.654   
   16.0    1.245   1.521   1.949   3.981   4.729   6.044   3.996   3.292   3.731   3.718   6.775   8.304   7.749   7.390   8.102   6.374   1.919   4.549   5.747   5.790   8.898   8.134   8.678   6.726   6.400   7.027   6.416   6.625   6.335   5.984   6.420   8.251   9.554   8.367   2.873   4.202   10.52   10.52   10.68   8.346   12.41   11.65   10.54   7.481   6.518   9.931   9.813   9.121   7.547   12.55   11.09   8.989   11.79   3.421   13.61   13.99   14.39   11.93   10.71   11.19   11.29   9.921   9.579   14.21   11.26   9.508   7.716   8.085   10.32   7.826   9.100   7.858   10.07   9.374   8.317   5.258   6.180   8.491   7.898   6.132   7.100   10.93   10.65   13.72   13.89   13.33   15.44   14.82   10.07   9.726   12.39   9.971   
   17.0    1.284   1.568   2.009   4.103   4.874   6.230   4.119   3.393   3.846   3.832   6.984   8.560   7.988   7.617   8.351   6.570   1.978   4.689   5.924   5.968   9.172   8.384   8.945   6.933   6.597   7.243   6.613   6.829   6.530   6.168   6.618   8.505   9.848   8.625   2.961   4.331   10.84   10.85   11.01   8.603   12.79   12.01   10.86   7.712   6.718   10.24   10.11   9.402   7.779   12.94   11.43   9.266   12.15   3.526   14.03   14.42   14.84   12.30   11.04   11.53   11.64   10.23   9.873   14.65   11.60   9.801   7.954   8.334   10.64   8.067   9.380   8.100   10.38   9.663   8.573   5.420   6.370   8.752   8.141   6.320   7.319   11.27   10.97   14.14   14.31   13.74   15.91   15.28   10.38   10.03   12.77   10.28   
   18.0    1.321   1.613   2.067   4.222   5.016   6.411   4.238   3.491   3.958   3.944   7.186   8.808   8.219   7.838   8.593   6.760   2.035   4.825   6.096   6.141   9.438   8.627   9.204   7.134   6.789   7.453   6.805   7.027   6.720   6.347   6.809   8.752   10.13   8.875   3.047   4.457   11.15   11.16   11.32   8.852   13.16   12.36   11.18   7.935   6.913   10.53   10.41   9.674   8.005   13.31   11.76   9.535   12.50   3.629   14.43   14.84   15.27   12.66   11.36   11.86   11.98   10.52   10.16   15.07   11.94   10.09   8.184   8.576   10.94   8.301   9.652   8.335   10.68   9.943   8.821   5.577   6.555   9.006   8.377   6.504   7.531   11.59   11.29   14.55   14.73   14.14   16.37   15.72   10.68   10.32   13.14   10.58   
