# SRIM-2013 Electronic stopping power table for Z1=45
# Converted from a table provided by H.Hofsaess
# units of energy:         eV
# units of stopping power: eV A^2
#      \Z2 1       2       3       4       5       6       7       8       9       10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57      58      59      60      61      62      63      64      65      66      67      68      69      70      71      72      73      74      75      76      77      78      79      80      81      82      83      84      85      86      87      88      89      90      91      92      
# energy\  H       He      Li      Be      B       C       N       O       F       Ne      Na      Mg      Al      Si      P       S       Cl      Ar      K       Ca      Sc      Ti      V       Cr      Mn      Fe      Co      Ni      Cu      Zn      Ga      Ge      As      Se      Br      Kr      Rb      Sr      Y       Zr      Nb      Mo      Tc      Ru      Rh      Pd      Ag      Cd      In      Sn      Sb      Te      I       Xe      Cs      Ba      La      Ce      Pr      Nd      Pm      Sm      Eu      Gd      Tb      Dy      Ho      Er      Tm      Yb      Lu      Hf      Ta      W       Re      Os      Ir      Pt      Au      Hg      Tl      Pb      Bi      Po      At      Rn      Fr      Ra      Ac      Th      Pa      U       
   0.00    0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     
   10.0    0.616   0.750   0.962   1.964   2.333   2.989   1.972   1.624   1.841   1.834   3.343   4.097   3.823   3.654   3.997   3.145   0.947   2.244   2.836   2.856   4.390   4.013   4.282   3.319   3.165   3.475   3.173   3.276   3.133   2.952   3.167   4.080   4.714   4.128   1.417   2.073   5.188   5.191   5.268   4.118   6.123   5.763   5.199   3.691   3.216   4.900   4.841   4.500   3.724   6.191   5.472   4.435   5.815   1.692   6.713   6.904   7.101   5.888   5.295   5.518   5.572   4.895   4.726   7.012   5.553   4.691   3.807   3.989   5.091   3.861   4.490   3.877   4.969   4.625   4.103   2.594   3.049   4.189   3.906   3.025   3.503   5.393   5.252   6.767   6.852   6.577   7.616   7.314   4.968   4.799   6.113   4.919   
   11.0    0.646   0.787   1.008   2.060   2.447   3.135   2.068   1.703   1.931   1.924   3.506   4.297   4.010   3.833   4.192   3.298   0.993   2.354   2.974   2.996   4.604   4.209   4.490   3.481   3.320   3.644   3.328   3.436   3.286   3.096   3.322   4.279   4.944   4.330   1.487   2.174   5.441   5.444   5.525   4.319   6.422   6.044   5.452   3.871   3.373   5.139   5.078   4.720   3.905   6.494   5.740   4.652   6.099   1.774   7.041   7.240   7.448   6.176   5.554   5.788   5.844   5.134   4.957   7.354   5.825   4.920   3.993   4.184   5.340   4.050   4.709   4.066   5.212   4.851   4.304   2.721   3.198   4.394   4.096   3.173   3.674   5.657   5.508   7.098   7.186   6.898   7.988   7.671   5.210   5.033   6.411   5.160   
   12.0    0.675   0.822   1.053   2.152   2.556   3.274   2.160   1.779   2.017   2.009   3.662   4.488   4.188   4.003   4.379   3.445   1.037   2.459   3.106   3.129   4.809   4.396   4.690   3.635   3.467   3.807   3.475   3.589   3.432   3.234   3.470   4.470   5.163   4.522   1.553   2.271   5.683   5.687   5.770   4.511   6.708   6.313   5.695   4.043   3.523   5.367   5.303   4.930   4.079   6.782   5.995   4.858   6.370   1.853   7.354   7.562   7.779   6.450   5.801   6.045   6.104   5.362   5.177   7.681   6.084   5.139   4.170   4.370   5.577   4.230   4.918   4.247   5.444   5.066   4.495   2.842   3.340   4.589   4.278   3.314   3.837   5.908   5.753   7.413   7.506   7.205   8.343   8.012   5.442   5.257   6.696   5.389   
   13.0    0.702   0.856   1.096   2.239   2.660   3.408   2.248   1.852   2.099   2.092   3.811   4.671   4.359   4.167   4.557   3.585   1.080   2.559   3.233   3.257   5.006   4.575   4.882   3.784   3.609   3.962   3.617   3.735   3.572   3.366   3.611   4.652   5.374   4.707   1.616   2.364   5.915   5.919   6.006   4.695   6.982   6.571   5.927   4.209   3.666   5.586   5.520   5.131   4.246   7.059   6.240   5.057   6.630   1.929   7.654   7.871   8.097   6.714   6.038   6.292   6.353   5.581   5.388   7.994   6.332   5.349   4.341   4.548   5.805   4.402   5.119   4.421   5.666   5.273   4.679   2.958   3.476   4.776   4.453   3.449   3.994   6.149   5.988   7.716   7.812   7.499   8.684   8.339   5.664   5.471   6.970   5.609   
   14.0    0.729   0.888   1.138   2.324   2.761   3.537   2.333   1.922   2.178   2.170   3.955   4.848   4.524   4.324   4.729   3.721   1.120   2.656   3.355   3.380   5.195   4.748   5.066   3.927   3.745   4.112   3.754   3.876   3.707   3.493   3.748   4.828   5.577   4.884   1.677   2.453   6.139   6.142   6.233   4.872   7.245   6.819   6.151   4.367   3.805   5.797   5.728   5.325   4.406   7.326   6.475   5.248   6.881   2.002   7.943   8.168   8.402   6.967   6.266   6.529   6.593   5.792   5.592   8.296   6.571   5.551   4.505   4.720   6.024   4.568   5.312   4.587   5.880   5.472   4.855   3.069   3.608   4.957   4.621   3.579   4.145   6.381   6.214   8.007   8.107   7.782   9.011   8.654   5.878   5.678   7.233   5.821   
   15.0    0.754   0.919   1.178   2.405   2.857   3.661   2.415   1.989   2.255   2.247   4.094   5.018   4.683   4.476   4.895   3.851   1.160   2.749   3.473   3.498   5.377   4.915   5.244   4.064   3.876   4.256   3.886   4.012   3.837   3.616   3.879   4.997   5.773   5.056   1.736   2.539   6.354   6.358   6.451   5.043   7.499   7.058   6.367   4.521   3.938   6.001   5.929   5.512   4.560   7.583   6.702   5.432   7.122   2.072   8.222   8.455   8.697   7.212   6.486   6.759   6.824   5.995   5.788   8.587   6.802   5.745   4.663   4.886   6.235   4.729   5.499   4.749   6.086   5.664   5.026   3.177   3.734   5.131   4.783   3.705   4.290   6.605   6.432   8.288   8.392   8.056   9.328   8.957   6.084   5.877   7.486   6.025   
   16.0    0.779   0.949   1.216   2.484   2.951   3.781   2.494   2.054   2.329   2.320   4.228   5.182   4.836   4.622   5.056   3.978   1.198   2.839   3.587   3.613   5.553   5.076   5.416   4.198   4.004   4.395   4.013   4.144   3.963   3.734   4.007   5.161   5.962   5.222   1.793   2.622   6.563   6.566   6.663   5.208   7.745   7.290   6.576   4.669   4.068   6.198   6.124   5.692   4.710   7.832   6.922   5.610   7.356   2.140   8.492   8.732   8.982   7.448   6.698   6.980   7.048   6.192   5.978   8.869   7.025   5.934   4.816   5.046   6.440   4.884   5.679   4.904   6.286   5.850   5.190   3.281   3.857   5.299   4.940   3.827   4.431   6.822   6.643   8.560   8.667   8.320   9.634   9.251   6.284   6.070   7.732   6.223   
   17.0    0.803   0.978   1.254   2.561   3.042   3.897   2.571   2.117   2.400   2.392   4.359   5.342   4.985   4.765   5.212   4.100   1.234   2.926   3.697   3.724   5.724   5.232   5.582   4.327   4.127   4.531   4.137   4.272   4.085   3.849   4.130   5.320   6.146   5.382   1.848   2.703   6.764   6.768   6.868   5.369   7.984   7.514   6.778   4.813   4.193   6.388   6.312   5.867   4.855   8.073   7.135   5.783   7.582   2.206   8.753   9.001   9.259   7.677   6.904   7.195   7.265   6.382   6.162   9.142   7.241   6.117   4.964   5.201   6.638   5.034   5.854   5.055   6.479   6.030   5.350   3.382   3.976   5.462   5.092   3.944   4.568   7.032   6.848   8.823   8.933   8.576   9.930   9.536   6.477   6.257   7.970   6.414   
   18.0    0.826   1.007   1.290   2.635   3.130   4.010   2.645   2.179   2.470   2.461   4.485   5.497   5.129   4.903   5.363   4.219   1.270   3.011   3.804   3.832   5.890   5.384   5.744   4.452   4.246   4.662   4.257   4.395   4.203   3.961   4.250   5.474   6.324   5.538   1.902   2.782   6.961   6.965   7.067   5.524   8.215   7.732   6.975   4.952   4.314   6.573   6.495   6.038   4.996   8.307   7.342   5.950   7.802   2.270   9.007   9.262   9.527   7.900   7.105   7.404   7.475   6.567   6.340   9.407   7.451   6.294   5.108   5.352   6.830   5.180   6.024   5.202   6.667   6.205   5.505   3.480   4.091   5.620   5.240   4.059   4.700   7.236   7.046   9.079   9.192   8.824   10.22   9.812   6.665   6.438   8.201   6.600   
   20.0    0.871   1.061   1.360   2.778   3.300   4.227   2.788   2.297   2.603   2.594   4.727   5.794   5.407   5.168   5.653   4.447   1.339   3.174   4.010   4.040   6.209   5.675   6.055   4.693   4.476   4.914   4.487   4.633   4.431   4.175   4.480   5.770   6.666   5.838   2.004   2.932   7.337   7.341   7.449   5.823   8.660   8.150   7.352   5.220   4.548   6.929   6.847   6.364   5.266   8.756   7.739   6.272   8.224   2.392   9.494   9.763   10.04   8.327   7.489   7.804   7.880   6.922   6.683   9.916   7.854   6.634   5.384   5.641   7.200   5.460   6.349   5.483   7.028   6.541   5.803   3.668   4.312   5.924   5.523   4.278   4.954   7.627   7.427   9.570   9.690   9.302   10.77   10.34   7.025   6.787   8.645   6.957   
   22.0    0.924   1.126   1.442   2.946   3.500   4.483   2.957   2.436   2.761   2.752   5.014   6.146   5.735   5.481   5.996   4.717   1.420   3.367   4.253   4.285   6.585   6.019   6.422   4.978   4.748   5.212   4.759   4.914   4.699   4.428   4.751   6.120   7.070   6.192   2.126   3.110   7.782   7.787   7.901   6.176   9.185   8.645   7.798   5.537   4.824   7.349   7.262   6.750   5.585   9.287   8.209   6.653   8.723   2.538   10.07   10.36   10.65   8.832   7.943   8.278   8.358   7.342   7.089   10.52   8.330   7.037   5.711   5.984   7.637   5.792   6.735   5.816   7.454   6.937   6.155   3.891   4.574   6.284   5.858   4.538   5.255   8.090   7.878   10.15   10.28   9.866   11.42   10.97   7.452   7.198   9.169   7.379   
